scenario_id,design_family,N,T,rho_Y,rho_D,rho_Z,sigma_alpha_Z,unit_effect_heterogeneity,estimator_id,estimator,beta_true,n_requested,n_success,n_failed,failure_rate,mean_estimate,bias,relative_bias,rmse,coverage,mean_delta_z,abs_delta_z,mean_abs_delta_z,bias_ge_abs_delta_z,mcse_bias,mcse_rmse,mcse_coverage,mcse_delta_z,mean_instrument_count,ar2_rejection_rate_05,hansen_rejection_rate_05
"P_N250_T30_RY20","principal",250,30,0.2,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.00816783894709,0.00816783894709322,0.00816783894709322,0.0138598844294727,0.892,-0.0357209847053457,0.0357209847053457,0.0357209847053457,FALSE,0.000501266538830666,0.000415806258012898,0.0138806339912844,0.000148198250796749,NA,NA,NA
"P_N250_T30_RY20","principal",250,30,0.2,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00244192801521,0.00244192801520959,0.00244192801520959,0.0118445201914434,0.942,-0.0380365369281458,0.0380365369281458,0.0380365369281458,FALSE,0.00051884264246819,0.000371406383137201,0.0104533248299285,0.000163567750802946,NA,NA,NA
"P_N250_T30_RY50","principal",250,30,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.998256401767382,-0.00174359823261772,-0.00174359823261772,0.0481692657137008,0.926,-0.00551245626538257,0.00551245626538257,0.00907110688194595,FALSE,0.00215493934400793,0.00158233824012534,0.0117067501895274,0.000449303600176551,6,0.046,0.062
"P_N250_T30_RY50","principal",250,30,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.00927678045293,0.00927678045293273,0.00927678045293273,0.0147067488843929,0.834,-0.0332355593858932,0.0332355593858932,0.0332355593858932,FALSE,0.000510863560560325,0.000442790979274496,0.0166399519230075,0.000142531327237343,NA,NA,NA
"P_N250_T30_RY50","principal",250,30,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.0048905047441,0.00489050474409938,0.00489050474409938,0.0128826528146575,0.916,-0.0348539153330038,0.0348539153330038,0.0348539153330038,FALSE,0.000533536067433488,0.000413891330983706,0.0124051602166195,0.000151788217618459,NA,NA,NA
"P_N250_T30_RY80","principal",250,30,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.994250165970826,-0.00574983402917348,-0.00574983402917348,0.0708595954213572,0.958,-0.0233416918591501,0.0233416918591501,0.0247222010650929,FALSE,0.00316165074204285,0.00247965602056026,0.00897061870775924,0.000775800311742199,6,0.04,0.058
"P_N250_T30_RY80","principal",250,30,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.00381516500371,0.00381516500370836,0.00381516500370836,0.0113044531984326,0.936,-0.0339259870235774,0.0339259870235774,0.0339259870235774,FALSE,0.000476365620746632,0.000367635315191241,0.0109456840809517,0.000151824274464142,NA,NA,NA
"P_N250_T30_RY80","principal",250,30,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00791189718183,0.00791189718183286,0.00791189718183286,0.0136727074371338,0.9,-0.0361869347428514,0.0361869347428514,0.0361869347428514,FALSE,0.000499187338871586,0.000405666787263571,0.0134164078649987,0.000173945287634864,NA,NA,NA
"P_N250_T50_RY20","principal",250,50,0.2,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00181596280097,0.00181596280096537,0.00181596280096537,0.0378069020443183,0.938,-0.0128075166349037,0.0128075166349037,0.0131762333861877,FALSE,0.0016905158770178,0.00125542807593038,0.0107848041243223,0.000373183490457946,6,0.062,0.066
"P_N250_T50_RY20","principal",250,50,0.2,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.00611831139009,0.00611831139009177,0.00611831139009177,0.01061021256399,0.868,-0.0364237051100684,0.0364237051100684,0.0364237051100684,FALSE,0.000388055313875617,0.000316043286676116,0.0151377673386798,0.000107438330959236,NA,NA,NA
"P_N250_T50_RY20","principal",250,50,0.2,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00175398700384,0.0017539870038373,0.0017539870038373,0.00907513086756611,0.95,-0.0376633323439238,0.0376633323439238,0.0376633323439238,FALSE,0.00039859857168628,0.000280365795603794,0.00974679434480897,0.000112365343908061,NA,NA,NA
"P_N250_T50_RY50","principal",250,50,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.998747526999718,-0.001252473000282,-0.001252473000282,0.0334701602036276,0.934,-0.00594620101409056,0.00594620101409056,0.00765992407051109,FALSE,0.00149728072518822,0.00104214022787632,0.0111035129576184,0.000330550367232282,6,0.066,0.056
"P_N250_T50_RY50","principal",250,50,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.00584806412085,0.00584806412085487,0.00584806412085487,0.0103492924863258,0.89,-0.033705954427349,0.033705954427349,0.033705954427349,FALSE,0.000382241047571654,0.00032005584822994,0.0139928553197694,0.000105759274918239,NA,NA,NA
"P_N250_T50_RY50","principal",250,50,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00143020251078,0.00143020251078211,0.00143020251078211,0.00875743996091585,0.95,-0.0344153970084945,0.0344153970084945,0.0344153970084945,FALSE,0.000386773497503564,0.000279292439056653,0.00974679434480897,0.000112479081665499,NA,NA,NA
"P_N250_T50_RY80","principal",250,50,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00207814380709,0.00207814380708992,0.00207814380708992,0.0412333752829391,0.956,-0.0247852103446813,0.0247852103446813,0.0248118525285115,FALSE,0.00184351354632192,0.00145635766037926,0.00917213170424412,0.000479744411378731,6,0.062,0.064
"P_N250_T50_RY80","principal",250,50,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.00418465924043,0.00418465924042731,0.00418465924042731,0.00934006066008938,0.912,-0.0346646223580418,0.0346646223580418,0.0346646223580418,FALSE,0.000373805003595105,0.000317035250709469,0.0126693330526907,0.000115714532830851,NA,NA,NA
"P_N250_T50_RY80","principal",250,50,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00470774618796,0.00470774618795995,0.00470774618795995,0.00979656815437078,0.908,-0.0357460743185982,0.0357460743185982,0.0357460743185982,FALSE,0.000384597943340841,0.00033937080381893,0.01292563344676,0.000124930602996728,NA,NA,NA
"S_N100_T10_RD20_SAZ050","stress",100,10,0.5,0.2,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00449186496948,0.00449186496948157,0.00449186496948157,0.309286209112736,0.984,-0.00677345913355611,0.00677345913355611,0.0930511311915521,FALSE,0.0138440919658012,0.0121203819125455,0.00561141693336006,0.00615398197333534,6,0.036,0.046
"S_N100_T10_RD20_SAZ050","stress",100,10,0.5,0.2,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,0.998412389111988,-0.00158761088801183,-0.00158761088801183,0.0330631886689202,0.952,-0.0319606320159987,0.0319606320159987,0.0319606320159987,FALSE,0.00147840428561107,0.00101049026891243,0.00955991631762538,0.000430420134234715,NA,NA,NA
"S_N100_T10_RD20_SAZ050","stress",100,10,0.5,0.2,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.02860640377771,0.0286064037777119,0.0286064037777119,0.0479046189866427,0.888,-0.0395869090229447,0.0395869090229447,0.0395869090229447,FALSE,0.00172016577891136,0.0014399150743812,0.014103616557465,0.000560497932258518,NA,NA,NA
"S_N100_T10_RD20_SAZ200","stress",100,10,0.5,0.2,0.5,2,"high_alpha_Z","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.03079382961216,0.0307938296121624,0.0307938296121624,0.337113676021037,0.99,0.000324222858883004,0.000324222858883004,0.107887020666823,TRUE,0.0150281879847398,0.0142661074858405,0.0044497190922574,0.00778433704031874,6,0.038,0.034
"S_N100_T10_RD20_SAZ200","stress",100,10,0.5,0.2,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,500,500,0,0,0.996736996477731,-0.00326300352226876,-0.00326300352226876,0.0348622665240629,0.944,-0.0312485207061096,0.0312485207061096,0.0312485207061096,FALSE,0.00155379839403815,0.00101844809894208,0.0102824121683582,0.000408604330784466,NA,NA,NA
"S_N100_T10_RD20_SAZ200","stress",100,10,0.5,0.2,0.5,2,"high_alpha_Z","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.02696632915714,0.0269663291571366,0.0269663291571366,0.0480525960002615,0.886,-0.0382058006290554,0.0382058006290554,0.0382058006290554,FALSE,0.00178047137155206,0.00148478385516391,0.0142129518397833,0.000533509345096529,NA,NA,NA
"S_N100_T10_RD50_SAZ050","stress",100,10,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.0118658941824,0.011865894182398,0.011865894182398,0.185219423636201,0.962,-0.0026305947542477,0.0026305947542477,0.0377921649445299,TRUE,0.00827452757006541,0.00642234846845394,0.0085505555375075,0.00237236931089802,6,0.058,0.05
"S_N100_T10_RD50_SAZ050","stress",100,10,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.01393934022498,0.0139393402249769,0.0139393402249769,0.0364000282767527,0.92,-0.0297670429249567,0.0297670429249567,0.0297670429249567,FALSE,0.00150527253215941,0.00107572413186326,0.0121326007104825,0.000397329379230997,NA,NA,NA
"S_N100_T10_RD50_SAZ050","stress",100,10,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.03075113326546,0.0307511332654589,0.0307511332654589,0.049498642445615,0.862,-0.0350246852323976,0.0350246852323976,0.0350246852323976,FALSE,0.00173637461606425,0.00146844585950807,0.01542439626047,0.000536122753636867,NA,NA,NA
"S_N100_T10_RD50_SAZ200","stress",100,10,0.5,0.5,0.5,2,"high_alpha_Z","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00577665304818,0.00577665304818051,0.00577665304818051,0.194773001387975,0.964,-0.00645803448601755,0.00645803448601755,0.0627382842654761,FALSE,0.00871540137576945,0.00763157325339237,0.0083311463797007,0.00495015714929078,6,0.042,0.044
"S_N100_T10_RD50_SAZ200","stress",100,10,0.5,0.5,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,500,500,0,0,1.01564229226101,0.0156422922610067,0.0156422922610067,0.0368615237293183,0.922,-0.0302883556619504,0.0302883556619504,0.0302883556619504,FALSE,0.00149420431736116,0.00119407796340343,0.0119929979571415,0.000432150022957754,NA,NA,NA
"S_N100_T10_RD50_SAZ200","stress",100,10,0.5,0.5,0.5,2,"high_alpha_Z","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.03371194125176,0.0337119412517577,0.0337119412517577,0.0517973887865405,0.852,-0.0350122974430242,0.0350122974430242,0.0350340644260148,FALSE,0.00176043951866626,0.00154257591068104,0.0158805541465026,0.000583488185891868,NA,NA,NA
"S_N100_T10_RD80_SAZ050","stress",100,10,0.5,0.8,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.946390332166484,-0.0536096678335159,-0.0536096678335159,0.447545472941056,0.99,-0.0100274797037999,0.0100274797037999,0.192010595612751,TRUE,0.019890630510213,0.0244984096836278,0.0044497190922574,0.0197279304405508,6,0.036,0.028
"S_N100_T10_RD80_SAZ050","stress",100,10,0.5,0.8,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.02742494196937,0.0274249419693746,0.0274249419693746,0.0407169947022731,0.86,-0.0251056093398111,0.0251056093398111,0.0251059035187058,TRUE,0.00134726488727187,0.00116056214993544,0.0155177317930167,0.000377639575361989,NA,NA,NA
"S_N100_T10_RD80_SAZ050","stress",100,10,0.5,0.8,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.02532486112959,0.0253248611295933,0.0253248611295933,0.0450711075671906,0.898,-0.0273117960156197,0.0273117960156197,0.0273988032287483,FALSE,0.00166903674600627,0.0013616068249589,0.0135348439222623,0.000490127913349437,NA,NA,NA
"S_N100_T10_RD80_SAZ200","stress",100,10,0.5,0.8,0.5,2,"high_alpha_Z","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.946376343464558,-0.0536236565354419,-0.0536236565354419,0.494113438987913,0.996,-0.0171006792096868,0.0171006792096868,0.214408767206078,TRUE,0.0219889111263269,0.0484793070508798,0.00282276460230038,0.0210560984999823,6,0.02,0.036
"S_N100_T10_RD80_SAZ200","stress",100,10,0.5,0.8,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,500,500,0,0,1.03211053449187,0.0321105344918667,0.0321105344918667,0.0455865033781941,0.832,-0.0261362861046493,0.0261362861046493,0.0261362861046493,TRUE,0.00144854488863213,0.0013409065858738,0.0167198086113448,0.000421481401556553,NA,NA,NA
"S_N100_T10_RD80_SAZ200","stress",100,10,0.5,0.8,0.5,2,"high_alpha_Z","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.03018585652604,0.030185856526038,0.030185856526038,0.0503295264050364,0.872,-0.0289153883736712,0.0289153883736712,0.0289509230229748,TRUE,0.00180284527624241,0.00153388001103503,0.0149409504383088,0.000558793954859247,NA,NA,NA
"S_N100_T20_RD20_SAZ050","stress",100,20,0.5,0.2,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.0129657246099,0.0129657246099042,0.0129657246099042,0.202191884587586,0.956,-0.0148020507474273,0.0148020507474273,0.0464567298685335,FALSE,0.00903272254139689,0.007287857882801,0.00917213170424412,0.00276199956325036,6,0.046,0.032
"S_N100_T20_RD20_SAZ050","stress",100,20,0.5,0.2,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.00137531066882,0.00137531066882409,0.00137531066882409,0.02335253716755,0.932,-0.0353357450099573,0.0353357450099573,0.0353357450099573,FALSE,0.00104358860659345,0.000711022406676338,0.0112584190719657,0.000301124577920764,NA,NA,NA
"S_N100_T20_RD20_SAZ050","stress",100,20,0.5,0.2,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00785796520111,0.00785796520111323,0.00785796520111323,0.0257716996696068,0.918,-0.0388134664710041,0.0388134664710041,0.0388134664710041,FALSE,0.00109876309283912,0.000790610220409662,0.0122699633251286,0.000350263607888215,NA,NA,NA
"S_N100_T20_RD20_SAZ200","stress",100,20,0.5,0.2,0.5,2,"high_alpha_Z","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.990318955400029,-0.00968104459997088,-0.00968104459997088,0.209320466579741,0.962,-0.0118748033272074,0.0118748033272074,0.0512548383003085,FALSE,0.00936044368720151,0.00814758981172426,0.0085505555375075,0.00331771687688496,6,0.042,0.06
"S_N100_T20_RD20_SAZ200","stress",100,20,0.5,0.2,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,500,500,0,0,1.00146202592087,0.00146202592086646,0.00146202592086646,0.0240049805564547,0.942,-0.0353285487381098,0.0353285487381098,0.0353285487381098,FALSE,0.0010726155656844,0.000781246232454366,0.0104533248299285,0.000295467949740908,NA,NA,NA
"S_N100_T20_RD20_SAZ200","stress",100,20,0.5,0.2,0.5,2,"high_alpha_Z","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00783722998414,0.00783722998414146,0.00783722998414146,0.0261245624675037,0.926,-0.0389067565995849,0.0389067565995849,0.0389067565995849,FALSE,0.00111563006479357,0.000821176483864639,0.0117067501895274,0.000349802895728796,NA,NA,NA
"S_N100_T20_RD50_SAZ050","stress",100,20,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.993798875392103,-0.00620112460789708,-0.00620112460789708,0.0995255431548443,0.94,-0.0036861606898236,0.0036861606898236,0.0175869211664953,TRUE,0.00444671858791721,0.00363930665714871,0.0106207344378814,0.00102723390627352,6,0.038,0.068
"S_N100_T20_RD50_SAZ050","stress",100,20,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.01197625418952,0.0119762541895173,0.0119762541895173,0.0242834233740239,0.926,-0.0327233763177444,0.0327233763177444,0.0327233763177444,FALSE,0.000945672546832142,0.000746835228738309,0.0117067501895274,0.000268100170194503,NA,NA,NA
"S_N100_T20_RD50_SAZ050","stress",100,20,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00972737030869,0.00972737030869473,0.00972737030869473,0.0245946099707577,0.944,-0.0356452501496406,0.0356452501496406,0.0356452501496406,FALSE,0.0010112326120997,0.000741560895503846,0.0102824121683582,0.000312168649563212,NA,NA,NA
"S_N100_T20_RD50_SAZ200","stress",100,20,0.5,0.5,0.5,2,"high_alpha_Z","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00179730468787,0.00179730468787446,0.00179730468787446,0.0991276443509311,0.96,-0.00410910729460425,0.00410910729460425,0.02027551551167,FALSE,0.0044368333438489,0.00328637785917828,0.00876356092008266,0.00126129151924223,6,0.052,0.05
"S_N100_T20_RD50_SAZ200","stress",100,20,0.5,0.5,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,500,500,0,0,1.01221444787361,0.0122144478736091,0.0122144478736091,0.0246385346021993,0.906,-0.0329789463072839,0.0329789463072839,0.0329789463072839,FALSE,0.000957895834542038,0.000749074104950631,0.0130509769749241,0.000284039614889749,NA,NA,NA
"S_N100_T20_RD50_SAZ200","stress",100,20,0.5,0.5,0.5,2,"high_alpha_Z","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00995569655965,0.00995569655965409,0.00995569655965409,0.0253831426816725,0.92,-0.0357393560235888,0.0357393560235888,0.0357393560235888,FALSE,0.00104525652316496,0.000831874858915239,0.0121326007104825,0.000327724554278462,NA,NA,NA
"S_N100_T20_RD80_SAZ050","stress",100,20,0.5,0.8,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.976464540205671,-0.023535459794329,-0.023535459794329,0.236457881188453,0.994,0.012264753839262,0.012264753839262,0.0587507452131031,TRUE,0.0105327442206882,0.0171657620082575,0.00345369367489359,0.00615689899006962,6,0.028,0.038
"S_N100_T20_RD80_SAZ050","stress",100,20,0.5,0.8,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.02019728011033,0.0201972801103329,0.0201972801103329,0.0277749859746802,0.844,-0.0269389058376826,0.0269389058376826,0.0269389058376826,FALSE,0.000853520027269874,0.000744157334862411,0.0162273842624127,0.00023674646086657,NA,NA,NA
"S_N100_T20_RD80_SAZ050","stress",100,20,0.5,0.8,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00957205067473,0.00957205067472565,0.00957205067472565,0.0236465271256957,0.928,-0.0285829153154828,0.0285829153154828,0.0285829153154828,FALSE,0.000967957677848421,0.00077445514846314,0.0115599307956406,0.000295555912033877,NA,NA,NA
"S_N100_T20_RD80_SAZ200","stress",100,20,0.5,0.8,0.5,2,"high_alpha_Z","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.972591510417954,-0.0274084895820456,-0.0274084895820456,0.296291883015684,0.988,0.0222139580961064,0.0222139580961064,0.112150067717515,TRUE,0.0132069738242646,0.0192592196210788,0.00486949689393063,0.00979066833242517,6,0.048,0.05
"S_N100_T20_RD80_SAZ200","stress",100,20,0.5,0.8,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,500,500,0,0,1.01994924325232,0.0199492432523246,0.0199492432523246,0.0287301506747747,0.806,-0.0270175156465097,0.0270175156465097,0.0270175156465097,FALSE,0.000925533211917542,0.000751130257299376,0.0176841171676734,0.000262679060808434,NA,NA,NA
"S_N100_T20_RD80_SAZ200","stress",100,20,0.5,0.8,0.5,2,"high_alpha_Z","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00990866156256,0.00990866156256317,0.00990866156256317,0.0249431563164481,0.912,-0.0282832153128832,0.0282832153128832,0.0282832153128832,FALSE,0.00102472389659811,0.000776918689721318,0.0126693330526907,0.000315180550896959,NA,NA,NA
"S_N100_T30_RD20_SAZ050","stress",100,30,0.5,0.2,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.999281838702883,-0.000718161297117306,-0.000718161297117306,0.152842692728821,0.976,-0.0126939042870185,0.0126939042870185,0.0316631564101953,FALSE,0.00684210308890876,0.00495067229750303,0.00684455988358638,0.00182182286507172,6,0.044,0.058
"S_N100_T30_RD20_SAZ050","stress",100,30,0.5,0.2,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.00232974435571,0.00232974435570845,0.00232974435570845,0.0191854997299115,0.936,-0.0363030750529051,0.0363030750529051,0.0363030750529051,FALSE,0.000852505080378468,0.000581333092221976,0.0109456840809517,0.00024233652245148,NA,NA,NA
"S_N100_T30_RD20_SAZ050","stress",100,30,0.5,0.2,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00367721680741,0.00367721680740717,0.00367721680740717,0.019866486248726,0.944,-0.0384686831245929,0.0384686831245929,0.0384686831245929,FALSE,0.000873978478915526,0.000584448115865525,0.0102824121683582,0.000262358372123259,NA,NA,NA
"S_N100_T30_RD20_SAZ200","stress",100,30,0.5,0.2,0.5,2,"high_alpha_Z","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00588041900814,0.0058804190081385,0.0058804190081385,0.160343912748591,0.966,-0.00898611931441784,0.00898611931441784,0.0345374031127593,FALSE,0.00717315064919908,0.0049682797344499,0.00810481338464989,0.00208278254977567,6,0.038,0.046
"S_N100_T30_RD20_SAZ200","stress",100,30,0.5,0.2,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,500,500,0,0,1.00311992143946,0.00311992143945761,0.00311992143945761,0.0186560674286007,0.944,-0.0359842910522838,0.0359842910522838,0.0359842910522838,FALSE,0.000823398965226511,0.000633485483452034,0.0102824121683582,0.000228159211474277,NA,NA,NA
"S_N100_T30_RD20_SAZ200","stress",100,30,0.5,0.2,0.5,2,"high_alpha_Z","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00435642093661,0.00435642093660664,0.00435642093660664,0.0190807367288301,0.946,-0.0380897849322892,0.0380897849322892,0.0380897849322892,FALSE,0.00083161010829624,0.000653768399702671,0.0101078187557949,0.000252096172203025,NA,NA,NA
"S_N100_T30_RD50_SAZ050","stress",100,30,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.99065936566341,-0.00934063433659008,-0.00934063433659008,0.072041511381462,0.952,-0.00588518370095378,0.00588518370095378,0.0143019177050391,TRUE,0.00319779856400349,0.00242193795943536,0.00955991631762538,0.000765907536718158,6,0.054,0.042
"S_N100_T30_RD50_SAZ050","stress",100,30,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.00831626656664,0.00831626656663903,0.00831626656663903,0.019219905610995,0.93,-0.0331518616675027,0.0331518616675027,0.0331518616675027,FALSE,0.000775688306521419,0.000605385248709476,0.0114105214604767,0.000229389747963023,NA,NA,NA
"S_N100_T30_RD50_SAZ050","stress",100,30,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00371718134676,0.00371718134676418,0.00371718134676418,0.0182069130600139,0.958,-0.0347275403026067,0.0347275403026067,0.0347275403026067,FALSE,0.000797885791007288,0.000574337886537009,0.00897061870775924,0.000255113019242391,NA,NA,NA
"S_N100_T30_RD50_SAZ200","stress",100,30,0.5,0.5,0.5,2,"high_alpha_Z","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.0021530312111,0.00215303121110413,0.00215303121110413,0.0679631350616292,0.972,-0.00538377529406186,0.00538377529406186,0.0142107381680619,FALSE,0.00304092071017145,0.00195811297457518,0.00737780455149092,0.000829277569563032,6,0.028,0.058
"S_N100_T30_RD50_SAZ200","stress",100,30,0.5,0.5,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,500,500,0,0,1.01001548819135,0.010015488191349,0.010015488191349,0.0190134448643788,0.922,-0.0335311955830979,0.0335311955830979,0.0335311955830979,FALSE,0.000723497796764641,0.000575903700310288,0.0119929979571415,0.000229901464560202,NA,NA,NA
"S_N100_T30_RD50_SAZ200","stress",100,30,0.5,0.5,0.5,2,"high_alpha_Z","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00545920815977,0.00545920815977398,0.00545920815977398,0.0177315740401926,0.954,-0.0352869292942082,0.0352869292942082,0.0352869292942082,FALSE,0.000755216679429125,0.000568310012110619,0.00936845771725528,0.000248609505029439,NA,NA,NA
"S_N100_T30_RD80_SAZ050","stress",100,30,0.5,0.8,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.992647425529939,-0.0073525744700611,-0.0073525744700611,0.123672002831549,0.976,0.00228583198869663,0.00228583198869663,0.0263645293367324,TRUE,0.00552652629160139,0.00597381720194246,0.00684455988358638,0.00195229692912344,6,0.066,0.038
"S_N100_T30_RD80_SAZ050","stress",100,30,0.5,0.8,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.01289001723895,0.0128900172389526,0.0128900172389526,0.0203325581968365,0.88,-0.027619080880548,0.027619080880548,0.027619080880548,FALSE,0.000703925976488472,0.000593771586655179,0.014532721699668,0.000215471792080206,NA,NA,NA
"S_N100_T30_RD80_SAZ050","stress",100,30,0.5,0.8,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00311653992609,0.00311653992609465,0.00311653992609465,0.0170541863704763,0.946,-0.0285775821567125,0.0285775821567125,0.0285775821567125,FALSE,0.000750594222379398,0.000561839859153584,0.0101078187557949,0.000240149172913757,NA,NA,NA
"S_N100_T30_RD80_SAZ200","stress",100,30,0.5,0.8,0.5,2,"high_alpha_Z","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.995571612404138,-0.00442838759586173,-0.00442838759586173,0.168750674782246,0.982,0.0100075945697065,0.0100075945697065,0.0558841405805496,FALSE,0.00755171610150195,0.0156152919645596,0.005945754788082,0.0061411955276988,6,0.05,0.064
"S_N100_T30_RD80_SAZ200","stress",100,30,0.5,0.8,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,500,500,0,0,1.01403216104482,0.0140321610448215,0.0140321610448215,0.0217803962221965,0.838,-0.0273552948720416,0.0273552948720416,0.0273552948720416,FALSE,0.000745707980915943,0.000618599804315724,0.016477621187538,0.000214739704728662,NA,NA,NA
"S_N100_T30_RD80_SAZ200","stress",100,30,0.5,0.8,0.5,2,"high_alpha_Z","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00410763233487,0.00410763233487312,0.00410763233487312,0.0183928640430809,0.924,-0.0282969724146206,0.0282969724146206,0.0282969724146206,FALSE,0.000802582011003422,0.000600072805288602,0.0118510759005248,0.000239471197567346,NA,NA,NA
