twfe_s.D,twfe_l.D,adl_s.D,adl_l.D,sim,rho_Z,ar_order,sigma_aZ
1.40481872691299,1.29108236188721,1.07823068941507,1.03845958065801,24,0.1,1,0.5
1.38746990224408,1.2683769837679,1.03749556977684,1.00425094792793,25,0.1,1,0.5
1.40164833751148,1.29283225217365,1.07827198942829,1.03872663945211,26,0.1,1,0.5
1.40325767743237,1.30502282072868,1.06143463000989,1.03080873301105,27,0.1,1,0.5
1.39671508994803,1.31052611800958,1.04051470799984,1.01772156023127,28,0.1,1,0.5
1.38565559275464,1.28180750560422,1.04035888199893,1.00964523436591,29,0.1,1,0.5
1.38478794477628,1.27129211985314,1.057969562182,1.01735425585388,30,0.1,1,0.5
1.40644624119822,1.29092351456355,1.04033563703846,1.01352709505784,31,0.1,1,0.5
1.34374285259385,1.23434121681943,1.02967815791031,0.991904967147045,32,0.1,1,0.5
1.40104279533013,1.32346917222545,1.0439099851099,1.0215815926061,33,0.1,1,0.5
1.39183620102996,1.28912292682035,1.04829641269646,1.01712696844921,34,0.1,1,0.5
1.32733520924902,1.21787141253424,1.03644865621414,0.996494628660604,35,0.1,1,0.5
1.39648393242268,1.28213023034833,1.04964645945101,1.01837374852392,36,0.1,1,0.5
1.4323043467105,1.3158721853022,1.05374446878142,1.02151641578979,37,0.1,1,0.5
1.36785589316603,1.27834955223174,1.05799074745651,1.02845826346315,38,0.1,1,0.5
1.35775901901269,1.26787458616515,1.03041195961499,1.00390290038205,39,0.1,1,0.5
1.39242081055971,1.30184604693936,1.06406393237457,1.03360346428839,40,0.1,1,0.5
1.41181286540177,1.31389688950453,1.07613516590006,1.04224461537814,41,0.1,1,0.5
1.40824838259618,1.30029568048616,1.07292115703678,1.03939142107614,42,0.1,1,0.5
1.3174995493402,1.2122655525758,1.01935193980225,0.987733505027234,43,0.1,1,0.5
1.33763296003874,1.23275349465656,1.02701396822828,0.999826732434186,44,0.1,1,0.5
1.36823064417218,1.26530938374184,1.04754629510785,1.01387535411298,45,0.1,1,0.5
1.36057729789061,1.24905745426975,1.01889642453913,0.985438291117863,46,0.1,1,0.5
1.41808500198311,1.32156101936032,1.07512890638571,1.04108110327707,47,0.1,1,0.5
1.41163744917823,1.29727396259813,1.05705965195819,1.02048408634905,48,0.1,1,0.5
1.39280541686051,1.28226244568767,1.04905680183198,1.0132266255575,49,0.1,1,0.5
1.38700471711948,1.26894598886431,1.06651177008928,1.03084434941687,50,0.1,1,0.5
1.37110769371073,1.26966583768773,1.06714120075574,1.0247392809429,51,0.1,1,0.5
1.37992399249032,1.27641149759089,1.04398407912214,1.00936585304997,52,0.1,1,0.5
1.36247166086089,1.25144113948931,1.04136423032746,1.00761116182688,53,0.1,1,0.5
1.35676148596639,1.25132530575276,1.01562381718815,0.984311577253679,54,0.1,1,0.5
1.34462922956179,1.26498859626397,1.02689850345479,1.00278062534363,55,0.1,1,0.5
1.33423511530232,1.23462895034211,1.03361203443536,1.00327456760844,56,0.1,1,0.5
1.35592649882782,1.24197292987613,1.04564241545588,1.0070195381543,57,0.1,1,0.5
1.42380898276733,1.30992051997369,1.07686829399185,1.04457399434192,58,0.1,1,0.5
1.32582123941998,1.23462113637236,1.03925532772912,1.00641541259046,59,0.1,1,0.5
1.35544296181031,1.25105025755405,1.02545510348791,0.99456186977106,60,0.1,1,0.5
1.36298550620103,1.26914059721587,1.05789025390041,1.02458648401708,61,0.1,1,0.5
1.41557418834366,1.31669065704059,1.05811427963901,1.02752164576127,62,0.1,1,0.5
1.34593161932278,1.24211392594066,1.02700890565332,0.996471727058803,63,0.1,1,0.5
1.36687341099496,1.25657896356286,1.03958458153037,1.00437193940077,64,0.1,1,0.5
1.41910915406403,1.32005616156521,1.07108006615305,1.03853077146873,65,0.1,1,0.5
1.34089673443866,1.23367979652258,1.02010843135513,0.985662546365811,66,0.1,1,0.5
1.38990691407546,1.30348820957169,1.04373407119495,1.01938435381644,67,0.1,1,0.5
1.39686339373567,1.29658632862521,1.07025313141675,1.03904880009717,68,0.1,1,0.5
1.37218157781702,1.27650006791485,1.05280158212121,1.02486318417098,69,0.1,1,0.5
1.359092456123,1.27306788146568,1.04478472570729,1.01289740404739,70,0.1,1,0.5
1.37782779791337,1.26413641092735,1.04236307725055,1.00558482157641,71,0.1,1,0.5
1.35005009387475,1.23814165319786,1.01413603463626,0.974884090380514,72,0.1,1,0.5
1.36103675064188,1.27529102328509,1.05049211449005,1.0264254986084,73,0.1,1,0.5
1.35741709626411,1.24871020765793,1.0316345650916,0.996331697571344,74,0.1,1,0.5
1.34804532463778,1.24255153674373,1.03495349173079,1.00154152949033,75,0.1,1,0.5
1.37463766814417,1.28374247040325,1.03238582038434,1.00958196486988,76,0.1,1,0.5
1.37098403575002,1.25796165130804,1.03237098791248,0.995842554972305,77,0.1,1,0.5
1.42635322808185,1.3308782492866,1.05717039743878,1.03020059653257,78,0.1,1,0.5
1.34695540979822,1.23865010297936,1.02870365082162,0.997744345725956,79,0.1,1,0.5
1.37801752217867,1.29143796198923,1.04951394661343,1.02317468482128,80,0.1,1,0.5
1.4085053010926,1.32023409202373,1.05325591509226,1.02629927413567,81,0.1,1,0.5
1.35419936751118,1.25372578297331,1.04813767628083,1.01416993222763,82,0.1,1,0.5
1.39431432901041,1.28292935587593,1.05713531877163,1.02267132274715,83,0.1,1,0.5
1.45239260449617,1.33834866757475,1.08959732557187,1.05328549718006,84,0.1,1,0.5
1.33100692914915,1.24090608826319,1.03327344264722,1.00532335308887,85,0.1,1,0.5
1.34281057102425,1.24580944803844,1.02790013697624,0.998308527359872,86,0.1,1,0.5
1.39004807411592,1.28034799641312,1.05470346129486,1.02712425176623,87,0.1,1,0.5
1.36383025660417,1.24873879853969,1.0307224570099,0.990719227933322,88,0.1,1,0.5
1.3420150447587,1.2593580394622,1.02642239468428,1.00301381951708,89,0.1,1,0.5
1.38608903223696,1.29837317181856,1.03468630605919,1.00688817702078,90,0.1,1,0.5
1.4022418207848,1.30322428413367,1.05867818489173,1.02776728616416,91,0.1,1,0.5
1.36343462711833,1.27586027576323,1.05415405192362,1.01581767122437,92,0.1,1,0.5
1.38172228318088,1.28920103136328,1.03726608430682,1.01034894691088,93,0.1,1,0.5
1.37357332645949,1.26890022656953,1.01411648366907,0.984986639159199,94,0.1,1,0.5
1.35654382448346,1.25684670455205,1.03872353663953,1.00114781263917,95,0.1,1,0.5
1.37000780045382,1.26689599238398,1.02052643684702,0.986435680414082,96,0.1,1,0.5
1.37416866797118,1.24839306097086,1.05402411941069,1.01397490057481,97,0.1,1,0.5
1.36987992323306,1.25798654774272,1.0350503850304,1.00232848549779,98,0.1,1,0.5
1.32591048689616,1.23240512831885,1.02085170079208,0.988286133223472,99,0.1,1,0.5
1.35631929738367,1.26333299722454,1.02869314338428,0.998552928487949,100,0.1,1,0.5
1.37792468488025,1.28881922123766,1.04601067253722,1.01927318906853,101,0.1,1,0.5
1.38772214718474,1.27195821964456,1.05927951553999,1.02440802919156,102,0.1,1,0.5
1.32375180542283,1.23483608219806,1.02081108981542,0.991322616257873,103,0.1,1,0.5
1.32848762010836,1.24505427176125,1.02041206334029,0.992556661550638,104,0.1,1,0.5
1.43800719900092,1.31860615149732,1.05657407309497,1.0233275365815,105,0.1,1,0.5
1.44096431510003,1.31304006176461,1.05233740442022,1.01699962608916,106,0.1,1,0.5
1.34290431128118,1.24506282322955,1.01766241576479,0.988439463534192,107,0.1,1,0.5
1.39701305829303,1.28885810854172,1.05725627767177,1.02085428060377,108,0.1,1,0.5
1.36512856710861,1.27014591564225,1.03668976768426,1.00707157383062,109,0.1,1,0.5
1.36344248164444,1.25961807263402,1.01985983043632,0.987402722134122,110,0.1,1,0.5
1.38771034243393,1.26507833364762,1.07217413270013,1.03203657324264,111,0.1,1,0.5
1.39835754357427,1.2968709790351,1.03804563262403,1.0129490549208,112,0.1,1,0.5
1.33053246859608,1.23051965750461,1.0499094026675,1.01727102159685,113,0.1,1,0.5
1.34849367277771,1.26896498414794,1.03685657436153,1.01582683421643,114,0.1,1,0.5
1.37560347333302,1.27103165222038,1.04531631885515,1.0134687243078,115,0.1,1,0.5
1.36524873299623,1.28361462638939,1.02936308836965,1.00412705517287,116,0.1,1,0.5
1.36533223142859,1.28646060393067,1.05025692656881,1.02607751782563,117,0.1,1,0.5
1.36670238102526,1.28153373373021,1.05172472663822,1.0234853476452,118,0.1,1,0.5
1.34435409213393,1.24708934289804,1.03831236410067,1.00848097933685,119,0.1,1,0.5
1.33961251933892,1.26133870208681,1.05063150996081,1.02781066180036,120,0.1,1,0.5
1.38982859266922,1.29510457258854,1.058903637885,1.03406798946143,121,0.1,1,0.5
1.38237047488797,1.26125586836387,1.05557967766413,1.01387583365741,122,0.1,1,0.5
1.34965012930684,1.25873498992403,1.03709401342438,1.00988685035959,123,0.1,1,0.5
1.33650249011232,1.242433818178,1.0015823127732,0.971350547030972,124,0.1,1,0.5
1.39460554205272,1.29752785914437,1.04923679359651,1.0159964766444,125,0.1,1,0.5
1.29537333744147,1.19715264382995,1.0008960372901,0.973893061849122,126,0.1,1,0.5
1.43118086883254,1.31257282353071,1.07474801742066,1.0365080242463,127,0.1,1,0.5
1.38322874798118,1.29841672186367,1.04941056402232,1.02269534136637,128,0.1,1,0.5
1.38512981287347,1.28158273087347,1.06516853843549,1.03124729336093,129,0.1,1,0.5
1.35533731792474,1.26283429187275,1.02308982823516,0.993429397869321,130,0.1,1,0.5
1.39154554315152,1.28642547034837,1.06483990778467,1.03383252909511,131,0.1,1,0.5
1.30068630170677,1.20179445080551,0.985557526793229,0.949583340483668,132,0.1,1,0.5
1.31434720194108,1.23966395691145,1.02224759744668,0.995849154463574,133,0.1,1,0.5
1.34973873149079,1.25778956247992,1.04726465301271,1.02166082926501,134,0.1,1,0.5
1.35865870630121,1.26171077898069,1.04844819934461,1.01924980777435,135,0.1,1,0.5
1.32354622078033,1.22805319233287,1.01062458201849,0.978431957069252,136,0.1,1,0.5
1.36073569087987,1.27219812602348,1.02862640824993,0.997422672124892,137,0.1,1,0.5
1.34681922444698,1.23816023060326,1.02680568314407,0.990253565819095,138,0.1,1,0.5
1.35486661185931,1.24009380080246,1.02854794783858,0.987885256529604,139,0.1,1,0.5
1.41673764949218,1.32151256246604,1.05456700610184,1.02451113633782,140,0.1,1,0.5
1.39685215892017,1.28204734568296,1.02759506724314,0.989712647154657,141,0.1,1,0.5
1.37798989931623,1.28379775418917,1.04105150304636,1.01496634514931,142,0.1,1,0.5
1.4056384823826,1.3115237860184,1.06595463415514,1.04223202123225,143,0.1,1,0.5
1.37513271993108,1.30153352441822,1.04574616875546,1.01862825465894,144,0.1,1,0.5
1.34891770022572,1.26104831023538,1.03404070950332,1.00972494452427,145,0.1,1,0.5
1.40293140303775,1.29600102264048,1.05358740623238,1.02125071451763,146,0.1,1,0.5
1.37924451984867,1.29933989289025,1.03085525449193,1.00606843933855,147,0.1,1,0.5
1.28199562511474,1.18255017113091,0.992823925838582,0.958689356158431,148,0.1,1,0.5
1.38992663155689,1.28646264982389,1.02767611971563,0.995455112614301,149,0.1,1,0.5
1.37941097927574,1.28024774653613,1.03072583254403,1.00030172752439,150,0.1,1,0.5
1.40023344326483,1.29041051277412,1.02008828098697,0.987004006190524,151,0.1,1,0.5
1.38354655511829,1.27129148578518,1.02870516154998,0.996082347274375,152,0.1,1,0.5
1.35634724321545,1.25858789103453,1.04268359717397,1.01083446938334,153,0.1,1,0.5
1.34544199719434,1.2621441761526,1.03195236700803,1.00927474001033,154,0.1,1,0.5
1.3341736411249,1.25329669169791,1.02375155206416,1.00164812819841,155,0.1,1,0.5
1.376068401401,1.27728571529397,1.04194206468932,1.00335224527009,156,0.1,1,0.5
1.35511539040015,1.26071431956649,1.03326321587288,0.99545474171095,157,0.1,1,0.5
1.38084935835465,1.28168660143673,1.04193957129463,1.01292193552142,158,0.1,1,0.5
1.39250364698094,1.29399703772909,1.05481332001734,1.02557078843085,159,0.1,1,0.5
1.3516351135245,1.27065391452052,1.03432184690221,1.00953831711803,160,0.1,1,0.5
1.40423515510918,1.31411904649515,1.06865507436272,1.04308302010743,161,0.1,1,0.5
1.33850237532418,1.23255321277152,1.029839332454,0.998926034475287,162,0.1,1,0.5
1.35479509340008,1.26309182256047,1.04000078450289,1.0127065335082,163,0.1,1,0.5
1.3605404640165,1.27676532871157,1.02720021280353,1.00043022959192,164,0.1,1,0.5
1.38478832094794,1.28588937696749,1.04708007702759,1.01320770446387,165,0.1,1,0.5
1.37054994057663,1.26696058562781,1.03378188400995,1.00068265964946,166,0.1,1,0.5
1.40683654521378,1.3000186191945,1.06939389940875,1.02945005416951,167,0.1,1,0.5
1.36638887184702,1.28642460177278,1.04313385189252,1.01904087424329,168,0.1,1,0.5
1.2913032599291,1.21724306403982,1.01183202775929,0.988103012646537,169,0.1,1,0.5
1.32308740512126,1.23270849713787,1.02319229630701,0.993840109641958,170,0.1,1,0.5
1.33796249126509,1.22159534040041,1.02976740077205,0.986483493122581,171,0.1,1,0.5
1.42883563282339,1.3276130128938,1.04221304087959,1.0108623486649,172,0.1,1,0.5
1.36762500359389,1.26847884640297,1.04103565752192,1.01419372800017,173,0.1,1,0.5
1.35595234113418,1.27722926118214,1.03102478700396,1.00742320901824,174,0.1,1,0.5
1.38929504291925,1.2807970893765,1.06181885151293,1.03019639713876,175,0.1,1,0.5
1.33136037101992,1.25424448714179,1.0123477206238,0.991045089348091,176,0.1,1,0.5
1.33486591092509,1.24781543254354,1.01537375366856,0.987925396623272,177,0.1,1,0.5
1.38700964903197,1.29332986694608,1.03222680546601,1.0012278277158,178,0.1,1,0.5
1.31870907245454,1.21513928739707,1.02046278661505,0.984120469405393,179,0.1,1,0.5
1.34454351096344,1.26247246540137,1.03507212488176,1.00918300834921,180,0.1,1,0.5
1.34719647037236,1.24651737002746,1.04317413144302,1.00878058795506,181,0.1,1,0.5
1.38605349692319,1.27324307254255,1.04748745123786,1.01413781074189,182,0.1,1,0.5
1.30809332281229,1.23015721835572,1.01982279644502,0.993579238625623,183,0.1,1,0.5
1.39366372651621,1.28611582883792,1.05070830860585,1.01833152192448,184,0.1,1,0.5
1.32051686291905,1.21199814665672,1.01018787670802,0.970599250949389,185,0.1,1,0.5
1.40708217837529,1.30903845174451,1.06726872881296,1.04080728416708,186,0.1,1,0.5
1.41885327913343,1.31203589851649,1.06344393496723,1.0301299756911,187,0.1,1,0.5
1.38718640549875,1.28717302056031,1.0399573739157,1.00824734260428,188,0.1,1,0.5
1.41874934769064,1.32358741184422,1.04383487743089,1.02116062982206,189,0.1,1,0.5
1.38146939969211,1.28267752748533,1.05871746053049,1.02844324293692,190,0.1,1,0.5
1.36827331164446,1.25353566914502,1.02236616355872,0.986420489491115,191,0.1,1,0.5
1.35171299990439,1.23506617588105,1.01686185774438,0.981997629799497,192,0.1,1,0.5
1.39706452118032,1.29237355876558,1.06346829425782,1.02545639223978,193,0.1,1,0.5
1.36225725444514,1.27107786041445,1.05108959101704,1.02165028777823,194,0.1,1,0.5
1.33664161957536,1.24210858215729,1.02295342937902,0.990934513748215,195,0.1,1,0.5
1.32436347122488,1.22081653762216,1.01084726409796,0.97619974773136,196,0.1,1,0.5
1.40325061099583,1.29697674528451,1.06826506323624,1.03950801178317,197,0.1,1,0.5
1.36666831231558,1.27786622798779,1.04021205236729,1.00943086147105,198,0.1,1,0.5
1.38338498062112,1.27988857329073,1.03769970104112,1.00882951640703,199,0.1,1,0.5
1.35245074227645,1.26664616476684,1.03546277484553,1.00561642067539,200,0.1,1,0.5
1.36886829519666,1.26037076836328,1.04717370176837,1.01140858042252,1,0.1,1,2
1.34816441549439,1.26470764168443,1.0349708845913,1.01296701944985,2,0.1,1,2
1.30355722245538,1.21712856805852,1.01450017410452,0.98308424872119,3,0.1,1,2
1.3647979363453,1.27413062575428,1.01936819318919,0.989531599160221,4,0.1,1,2
1.35666255012258,1.26897433513574,1.05310082999251,1.02145676607527,5,0.1,1,2
1.3420968645874,1.23437494971582,1.02749360872258,0.996107348061518,6,0.1,1,2
1.3792072524587,1.26355668020069,1.05244303395459,1.01401956433049,7,0.1,1,2
1.33569786838978,1.23484337839868,1.00300002841993,0.966069291051407,8,0.1,1,2
1.34852501381253,1.26619100981859,1.03032387298853,1.00006857215253,9,0.1,1,2
1.40091624240291,1.31271880313197,1.06091149987461,1.03399469611915,10,0.1,1,2
1.36773476936452,1.27244318764387,1.03798334573104,1.00939099136398,11,0.1,1,2
1.37799141550689,1.26208644348179,1.04575368780181,1.00975861358833,12,0.1,1,2
1.40293021136754,1.29092027375281,1.04857226433237,1.01185948512666,13,0.1,1,2
1.35465378300233,1.25829178850524,1.00994505078231,0.981615264698974,14,0.1,1,2
1.36609917435467,1.27338786583303,1.04208051788044,1.01656343277835,15,0.1,1,2
1.32685145032905,1.23255243940177,1.02740188775972,0.994657023975587,16,0.1,1,2
1.39250737753922,1.29478867494871,1.05891851835659,1.0254174115664,17,0.1,1,2
1.37953736402234,1.29714437707209,1.05062189940247,1.02225827354769,18,0.1,1,2
1.35645272730133,1.27198741816554,1.04578289764138,1.02531180356449,19,0.1,1,2
1.35194481191745,1.2518368602272,1.05088703598577,1.01941576875425,20,0.1,1,2
1.29069504096626,1.1868325447738,1.00154254110183,0.964722125006173,21,0.1,1,2
1.35041251516906,1.25472473349795,1.02067447272083,0.994208213618558,22,0.1,1,2
1.40773682817394,1.29882218276996,1.04145741282607,1.00850191953416,23,0.1,1,2
1.35288328059741,1.25989112995117,1.03390062209565,1.00356764823029,24,0.1,1,2
1.3797028142173,1.27657608529022,1.0400997597469,1.00265630247605,25,0.1,1,2
1.32618212620876,1.24260886117408,1.02600311626738,1.00363735120339,26,0.1,1,2
1.39435959583174,1.28818638995565,1.04029407115523,1.00796661751462,27,0.1,1,2
1.35876034225379,1.25865558017204,1.05320591045965,1.0211609273772,28,0.1,1,2
1.37681312483176,1.2785831607342,1.05242310063666,1.0252945843827,29,0.1,1,2
1.35009113519002,1.25932493055507,1.03342449624521,1.00581880449752,30,0.1,1,2
1.37411800036505,1.2786319634192,1.03339782707799,0.998060498381071,31,0.1,1,2
1.36273959075009,1.27948648404245,1.03682036168606,1.00478027022001,32,0.1,1,2
1.29816358827508,1.20091980013129,1.00936279341552,0.976554725023607,33,0.1,1,2
1.38260930718396,1.27874970562863,1.03493809994837,1.00324361309726,34,0.1,1,2
1.34680203213558,1.24423402924031,1.00004316515206,0.968366291730552,35,0.1,1,2
1.36459499552338,1.27278266688205,1.05158093669997,1.01499327493275,36,0.1,1,2
1.36452076594022,1.28240783973137,1.03905887186756,1.00754429809526,37,0.1,1,2
1.34794855810838,1.26321438630503,1.04096284751296,1.01212130925523,38,0.1,1,2
1.35491211888638,1.25141745122492,1.03033714039674,1.00121024455926,39,0.1,1,2
1.41063268178088,1.31114627784788,1.05886763102395,1.02597205370598,40,0.1,1,2
1.3099449336363,1.21512771730335,1.01626425453129,0.985181391033809,41,0.1,1,2
1.40868150025263,1.31123673154926,1.06129363927203,1.02912875490977,42,0.1,1,2
1.35956706645169,1.27513969445694,1.05006058622434,1.02629325560707,43,0.1,1,2
1.37854920982046,1.26958976871807,1.05375225886827,1.01865119804208,44,0.1,1,2
1.32342259658531,1.24236194933143,1.04207699216295,1.01117103102734,45,0.1,1,2
1.36906533683097,1.28309432572208,1.05096455602783,1.02256734466836,46,0.1,1,2
1.37673482981587,1.27090137450851,1.02664909551777,0.996761890679671,47,0.1,1,2
1.36058492924266,1.2729021484188,1.05346197200168,1.02160536416826,48,0.1,1,2
1.36591509862847,1.29041105136387,1.04927584720156,1.02394450942993,49,0.1,1,2
1.40428791894272,1.28811267265515,1.03753383339579,1.00152355134206,50,0.1,1,2
1.45914614649326,1.35622194881673,1.09456456647096,1.06993724624384,51,0.1,1,2
1.36291574800224,1.26914111980082,1.03871513940737,1.0025316651973,52,0.1,1,2
1.31681455923249,1.22219729680157,1.01077443509211,0.984156207149794,53,0.1,1,2
1.37488132047331,1.2824640157501,1.03319251404331,1.00450152441437,54,0.1,1,2
1.34944048705657,1.27327087711814,1.05464670243194,1.03124938456037,55,0.1,1,2
1.31449598082474,1.21206671214112,1.03924223213743,1.00742071201483,56,0.1,1,2
1.43225711781746,1.33404418305473,1.05051952304045,1.02352594199757,57,0.1,1,2
1.32582123035883,1.23688838639506,1.05025637098042,1.01793917214158,58,0.1,1,2
1.3852303941458,1.29518199897506,1.04080018614166,1.01828617045607,59,0.1,1,2
1.33903869901441,1.23573107269484,1.02554607237715,0.99151319944118,60,0.1,1,2
1.34898226285189,1.25480180837555,1.00900273039567,0.985466896341386,61,0.1,1,2
1.31904074122513,1.2294803572119,1.02246110285617,0.995828230372372,62,0.1,1,2
1.36645830985368,1.28430937166815,1.0383199530013,1.01462894076758,63,0.1,1,2
1.41724185522705,1.30714286122675,1.0495521672955,1.01436071531678,64,0.1,1,2
1.40771135769145,1.29844995613286,1.04103522869599,1.00336633009774,65,0.1,1,2
1.37652002720712,1.2904163542867,1.06372237149251,1.03657198905066,66,0.1,1,2
1.40684971151203,1.31142247683659,1.03379322664769,1.0052146330987,67,0.1,1,2
1.36997032826132,1.27188859871482,1.02546461808081,0.992552239675212,68,0.1,1,2
1.35603737675536,1.25973689290052,1.03583206193056,1.0090974375271,69,0.1,1,2
1.36750261762205,1.27749478292034,1.04097570685024,1.01622957626151,70,0.1,1,2
1.37619219450632,1.26781263149887,1.04990882152698,1.01699621335125,71,0.1,1,2
1.35652860754197,1.26871253955299,1.04646859569999,1.01879411185602,72,0.1,1,2
1.36447376234122,1.27428554000837,1.02961114402463,1.00077696525603,73,0.1,1,2
1.38471520910551,1.28511555774631,1.05076870024772,1.0251349744848,74,0.1,1,2
1.38326746046817,1.27740146538992,1.03519086432208,0.999755724032601,75,0.1,1,2
1.37406866771377,1.27013120841394,1.05695902807989,1.02536885684083,76,0.1,1,2
1.40322513700253,1.29503793553146,1.06684535948859,1.03260495232346,77,0.1,1,2
1.40269296231359,1.29348616099971,1.05236448720223,1.01995654196862,78,0.1,1,2
1.36804462440803,1.26058803157319,1.03116973206046,0.997409034351908,79,0.1,1,2
1.3622726210449,1.26980107209791,1.03137708381131,1.00033980356625,80,0.1,1,2
1.35545665235498,1.25778048377745,1.03400967187177,1.00091148074275,81,0.1,1,2
1.39180025083081,1.28323796851361,1.04657139919043,1.01553640629114,82,0.1,1,2
1.37772881046719,1.28152774128065,1.04168231257606,1.01176642694058,83,0.1,1,2
1.3647110890012,1.24463971067093,1.03143006322454,0.994849672260084,84,0.1,1,2
1.37675554352642,1.2762449893319,1.03618389187486,0.999349414135599,85,0.1,1,2
1.36815590330292,1.26849474433668,1.03883979593569,1.00934724259146,86,0.1,1,2
1.34708707142257,1.24648241824822,1.03961264227845,1.00075968435612,87,0.1,1,2
1.39777961434218,1.30097708841163,1.06189710871386,1.03052376446491,88,0.1,1,2
1.3911111375978,1.27831157319648,1.05838727219634,1.01955087178606,89,0.1,1,2
1.33687436740813,1.24185007186084,1.01609950107611,0.991650158958015,90,0.1,1,2
1.36925108970925,1.27996550027476,1.05015675266597,1.01842738717788,91,0.1,1,2
1.40340355698766,1.3043038491858,1.01982383554943,0.994476896632092,92,0.1,1,2
1.38789348949121,1.29313742180795,1.07428113020382,1.04177217833711,93,0.1,1,2
1.39294863425292,1.30286754948322,1.07561618707385,1.04567593359076,94,0.1,1,2
1.35964252721705,1.26666474525167,1.0147860058301,0.990506857666741,95,0.1,1,2
1.36916742031202,1.27359832008067,1.03755068518743,1.00819484001829,96,0.1,1,2
1.40923702027748,1.30529395076562,1.02544866597917,0.995512853881447,97,0.1,1,2
1.33100660248556,1.24331356315292,1.0296351290228,1.00186646048959,98,0.1,1,2
1.3365880708373,1.25999376881792,1.01927012826507,0.991031194412797,99,0.1,1,2
1.35629781979453,1.26331515458666,1.06550108295698,1.03206797615355,100,0.1,1,2
1.32544433010654,1.24828501695587,0.99932434799668,0.972435912742931,101,0.1,1,2
1.4104574653531,1.28988292021978,1.062818846749,1.02966123645399,102,0.1,1,2
1.38073101958338,1.27108454518652,1.03240938283832,1.00279225234445,103,0.1,1,2
1.33834590421356,1.25949396089167,1.03197560431752,1.00612228114966,104,0.1,1,2
1.30923778026357,1.21189893972244,1.02292389854131,0.987449087470699,105,0.1,1,2
1.3629601644197,1.25551760965324,1.03807283383602,1.00941743341119,106,0.1,1,2
1.3256881436982,1.22713801115429,1.01910553725899,0.988156106569056,107,0.1,1,2
1.45080686111281,1.34273879038245,1.09386364246246,1.06261800720727,108,0.1,1,2
1.36153080255063,1.27432628246861,1.04989659851625,1.02449659096591,109,0.1,1,2
1.34871742395035,1.25875330165942,1.02546150912931,0.998577612842202,110,0.1,1,2
1.43035174418472,1.32184128032685,1.05873060621686,1.02228250151646,111,0.1,1,2
1.33358333057773,1.24326181555675,1.03745565587493,1.00682438619949,112,0.1,1,2
1.35317920348283,1.26168025616055,1.05300768079097,1.02101814145095,113,0.1,1,2
1.31774573266904,1.23358959860793,1.02270524898333,0.996608076286152,114,0.1,1,2
1.40748924342244,1.3219844897815,1.05771346858989,1.03276872308904,115,0.1,1,2
1.36398861530646,1.28998522891486,1.03740417591837,1.01669009950894,116,0.1,1,2
1.37033210899991,1.25515387308049,1.04554652662643,1.00578705011131,117,0.1,1,2
1.3782399862694,1.28581553316997,1.06154001231613,1.0272539023517,118,0.1,1,2
1.39250697204688,1.29857204827853,1.04774710177481,1.01931160174853,119,0.1,1,2
1.41688725172035,1.30914482983235,1.05558478541955,1.02561639136991,120,0.1,1,2
1.39132234270944,1.29305959380198,1.04681701866182,1.01667529326911,121,0.1,1,2
