scenario_id,design_family,scenario_number,replication,seed,N,T,rho_Y,rho_D,rho_Z,sigma_alpha_Z,unit_effect_heterogeneity,estimator_id,estimator,beta_true,beta_short,se_short,covered_short,beta_long,se_long,covered_long,estimation_error,delta_z_hat,nobs_short,nobs_long,instrument_count_short,instrument_count_long,ar2_p_short,ar2_p_long,hansen_p_short,hansen_p_long,estimator_warnings,status,error_stage,error_message
"P_N050_T30_RY80","principal",15,1,14572027,50,30,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.02395223433976,0.0247071186022999,TRUE,0.99650442187905,0.0241117226521294,TRUE,-0.00349557812094992,-0.027447812460713,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,1,14572027,50,30,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.05011831304957,0.0258138840936465,TRUE,1.01900655287281,0.0244348931724562,TRUE,0.0190065528728132,-0.031111760176753,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,1,14572027,50,30,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,0.601424239111583,0.399265742723795,TRUE,0.601829390191518,0.381236098766341,TRUE,-0.398170609808482,0.000405151079935329,1400,1400,4,6,0.237650689921927,0.253425499650511,0.197397794380761,0.125438764891582,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,2,14572028,50,30,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.07335846936037,0.027721402595388,FALSE,1.03776729001073,0.0265549825037349,TRUE,0.037767290010726,-0.0355911793496453,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,2,14572028,50,30,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.07795364423939,0.0282011727626463,FALSE,1.04443128295553,0.0267702244764891,TRUE,0.0444312829555296,-0.0335223612838558,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,2,14572028,50,30,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,1.18999705843597,0.157100290530375,TRUE,1.18912775531626,0.16144319672626,TRUE,0.189127755316258,-0.000869303119713782,1400,1400,4,6,0.482971398094451,0.478898558617706,0.964245363633025,0.644337445772369,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,3,14572029,50,30,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.10466595308986,0.0296142574984756,FALSE,1.06842424970423,0.0288691698441831,FALSE,0.0684242497042267,-0.0362417033856284,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,3,14572029,50,30,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.10733000279246,0.0297344721369753,FALSE,1.06885756743969,0.0293716520426611,FALSE,0.0688575674396912,-0.0384724353527699,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,3,14572029,50,30,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,1.05522605805081,0.18858223802495,TRUE,1.08828030107875,0.229078229769091,TRUE,0.0882803010787527,0.0330542430279381,1400,1400,4,6,0.720129702002774,0.802033960170224,0.70289494659393,0.923495592518702,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,4,14572030,50,30,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.0175720026758,0.0236771376074704,TRUE,0.986508755277982,0.024520303719937,TRUE,-0.0134912447220185,-0.0310632473978202,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,4,14572030,50,30,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.02661526067122,0.0261896564708198,TRUE,0.990373571481828,0.0266054277516233,TRUE,-0.00962642851817219,-0.0362416891893942,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,4,14572030,50,30,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,0.969975896573604,0.148815602237251,TRUE,0.980025136854214,0.162846109493413,TRUE,-0.0199748631457856,0.0100492402806107,1400,1400,4,6,0.417132470405019,0.23270396511648,0.581993141222589,0.655008097987224,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,5,14572031,50,30,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.00648613594881,0.0257144483789435,TRUE,0.980038406895653,0.0257564374651997,TRUE,-0.0199615931043471,-0.0264477290531602,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,5,14572031,50,30,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.0240335664336,0.0260985455131751,TRUE,0.993467165645855,0.0256161200045314,TRUE,-0.00653283435414487,-0.0305664007877418,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,5,14572031,50,30,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,2.06063739158987,2.89462465421081,TRUE,1.77273931841169,1.75431281526291,TRUE,0.772739318411686,-0.287898073178183,1400,1400,4,6,0.3136119850624,0.192331558289405,0.506715446011094,0.588105980593937,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,6,14572032,50,30,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.08201065333743,0.021351218582244,FALSE,1.04874906872363,0.0205668904103046,FALSE,0.0487490687236292,-0.0332615846137969,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,6,14572032,50,30,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.07729716131394,0.0254566688619357,FALSE,1.03845260771283,0.0232606215756902,TRUE,0.0384526077128333,-0.0388445536011024,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,6,14572032,50,30,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,1.17178407549379,0.116080552208779,TRUE,1.08536135157097,0.122218993600749,TRUE,0.0853613515709724,-0.0864227239228219,1400,1400,4,6,0.550252248099669,0.529884696969698,0.705161905239396,0.418725091178642,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,7,14572033,50,30,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.02405424704593,0.0247931113876941,TRUE,0.997858906090208,0.0248104304493706,TRUE,-0.00214109390979167,-0.0261953409557212,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,7,14572033,50,30,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.01429983169353,0.0256729784182814,TRUE,0.988309405014678,0.0263225736446004,TRUE,-0.0116905949853217,-0.0259904266788527,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,7,14572033,50,30,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,1.10994505029672,0.285498298741017,TRUE,0.911335106619638,0.212964854176507,TRUE,-0.0886648933803622,-0.198609943677085,1400,1400,4,6,0.914036591857151,0.84567925775871,0.912669096246661,0.925617763701146,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,8,14572034,50,30,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.00943985242263,0.0264596049713264,TRUE,0.963295891201405,0.0250362716114097,TRUE,-0.0367041087985945,-0.0461439612212294,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,8,14572034,50,30,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.02407382566669,0.027460532313673,TRUE,0.966743653045762,0.0246317745520423,TRUE,-0.0332563469542375,-0.0573301726209308,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,8,14572034,50,30,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,1.11660882316515,0.192338889459134,TRUE,1.08826556721666,0.169684435749455,TRUE,0.0882655672166619,-0.0283432559484864,1400,1400,4,6,0.127991482205659,0.122375869267557,0.130010360520577,0.10850578954428,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,9,14572035,50,30,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,0.985616570449764,0.0250913648131578,TRUE,0.963440280471807,0.0253752670505332,TRUE,-0.0365597195281934,-0.0221762899779571,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,9,14572035,50,30,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,0.993061130249451,0.0240078364688304,TRUE,0.965141420464235,0.0245443325088069,TRUE,-0.0348585795357652,-0.0279197097852164,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,9,14572035,50,30,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,0.78777670774364,0.247238228556463,TRUE,0.730945759753371,0.322407549116896,TRUE,-0.269054240246629,-0.056830947990269,1400,1400,4,6,0.342087706243619,0.399527488348285,0.130349681735147,0.12462253243301,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,10,14572036,50,30,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.01629396764336,0.0240430435577975,TRUE,0.98725941951429,0.0241363033719857,TRUE,-0.0127405804857103,-0.0290345481290658,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,10,14572036,50,30,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.01113407351442,0.0255862384423705,TRUE,0.976499740578161,0.0249109128238075,TRUE,-0.0235002594218393,-0.0346343329362567,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,10,14572036,50,30,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,1.07243112078673,0.111415836791134,TRUE,1.03271839214957,0.11653605369057,TRUE,0.0327183921495651,-0.0397127286371697,1400,1400,4,6,0.194393094398448,0.130641450276294,0.94015752506021,0.946453096336478,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,11,14572037,50,30,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.10290971146678,0.0248580784781608,FALSE,1.05590323385274,0.0273525942681085,FALSE,0.0559032338527392,-0.0470064776140438,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,11,14572037,50,30,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.11438517300387,0.0281175633102514,FALSE,1.06595403497571,0.028531556526208,FALSE,0.0659540349757068,-0.0484311380281661,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,11,14572037,50,30,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,0.957583356224277,0.163356375404401,TRUE,0.967639526543655,0.150189803926319,TRUE,-0.0323604734563455,0.0100561703193773,1400,1400,4,6,0.485353519369953,0.52041936720977,0.228975499963249,0.347425430037148,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,12,14572038,50,30,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.03351490476127,0.0262841829584132,TRUE,0.982056581421075,0.025538530067217,TRUE,-0.0179434185789249,-0.0514583233401944,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,12,14572038,50,30,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.04374611881531,0.0258441599609236,TRUE,0.98867525358885,0.0252439308722735,TRUE,-0.0113247464111499,-0.0550708652264553,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,12,14572038,50,30,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,1.30144185572528,0.140415881795468,FALSE,1.17387046387481,0.12030792118613,TRUE,0.173870463874806,-0.127571391850478,1400,1400,4,6,0.963483259799519,0.972750978366518,0.750039150821293,0.468563259216263,"","ok",NA,NA
"P_N050_T30_RY80","principal",15,13,14572039,50,30,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.08305910640239,0.025568096177915,FALSE,1.04566771943484,0.0273243414391503,TRUE,0.0456677194348394,-0.037391386967552,1500,1500,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
