scenario_id,design_family,scenario_number,replication,seed,N,T,rho_Y,rho_D,rho_Z,sigma_alpha_Z,unit_effect_heterogeneity,estimator_id,estimator,beta_true,beta_short,se_short,covered_short,beta_long,se_long,covered_long,estimation_error,delta_z_hat,nobs_short,nobs_long,instrument_count_short,instrument_count_long,ar2_p_short,ar2_p_long,hansen_p_short,hansen_p_long,estimator_warnings,status,error_stage,error_message
"S_N100_T20_RD80_SAZ200","stress",66,1,19672027,100,20,0.5,0.8,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,1.04901088903733,0.0216234183102761,FALSE,1.01654147892777,0.020648931739926,TRUE,0.0165414789277738,-0.0324694101095573,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,1,19672027,100,20,0.5,0.8,0.5,2,"high_alpha_Z","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.04594179613467,0.0234503306850579,TRUE,1.01018356843619,0.0220416480678885,TRUE,0.0101835684361939,-0.0357582276984789,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,1,19672027,100,20,0.5,0.8,0.5,2,"high_alpha_Z","arellano_bond","Arellano-Bond sensitivity",1,1.10390013162237,0.156486889805515,TRUE,1.1648746342365,0.182564114973994,TRUE,0.164874634236504,0.0609745026141317,1800,1800,4,6,0.0285966939957239,0.0408964625494935,0.398716238875257,0.277438666496532,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,2,19672028,100,20,0.5,0.8,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,1.07277111361087,0.0206236266676874,FALSE,1.04398532189319,0.0199857445356229,FALSE,0.0439853218931878,-0.0287857917176819,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,2,19672028,100,20,0.5,0.8,0.5,2,"high_alpha_Z","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.06503901177015,0.0214495656766904,FALSE,1.03838637139585,0.0214228149413325,TRUE,0.038386371395853,-0.0266526403742962,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,2,19672028,100,20,0.5,0.8,0.5,2,"high_alpha_Z","arellano_bond","Arellano-Bond sensitivity",1,1.18896378062544,0.450434927281498,TRUE,1.22663051957625,0.420504716620841,TRUE,0.22663051957625,0.0376667389508141,1800,1800,4,6,0.37188665869712,0.583100599369668,0.878919977863555,0.992637104172419,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,3,19672029,100,20,0.5,0.8,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,1.04225500426195,0.0187989952786414,FALSE,1.01680282227764,0.0187568575638175,TRUE,0.0168028222776393,-0.0254521819843154,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,3,19672029,100,20,0.5,0.8,0.5,2,"high_alpha_Z","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.02972354570669,0.0216313273651537,TRUE,1.00242711081777,0.0213235344599457,TRUE,0.00242711081776936,-0.0272964348889222,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,3,19672029,100,20,0.5,0.8,0.5,2,"high_alpha_Z","arellano_bond","Arellano-Bond sensitivity",1,0.265010666728679,0.906384312101798,TRUE,0.757115332080032,0.537896439012356,TRUE,-0.242884667919969,0.492104665351353,1800,1800,4,6,0.406613415584219,0.544053914157541,0.813377202379835,0.621707427304089,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,4,19672030,100,20,0.5,0.8,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,1.04121990321032,0.0186799996551835,FALSE,1.01400027697759,0.0187599607209008,TRUE,0.0140002769775898,-0.0272196262327329,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,4,19672030,100,20,0.5,0.8,0.5,2,"high_alpha_Z","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.03143663365103,0.0207934047749071,TRUE,1.00489533694262,0.0220386174534723,TRUE,0.00489533694262034,-0.0265412967084102,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,4,19672030,100,20,0.5,0.8,0.5,2,"high_alpha_Z","arellano_bond","Arellano-Bond sensitivity",1,0.961174000253637,0.134964951197785,TRUE,0.896683418848908,0.138772576703083,TRUE,-0.103316581151092,-0.064490581404729,1800,1800,4,6,0.842941981345141,0.709874107921566,0.0208434248723712,0.00575990800109856,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,5,19672031,100,20,0.5,0.8,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,1.03591690494204,0.0205464859904878,TRUE,1.00987730392909,0.0199934253640987,TRUE,0.00987730392909403,-0.0260396010129433,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,5,19672031,100,20,0.5,0.8,0.5,2,"high_alpha_Z","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.02979901583431,0.0226721286012143,TRUE,1.0013294768302,0.0227175831860594,TRUE,0.00132947683020301,-0.0284695390041068,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,5,19672031,100,20,0.5,0.8,0.5,2,"high_alpha_Z","arellano_bond","Arellano-Bond sensitivity",1,0.994564562052797,0.366613220389785,TRUE,1.02477915682232,0.272229697183616,TRUE,0.0247791568223243,0.0302145947695278,1800,1800,4,6,0.204793306408923,0.292166550201164,0.399022574019752,0.480996639800028,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,6,19672032,100,20,0.5,0.8,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,1.01965462620294,0.0227279258335824,TRUE,0.993627389661303,0.02176819626947,TRUE,-0.00637261033869674,-0.0260272365416376,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,6,19672032,100,20,0.5,0.8,0.5,2,"high_alpha_Z","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.0075999939972,0.0253884461591694,TRUE,0.980777899378382,0.0246676303111735,TRUE,-0.0192221006216178,-0.0268220946188134,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,6,19672032,100,20,0.5,0.8,0.5,2,"high_alpha_Z","arellano_bond","Arellano-Bond sensitivity",1,0.961127821148523,0.441614134361403,TRUE,1.00504366275262,0.432049265934479,TRUE,0.00504366275261603,0.043915841604093,1800,1800,4,6,0.0882341849898276,0.100187359028176,0.363060048061991,0.372162120724277,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,7,19672033,100,20,0.5,0.8,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,1.02244520771184,0.017860463752821,TRUE,0.999664521528462,0.0175361340786038,TRUE,-0.00033547847153792,-0.0227806861833753,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,7,19672033,100,20,0.5,0.8,0.5,2,"high_alpha_Z","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.0207156746842,0.0202208583617805,TRUE,0.995757598872839,0.0197735144775372,TRUE,-0.0042424011271609,-0.0249580758113566,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,7,19672033,100,20,0.5,0.8,0.5,2,"high_alpha_Z","arellano_bond","Arellano-Bond sensitivity",1,1.04748700143611,0.259023629145523,TRUE,1.00320657372924,0.330658273677581,TRUE,0.00320657372923661,-0.0442804277068727,1800,1800,4,6,0.997236754571942,0.895616164495175,0.208771214242663,0.279689255837077,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,8,19672034,100,20,0.5,0.8,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,1.05017699723366,0.0198345556381136,FALSE,1.03013957459926,0.0189845670322013,TRUE,0.0301395745992601,-0.0200374226343985,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,8,19672034,100,20,0.5,0.8,0.5,2,"high_alpha_Z","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.03442631930906,0.0209003467693097,TRUE,1.01459045214653,0.0204906889010773,TRUE,0.0145904521465323,-0.0198358671625256,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,8,19672034,100,20,0.5,0.8,0.5,2,"high_alpha_Z","arellano_bond","Arellano-Bond sensitivity",1,0.226943302095696,0.64768904331959,TRUE,0.156691445183392,0.682362436624908,TRUE,-0.843308554816608,-0.0702518569123044,1800,1800,4,6,0.809135875854366,0.756249309796235,0.555707928939666,0.340973173452287,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,9,19672035,100,20,0.5,0.8,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,1.05800991445797,0.0193517185636934,FALSE,1.01395575545765,0.018649827060085,TRUE,0.0139557554576513,-0.044054159000315,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,9,19672035,100,20,0.5,0.8,0.5,2,"high_alpha_Z","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.0395051050583,0.0220899050326885,TRUE,0.989247065640799,0.0215037356550329,TRUE,-0.0107529343592012,-0.0502580394175047,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,9,19672035,100,20,0.5,0.8,0.5,2,"high_alpha_Z","arellano_bond","Arellano-Bond sensitivity",1,1.1279889799988,0.126230275797261,TRUE,1.04823438799619,0.113257719528381,TRUE,0.0482343879961857,-0.0797545920026097,1800,1800,4,6,0.568071851095648,0.378025039636274,0.331621449415072,0.201173597604173,"","ok",NA,NA
"S_N100_T20_RD80_SAZ200","stress",66,10,19672036,100,20,0.5,0.8,0.5,2,"high_alpha_Z","fe_adl","FE-ADL within",1,1.01142638200719,0.0224947455490394,TRUE,0.989617287759979,0.0215087186729701,TRUE,-0.0103827122400209,-0.0218090942472122,2000,2000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
