scenario_id,design_family,scenario_number,replication,seed,N,T,rho_Y,rho_D,rho_Z,sigma_alpha_Z,unit_effect_heterogeneity,estimator_id,estimator,beta_true,beta_short,se_short,covered_short,beta_long,se_long,covered_long,estimation_error,delta_z_hat,nobs_short,nobs_long,instrument_count_short,instrument_count_long,ar2_p_short,ar2_p_long,hansen_p_short,hansen_p_long,estimator_warnings,status,error_stage,error_message
"P_N050_T08_RY50","principal",2,1,13272027,50,8,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.02410033730589,0.0601531068531625,TRUE,0.979238464262944,0.0618484915875206,TRUE,-0.0207615357370563,-0.0448618730429462,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,1,13272027,50,8,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.09693720910831,0.074569125924073,TRUE,1.04677839617854,0.0774046604578034,TRUE,0.046778396178536,-0.050158812929779,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,1,13272027,50,8,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,1.3223228740626,0.263782048213837,TRUE,1.34370465452547,0.273239509060034,TRUE,0.343704654525472,0.021381780462874,300,300,4,6,0.607142860386152,0.621195268091296,0.334850236383859,0.0207692946869371,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,2,13272028,50,8,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.04582279189084,0.0497894775381946,TRUE,1.03617377882808,0.0527935810502728,TRUE,0.0361737788280772,-0.00964901306276467,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,2,13272028,50,8,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.09198709863665,0.0674145980294564,TRUE,1.07694895795497,0.0684805515103673,TRUE,0.0769489579549691,-0.0150381406816804,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,2,13272028,50,8,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,1.20720290608768,0.225694615631874,TRUE,1.22618053093039,0.210094235061082,TRUE,0.226180530930385,0.018977624842706,300,300,4,6,0.783516638230438,0.901234659311992,0.31032200577966,0.639721886309031,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,3,13272029,50,8,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.03603180628937,0.0473926077537324,TRUE,1.00390721597151,0.0446079425839571,TRUE,0.00390721597151411,-0.0321245903178584,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,3,13272029,50,8,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.07102684662643,0.0551547832509381,TRUE,1.04067675213897,0.0554490249161819,TRUE,0.0406767521389719,-0.0303500944874595,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,3,13272029,50,8,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,1.12465501108588,0.24660468338353,TRUE,1.11790156693821,0.254659582316987,TRUE,0.11790156693821,-0.00675344414767132,300,300,4,6,0.428810972642712,0.792137594779078,0.150654601812504,0.456534999149256,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,4,13272030,50,8,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,0.994274271088832,0.0649464871235073,TRUE,0.962842143387283,0.0617810226882999,TRUE,-0.037157856612717,-0.0314321277015488,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,4,13272030,50,8,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.00559083475776,0.0785253544201381,TRUE,0.968381097400089,0.0712773775063622,TRUE,-0.0316189025999111,-0.0372097373576662,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,4,13272030,50,8,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,1.21773772748155,0.249566330747113,TRUE,1.22337401551327,0.251422806692201,TRUE,0.223374015513265,0.00563628803171845,300,300,4,6,0.649611329289218,0.641255455336765,0.293953058195741,0.494021162915562,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,5,13272031,50,8,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.07059275638847,0.0490946457861483,TRUE,1.03452480726181,0.0505945458326088,TRUE,0.0345248072618136,-0.0360679491266567,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,5,13272031,50,8,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.14431746580458,0.0745184345690904,TRUE,1.09737357515465,0.0724081299011856,TRUE,0.0973735751546472,-0.0469438906499335,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,5,13272031,50,8,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,1.02253445672662,0.345811054716292,TRUE,0.653583859702013,0.385003259204701,TRUE,-0.346416140297987,-0.368950597024604,300,300,4,6,0.931130381706029,0.878287799713138,0.323709106459511,0.144047123720596,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,6,13272032,50,8,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.08745986840814,0.0601708666474283,TRUE,1.07612563119359,0.0608099915210216,TRUE,0.0761256311935925,-0.0113342372145495,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,6,13272032,50,8,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.1361668600369,0.0740035301230972,TRUE,1.12787819406972,0.0754775228248234,TRUE,0.127878194069724,-0.00828866596717615,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,6,13272032,50,8,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,1.17970306808138,0.307028874838333,TRUE,1.20313236229276,0.324405936716375,TRUE,0.203132362292758,0.0234292942113798,300,300,4,6,0.731116692866207,0.623341553029607,0.139738903927013,0.0280531894258531,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,7,13272033,50,8,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.02410383962398,0.0504432822918068,TRUE,0.992072359166352,0.0499286039844542,TRUE,-0.0079276408336475,-0.0320314804576281,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,7,13272033,50,8,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.04491091221963,0.0555907169984519,TRUE,0.994505867469979,0.0549031582915781,TRUE,-0.00549413253002096,-0.050405044749649,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,7,13272033,50,8,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,0.612225774786465,0.382326138877205,TRUE,0.726874638937334,0.322961102359216,TRUE,-0.273125361062667,0.114648864150868,300,300,4,6,0.884186302680675,0.87961847117685,0.505493033041668,0.622222581856084,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,8,13272034,50,8,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.00616564618072,0.069236082396122,TRUE,0.976249259079605,0.0684390011103017,TRUE,-0.0237507409203949,-0.029916387101118,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,8,13272034,50,8,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,0.979757700740618,0.0900062362628166,TRUE,0.944505688076792,0.0913205187034824,TRUE,-0.0554943119232076,-0.0352520126638258,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,8,13272034,50,8,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,0.686017090180944,0.394058520427834,TRUE,1.03690457486474,0.366325827748226,TRUE,0.0369045748647374,0.350887484683793,300,300,4,6,0.102492583992772,0.557517992353817,0.00331464311890947,0.0700062408341757,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,9,13272035,50,8,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,0.963031770688646,0.0604590031168767,TRUE,0.92207095722753,0.0579797955968624,TRUE,-0.0779290427724699,-0.040960813461116,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,9,13272035,50,8,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,0.928403743699456,0.0754167937273381,TRUE,0.877918946358581,0.0721352374584523,TRUE,-0.122081053641419,-0.0504847973408747,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,9,13272035,50,8,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,1.14086068447142,0.160962967674835,TRUE,1.08693337420945,0.162119848722491,TRUE,0.0869333742094545,-0.0539273102619651,300,300,4,6,0.882047195811081,0.932245693144303,0.00862986782132467,0.0198128960479886,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,10,13272036,50,8,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.0554631697811,0.05840187922299,TRUE,1.04064805539176,0.0546357524829573,TRUE,0.0406480553917563,-0.0148151143893469,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,10,13272036,50,8,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.08696078290363,0.0768199158062404,TRUE,1.07368400415003,0.0729816929603667,TRUE,0.0736840041500286,-0.0132767787536026,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,10,13272036,50,8,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,0.700427184976285,0.406571479445026,TRUE,0.739697043343012,0.399283145657298,TRUE,-0.260302956656988,0.0392698583667268,300,300,4,6,0.461591135795912,0.593217495199686,0.943374255364727,0.792794171541086,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,11,13272037,50,8,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.07942216599562,0.0598048582495939,TRUE,1.04284146980895,0.0502529705427482,TRUE,0.0428414698089534,-0.0365806961866619,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,11,13272037,50,8,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.17039393566141,0.0764491152703817,FALSE,1.09494664055025,0.0598976138013154,TRUE,0.0949466405502473,-0.0754472951111671,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,11,13272037,50,8,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,0.864487584470057,0.222733226155392,TRUE,0.841478389152629,0.230672630677039,TRUE,-0.158521610847371,-0.0230091953174283,300,300,4,6,0.580784426404132,0.596148084787773,0.770998308581897,0.773733715750608,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,12,13272038,50,8,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.04236581422336,0.0392402458416433,TRUE,1.02683426181729,0.0422503129833877,TRUE,0.0268342618172854,-0.0155315524060757,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,12,13272038,50,8,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.11515907767835,0.0482331533543099,FALSE,1.09243049301915,0.0522247861924276,TRUE,0.0924304930191539,-0.022728584659198,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,12,13272038,50,8,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,0.898150231232771,0.156599019982607,TRUE,0.877470679907382,0.149691597098879,TRUE,-0.122529320092618,-0.0206795513253885,300,300,4,6,0.565294445559652,0.58399485197183,0.839448626413511,0.900885287815217,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,13,13272039,50,8,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.01622439960798,0.0396823942817209,TRUE,0.986250825036973,0.0382698243138046,TRUE,-0.0137491749630267,-0.0299735745710061,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,13,13272039,50,8,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,0.982936692450129,0.0511913105512317,TRUE,0.952203032351121,0.0451837340050406,TRUE,-0.0477969676488791,-0.0307336600990085,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,13,13272039,50,8,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,0.433462438603247,0.243213138089209,FALSE,0.460185831406949,0.247847187755992,FALSE,-0.539814168593051,0.0267233928037018,300,300,4,6,0.0699558589664769,0.0407367991943569,0.520794510836713,0.266170088586828,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,14,13272040,50,8,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.03317107060951,0.0465869528503223,TRUE,1.00731375636685,0.049192456103637,TRUE,0.00731375636684795,-0.0258573142426637,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"P_N050_T08_RY50","principal",2,14,13272040,50,8,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.07340296080574,0.0510462257024989,TRUE,1.02962760327853,0.0546605161317206,TRUE,0.0296276032785268,-0.0437753575272117,400,400,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
