scenario_id,design_family,scenario_number,replication,seed,N,T,rho_Y,rho_D,rho_Z,sigma_alpha_Z,unit_effect_heterogeneity,estimator_id,estimator,beta_true,beta_short,se_short,covered_short,beta_long,se_long,covered_long,estimation_error,delta_z_hat,nobs_short,nobs_long,instrument_count_short,instrument_count_long,ar2_p_short,ar2_p_long,hansen_p_short,hansen_p_long,estimator_warnings,status,error_stage,error_message
"S_N100_T10_RD80_SAZ050","stress",59,1,18972027,100,10,0.5,0.8,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.02836341218686,0.0301323999697211,TRUE,1.00314500793048,0.0298880064828317,TRUE,0.00314500793047512,-0.0252184042563848,1000,1000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T10_RD80_SAZ050","stress",59,1,18972027,100,10,0.5,0.8,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.03777831326672,0.0361853137841966,TRUE,1.01028962106955,0.0368514474227673,TRUE,0.0102896210695458,-0.0274886921971707,1000,1000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T10_RD80_SAZ050","stress",59,1,18972027,100,10,0.5,0.8,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,1.13456671406843,0.606026948119195,TRUE,1.19300995764887,0.537291838891886,TRUE,0.193009957648867,0.0584432435804376,800,800,4,6,0.943132531992193,0.975155611061705,0.236718813928803,0.438634537429808,"","ok",NA,NA
"S_N100_T10_RD80_SAZ050","stress",59,2,18972028,100,10,0.5,0.8,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.04879445021355,0.0367519901139032,TRUE,1.01962622778341,0.0361031697224126,TRUE,0.0196262277834052,-0.0291682224301475,1000,1000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T10_RD80_SAZ050","stress",59,2,18972028,100,10,0.5,0.8,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.08234328534784,0.0414247263925848,FALSE,1.04996856131705,0.0414424760886398,TRUE,0.0499685613170469,-0.0323747240307974,1000,1000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T10_RD80_SAZ050","stress",59,2,18972028,100,10,0.5,0.8,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,1.16313135873763,0.422156663904643,TRUE,1.04234284043437,0.516026968349285,TRUE,0.0423428404343722,-0.120788518303257,800,800,4,6,0.132661741360863,0.180738133127262,0.117926265699584,0.224012630419871,"","ok",NA,NA
"S_N100_T10_RD80_SAZ050","stress",59,3,18972029,100,10,0.5,0.8,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.0437316555955,0.0296286189112893,TRUE,1.02337849094734,0.02957828731882,TRUE,0.0233784909473433,-0.0203531646481594,1000,1000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T10_RD80_SAZ050","stress",59,3,18972029,100,10,0.5,0.8,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,1.06437334199125,0.0354704968042549,TRUE,1.02652804871659,0.036270710962718,TRUE,0.0265280487165875,-0.0378452932746647,1000,1000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
"S_N100_T10_RD80_SAZ050","stress",59,3,18972029,100,10,0.5,0.8,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,1.39848212331471,0.33522141089699,TRUE,1.25128027733933,0.232739850943129,TRUE,0.251280277339326,-0.147201845975383,800,800,4,6,0.997609290973053,0.879826119859349,0.643244560606377,0.680015244802873,"","ok",NA,NA
"S_N100_T10_RD80_SAZ050","stress",59,4,18972030,100,10,0.5,0.8,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,1.04608440134799,0.0322633078829828,TRUE,1.02982506863634,0.0322709511475748,TRUE,0.0298250686363433,-0.0162593327116487,1000,1000,NA,NA,NA,NA,NA,NA,"","ok",NA,NA
