phi,rho_Z,twfe_s_bias,twfe_s_mcse,twfe_s_sd,twfe_s_rmse,twfe_l_bias,twfe_l_mcse,twfe_l_sd,twfe_l_rmse,adl_Ylag_bias,adl_Ylag_mcse,adl_Ylag_sd,adl_Ylag_rmse,adl_full_bias,adl_full_mcse,adl_full_sd,adl_full_rmse,pooled_l_bias,pooled_l_mcse,pooled_l_sd,pooled_l_rmse,adl_Dlag_bias,adl_Dlag_mcse,adl_Dlag_sd,adl_Dlag_rmse,n_sims
0,0.5,0.432444386598265,0.0014989858690041,0.0335183430040475,0.433738838311087,0.25259909360261,0.00127535961616177,0.0285179079749575,0.254200603110964,0.0429459803353534,0.000805499802591345,0.0180115231445691,0.0465631116123046,0.00960551256866826,0.000799157234577101,0.0178696990122514,0.0202719846638095,-0.341650128772796,0.00168192723818597,0.037609036377923,0.343709792162675,-0.00217279380905278,0.000876090693717237,0.0195899834560669,0.0196906310168571,500
0,0.7,0.507790308350445,0.00175404175017981,0.0392215658877475,0.509299766172011,0.240769411540513,0.00130289137405753,0.0291335367969075,0.242522112340151,0.0452005622863596,0.00086257874913793,0.0192878471901915,0.0491362171736569,0.00869285297380373,0.00085174173008411,0.0190455240774135,0.0209182268902682,-0.344412887753732,0.00166443822815875,0.0372179702251227,0.346413978072374,-0.0031508024244441,0.0009145055323776,0.0204489653619595,0.0206700609559757,500
0.05,0.5,0.557441345650327,0.0016403266220469,0.0366788183219947,0.558644340240298,0.349026591734841,0.00131607952778154,0.0294284328791535,0.350262561993769,0.0410241570180023,0.000840412920021412,0.0187922041833697,0.0451156525302586,0.00709869198969737,0.000828026344857993,0.0185152319426316,0.019812107768389,-0.352937342881044,0.00171415706588162,0.0383297172342288,0.355008446221694,-0.00436543631157416,0.00087458151363689,0.0195562371635675,0.0200184553191327,500
0.05,0.7,0.657113388316365,0.00183849294552083,0.0411099520233838,0.65839551426454,0.33316677974866,0.00127145723981094,0.0284306481870151,0.334375220793816,0.0451507022054694,0.000837551057181817,0.0187282109848536,0.0488736156281361,0.00746627584225057,0.000827407779283698,0.0185014003959049,0.0199339531435425,-0.355029450276994,0.00169803174587568,0.0379691441173067,0.357049972913002,-0.00401465121938183,0.000886477728272004,0.0198222446095579,0.0202052706740521,500
0.1,0.5,0.68601289314619,0.00167578947840918,0.0374717918970183,0.68703349007192,0.456929158918263,0.00136021794086039,0.0304153977997861,0.457938317353139,0.0394297054612469,0.000810938818689868,0.0181331432418392,0.0433918763689943,0.00542760860956615,0.000815243778634324,0.0182294050726014,0.0190027766944997,-0.366170128133903,0.0017307069475632,0.0386997838388248,0.368205432687016,-0.00608166219961115,0.00085805157931063,0.0191866165953962,0.0201091178070087,500
0.1,0.7,0.803927421213957,0.00198389526376959,0.0443612467002867,0.805147988228319,0.436246768659393,0.00129630860597573,0.0289863416277973,0.437206782599176,0.0394499032485818,0.000827586315939011,0.0185053925968825,0.0435667249443528,0.00274903786930469,0.000804449340352756,0.0179880340948363,0.0181790935159779,-0.366546397282284,0.00169743786472232,0.037955864531012,0.368502412091989,-0.00769593430014082,0.000836760725849389,0.018710538639013,0.0202141409018973,500
