phi,rho_Z,twfe_s_bias,twfe_s_mcse,twfe_s_sd,twfe_s_rmse,twfe_l_bias,twfe_l_mcse,twfe_l_sd,twfe_l_rmse,adl_Ylag_bias,adl_Ylag_mcse,adl_Ylag_sd,adl_Ylag_rmse,adl_full_bias,adl_full_mcse,adl_full_sd,adl_full_rmse,adl_Dlag_bias,adl_Dlag_mcse,adl_Dlag_sd,adl_Dlag_rmse,adl_DYlag_bias,adl_DYlag_mcse,adl_DYlag_sd,adl_DYlag_rmse,adl_DZlag_bias,adl_DZlag_mcse,adl_DZlag_sd,adl_DZlag_rmse,adl_all_bias,adl_all_mcse,adl_all_sd,adl_all_rmse,adl_all_nofe_bias,adl_all_nofe_mcse,adl_all_nofe_sd,adl_all_nofe_rmse,mean_theta,mean_pi,mean_ivb,mean_ivb_formula,mean_se_short,mean_se_long,mean_se_adl_all,mean_abs_ivb_over_beta,mean_abs_ivb_over_se,n_sims,n_explosive,n_est_failed,n_discarded
0,0.5,0.433729747210124,0.00148524750060024,0.0332111437475379,0.434996859441352,0.25415415019168,0.00122729834753465,0.0274432253376065,0.255628551643496,0.0454507279135017,0.00078407342371473,0.0175324147477713,0.0487087206116242,0.0120610318508982,0.000773262715449502,0.0172906799621116,0.0210674670436064,0.0498367537411466,0.00108275661677129,0.0242111739818829,0.0553959439593326,0.0362253441953817,0.000856083253112672,0.0191426034835909,0.0409631779976554,-0.0235863555071468,0.00103623837380501,0.0231709944472184,0.0330475015669141,-3.21218663255074e-05,0.00084686939724048,0.0189365754029399,0.0189176566209861,-0.085178554859653,0.000921736103981266,0.0206106458581793,0.0876318169001694,0.535506961668473,0.334933118880666,-0.179575597018444,-0.179575597018444,0.0243959848728815,0.023218303296519,0.0190541868258972,0.179575597018444,7.73428234759445,500,0,0,0
0,0.7,0.50673408865374,0.00168422500254094,0.037660415950863,0.508128829057621,0.239894807337504,0.00127368847200827,0.0284805400556833,0.24157615252139,0.0452064770667084,0.000782303090598161,0.0174928288958567,0.0484666135957218,0.00887769019848528,0.000776578363232683,0.017364820100438,0.0194871056451854,0.0863896817219159,0.00111528470274324,0.0249385240959954,0.0899103065956972,0.0426601073119453,0.00080269032504855,0.0179487013168996,0.0462752236415129,-0.0264318030522923,0.0010248992073025,0.0229174429761403,0.0349685428174335,-0.00305900311543506,0.000803070456808554,0.0179572013214574,0.0181981773043619,-0.0895308962571608,0.000829187998776193,0.0185412073139058,0.0914268571073643,0.566039811527428,0.470910749042078,-0.266839281316236,-0.266839281316236,0.0252888435009803,0.0230263329595482,0.0190619601160106,0.266839281316236,11.5892993978526,500,0,0,0
0.05,0.5,0.55656571383771,0.00166293047790793,0.0371842559045835,0.557803995476083,0.350264417228926,0.00131240591907711,0.029346288491295,0.351489180794568,0.0418140712947157,0.000802725470840743,0.0179494872007043,0.0454967722022812,0.00830016470981376,0.000795815034459311,0.0177949651456736,0.0196193832007202,0.101064132965761,0.00114685090065356,0.0256443657391821,0.104260621517894,0.0323971822100506,0.000846683618600244,0.0189324212662565,0.0375139589620213,0.020319899371205,0.00106077863469087,0.023719731362482,0.0312153602422332,-0.00330005404070299,0.000841638636047116,0.0188196120269156,0.0190882109670209,-0.0973441711804274,0.000936125443152253,0.0209324012635555,0.0995649373756522,0.539833027494363,0.381675202162735,-0.206301296608784,-0.206301296608784,0.0232310404723313,0.0226486781330687,0.0190647073009405,0.206301296608784,9.11010988548559,500,0,0,0
0.05,0.7,0.654625940674056,0.00187918929145007,0.0420199499827202,0.65597047726826,0.331671502608017,0.00128619454443319,0.0287601843364198,0.332913621753329,0.0435305828476915,0.000824136104570178,0.0184282435253079,0.047263438323602,0.00611243789019667,0.000803230677664942,0.0179607839687203,0.0189553812467861,0.147948390782549,0.00121208869573421,0.0271031271842074,0.150405573963543,0.0400379259645947,0.000886351240966699,0.0198194162674284,0.0446660851005055,0.0175163320789966,0.0010608791684321,0.0237219793652763,0.0294691148475529,-0.00541092653344211,0.00086933348806714,0.0194388877443513,0.0201591850523359,-0.0998693460357804,0.000984184689596007,0.022007038683512,0.102260585807675,0.576369993579513,0.559652590748547,-0.322954438066039,-0.322954438066039,0.023815950530189,0.0225489194974207,0.0190877318087619,0.322954438066039,14.3259832446494,500,0,0,0
0.1,0.5,0.685475182394224,0.00168887486315041,0.0377643899949497,0.686512580024418,0.458350019098437,0.0013151438115952,0.0294075096291503,0.459290552947566,0.0404175376366114,0.000844169866186398,0.0188762120534969,0.0446001805751109,0.00676454833219387,0.000827235361123879,0.0184975450086458,0.0196782612835273,0.154023288000426,0.00113178969317995,0.02530758690184,0.156084484345328,0.0313262524556857,0.000926924777137376,0.0207266681170802,0.0375508944581946,0.0675139685538539,0.00107401951775074,0.0240158065085219,0.0716501318506885,-0.00415849039834582,0.000919699164234868,0.0205650985007891,0.0209611658117481,-0.10781983619253,0.00101724539186837,0.0227462984601609,0.110188367725616,0.533509693176228,0.425270475156363,-0.227125163295787,-0.227125163295787,0.0214108306236369,0.0216696020649336,0.019147315076128,0.227125163295787,10.4833698697932,500,0,0,0
0.1,0.7,0.802191355273996,0.00202857203805876,0.0453602497435468,0.803470228215467,0.436448902322312,0.00135155620133757,0.0302217154160219,0.437491908173023,0.0405711465835152,0.000843395075298706,0.0188588872025646,0.0447321388530338,0.0031122209908947,0.000813805208396069,0.0181972376641699,0.0184435110319385,0.204191958034173,0.00126181804701901,0.0282151092837053,0.206128251176148,0.0363498099189694,0.000898964557520172,0.0201014585997813,0.041527932547964,0.0636054914749367,0.00110782960326889,0.0247718230039586,0.0682500877235906,-0.00786881456178479,0.000875942170114599,0.0195866623673493,0.0210900049932405,-0.110599801862219,0.000947892424584793,0.0211955189672869,0.112608470801295,0.574354656927524,0.636046598167305,-0.365742452951685,-0.365742452951685,0.021473082418172,0.0216716783800501,0.019194031838275,0.365742452951685,16.8791728901672,500,0,0,0
0.15,0.5,0.803628448117393,0.0016093086559715,0.035985235515311,0.804432116417732,0.56690988850035,0.00127428740671632,0.0284939326428962,0.567624085173051,0.0333841689146164,0.000868922816322496,0.0194297048449766,0.0386168504363292,0.000460400677878559,0.000861649476246245,0.0192670680166369,0.0192532968325425,0.193743953404259,0.00109441356122099,0.0244718311838777,0.195280291532865,0.0241371498510798,0.000927006875949941,0.0207285039023378,0.0318027284240623,0.106843997605992,0.00102366840121657,0.0228899213153878,0.10926362809855,-0.0102737672873098,0.00091145233235721,0.0203806937340145,0.0228055306011357,-0.120791416462861,0.00102328752295413,0.0228814046185282,0.122935258779028,0.518778276029726,0.455863338604774,-0.236718559617043,-0.236718559617043,0.0186784893198439,0.0199628735674046,0.0191503388183295,0.236718559617043,11.8629546524054,500,0,0,0
