spec,estimate,std_error,conf_low,conf_high,p_value,rep,scenario,att_true,treat_share,n_units,n_obs
tvc,0.12595860433214254,0.014153802457949598,0.09821766127026683,0.15369954739401823,7.727252328242998e-19,313,jensen_full_like,0.1112,0.4824,5000,10000
safe,0.10933121584706464,0.014442604552063115,0.08102423108206669,0.13763820061206258,4.4161880935419934e-14,313,jensen_full_like,0.1112,0.4824,5000,10000
full,0.10235219390621202,0.014439970697973512,0.07405037140037024,0.1306540164120538,1.5487781086897552e-12,313,jensen_full_like,0.1112,0.4824,5000,10000
base,0.1409422305525778,0.014261449230936526,0.11299030369259576,0.16889415741255984,7.997624517684456e-23,314,jensen_full_like,0.1112,0.4856,5000,10000
tvc,0.127054212416624,0.01435535941750169,0.09891822497319282,0.1551901998600552,1.1880669320411657e-18,314,jensen_full_like,0.1112,0.4856,5000,10000
safe,0.11239798589792839,0.014432756583414788,0.08411030279680205,0.14068566899905474,8.239171412543501e-15,314,jensen_full_like,0.1112,0.4856,5000,10000
full,0.10437861656280935,0.014492140669287164,0.07597454279211832,0.13278269033350037,6.795426627632519e-13,314,jensen_full_like,0.1112,0.4856,5000,10000
base,0.10887127646969984,0.01446329466064463,0.0805237398370459,0.13721881310235376,6.10342733406919e-14,315,jensen_full_like,0.1112,0.4856,5000,10000
tvc,0.09634867100251847,0.014491696081000689,0.06794546860885688,0.12475187339618006,3.276309317629608e-11,315,jensen_full_like,0.1112,0.4856,5000,10000
safe,0.07463355641882023,0.014682955737578402,0.04585549198657082,0.10341162085106964,3.850517571489662e-7,315,jensen_full_like,0.1112,0.4856,5000,10000
full,0.06886499250326734,0.01469225283463896,0.04006870609561847,0.09766127891091622,2.8437796547048744e-6,315,jensen_full_like,0.1112,0.4856,5000,10000
base,0.1310917255657944,0.014173127516280174,0.10331290608559164,0.15887054504599718,3.27201435946262e-20,316,jensen_full_like,0.1112,0.4846,5000,10000
tvc,0.12143593145457579,0.014198416187617918,0.09360754708933418,0.14926431581981742,1.5775597482393837e-17,316,jensen_full_like,0.1112,0.4846,5000,10000
safe,0.10464927708705243,0.014502353086109976,0.07622518734719358,0.1330733668269113,6.156297779752019e-13,316,jensen_full_like,0.1112,0.4846,5000,10000
full,0.0995714972001369,0.01449268609024517,0.07116635442401177,0.12797663997626205,7.181982697230214e-12,316,jensen_full_like,0.1112,0.4846,5000,10000
base,0.13482137052160548,0.01434798324203595,0.10669984011643077,0.16294290092678018,8.3622216387234e-21,317,jensen_full_like,0.1112,0.466,5000,10000
tvc,0.11499705785395174,0.014390071045411143,0.08679303686997326,0.1432010788379302,1.6432918469706528e-15,317,jensen_full_like,0.1112,0.466,5000,10000
safe,0.10212181201512022,0.014881961740642102,0.0729537029841587,0.13128992104608175,7.610254384034277e-12,317,jensen_full_like,0.1112,0.466,5000,10000
full,0.0907361755875332,0.01486064676060759,0.06160984314977051,0.1198625080252959,1.1001357103569907e-9,317,jensen_full_like,0.1112,0.466,5000,10000
base,0.15784000628044012,0.014127834773550464,0.13014995894474862,0.18553005361613162,1.2143138862735275e-28,318,jensen_full_like,0.1112,0.481,5000,10000
tvc,0.13897042389982484,0.014233385119640351,0.11107350168724142,0.16686734611240825,2.548482175176749e-22,318,jensen_full_like,0.1112,0.481,5000,10000
safe,0.13398194094687985,0.014349159867563119,0.1058581043980486,0.1621057774957111,1.451835114966249e-20,318,jensen_full_like,0.1112,0.481,5000,10000
full,0.12297369258337353,0.014382300168639178,0.0947849022379964,0.15116248292875065,1.610650422066126e-17,318,jensen_full_like,0.1112,0.481,5000,10000
base,0.14862214009974448,0.013825010881413576,0.12152561668629952,0.17571866351318943,1.15420714067737e-26,319,jensen_full_like,0.1112,0.4776,5000,10000
tvc,0.1312970566975919,0.013933379308986315,0.10398813506904314,0.15860597832614065,6.517279637367422e-21,319,jensen_full_like,0.1112,0.4776,5000,10000
safe,0.11622697447341522,0.014068292044014864,0.08865362874315472,0.14380032020367572,1.8224462253789585e-16,319,jensen_full_like,0.1112,0.4776,5000,10000
full,0.1066192049543468,0.014093001265092345,0.0789974300406884,0.1342409798680052,4.575137926980308e-14,319,jensen_full_like,0.1112,0.4776,5000,10000
base,0.14260270394094987,0.014139016866961313,0.11489074010490136,0.17031466777699839,1.0749470933337851e-23,320,jensen_full_like,0.1112,0.4866,5000,10000
tvc,0.1252153479838262,0.014102011710780212,0.0975759129211349,0.15285478304651748,9.226980631245475e-19,320,jensen_full_like,0.1112,0.4866,5000,10000
safe,0.1097904441912728,0.014224868628252037,0.08191021399508513,0.13767067438746047,1.4152329319295434e-14,320,jensen_full_like,0.1112,0.4866,5000,10000
full,0.10009420701352685,0.014190842000307098,0.07228066778262661,0.1279077462444271,1.9836279293601616e-12,320,jensen_full_like,0.1112,0.4866,5000,10000
base,0.1331519783399338,0.01420742869775982,0.10530592977940377,0.16099802690046386,1.0512355062936123e-20,321,jensen_full_like,0.1112,0.472,5000,10000
tvc,0.11832461775168718,0.014243276863419627,0.0904083080775521,0.14624092742582226,1.247065270289387e-16,321,jensen_full_like,0.1112,0.472,5000,10000
safe,0.10036065935686117,0.014638088435651384,0.0716705332204722,0.12905078549325014,7.93293343542053e-12,321,jensen_full_like,0.1112,0.472,5000,10000
full,0.09402737890677101,0.014611252518978528,0.06538985020055296,0.12266490761298907,1.3477638854407482e-10,321,jensen_full_like,0.1112,0.472,5000,10000
base,0.1475624478041975,0.014128298085186659,0.11987149239438544,0.17525340321400956,2.8229062607393146e-25,322,jensen_full_like,0.1112,0.466,5000,10000
tvc,0.1360662240030592,0.014212508198180084,0.10821021980464599,0.16392222820147243,1.5763651879697607e-21,322,jensen_full_like,0.1112,0.466,5000,10000
safe,0.12162619873402482,0.014428831168018394,0.09334620930569977,0.14990618816234985,4.4936856831725884e-17,322,jensen_full_like,0.1112,0.466,5000,10000
full,0.1149658168248365,0.014448810133626377,0.08664666934347144,0.14328496430620155,2.167763959819811e-15,322,jensen_full_like,0.1112,0.466,5000,10000
base,0.16779516714112994,0.01432566657529584,0.13971737659902084,0.19587295768323904,2.7963473212891188e-31,323,jensen_full_like,0.1112,0.4876,5000,10000
tvc,0.1551881703005874,0.014414784190416263,0.12693571244245416,0.18344062815872064,9.77544161303395e-27,323,jensen_full_like,0.1112,0.4876,5000,10000
safe,0.14222722894840795,0.014535545558660337,0.11373808315779255,0.17071637473902335,2.077402768753729e-22,323,jensen_full_like,0.1112,0.4876,5000,10000
full,0.1345968581505551,0.014587355114984248,0.10600616749548986,0.16318754880562036,4.018221197008568e-20,323,jensen_full_like,0.1112,0.4876,5000,10000
base,0.14001486473679375,0.014323649483421038,0.11194102762211278,0.16808870185147473,2.2823404342711526e-22,324,jensen_full_like,0.1112,0.4834,5000,10000
tvc,0.12491905685236744,0.014432969617464772,0.09663095621217566,0.15320715749255923,6.549462951466168e-18,324,jensen_full_like,0.1112,0.4834,5000,10000
safe,0.11271039418271711,0.014582582820332273,0.08412905705329334,0.1412917313121409,1.3004379664749386e-14,324,jensen_full_like,0.1112,0.4834,5000,10000
full,0.10422935248507963,0.014627457333510034,0.07556006292600367,0.13289864204415558,1.183809968639302e-12,324,jensen_full_like,0.1112,0.4834,5000,10000
base,0.12492999373932791,0.014498553782819603,0.09651335049708454,0.15334663698157128,9.119104571163244e-18,325,jensen_full_like,0.1112,0.4808,5000,10000
tvc,0.11491511537307726,0.014559318408133501,0.08637937565368457,0.14345085509246994,3.601474509992011e-15,325,jensen_full_like,0.1112,0.4808,5000,10000
safe,0.09093243202226109,0.014739745755473179,0.06204306120025653,0.11982180284426565,7.404330203325208e-10,325,jensen_full_like,0.1112,0.4808,5000,10000
full,0.08649239618626203,0.014763204001912304,0.05755704804609633,0.11542774432642774,4.965176585110203e-9,325,jensen_full_like,0.1112,0.4808,5000,10000
base,0.12964433338827114,0.014240201391745358,0.10173405152785309,0.1575546152486892,1.2317979209157012e-19,326,jensen_full_like,0.1112,0.4798,5000,10000
tvc,0.11788848279920515,0.014235312314137095,0.08998778335481691,0.14578918224359338,1.5471906110588167e-16,326,jensen_full_like,0.1112,0.4798,5000,10000
safe,0.10041433468052309,0.014445067063177164,0.07210252348243008,0.12872614587861608,4.07937914303144e-12,326,jensen_full_like,0.1112,0.4798,5000,10000
full,0.09456812374866637,0.014436341622759825,0.0662734140995406,0.12286283339779214,6.302603467328597e-11,326,jensen_full_like,0.1112,0.4798,5000,10000
base,0.14467545042959787,0.014243543203855952,0.11675861873779995,0.17259228212139577,5.2531940239541066e-24,327,jensen_full_like,0.1112,0.4654,5000,10000
tvc,0.13409746454725907,0.01423859104519711,0.10619033890807822,0.16200459018643992,6.849577847994157e-21,327,jensen_full_like,0.1112,0.4654,5000,10000
safe,0.11724804912298256,0.014519092545673254,0.08879115064525903,0.1457049476007061,8.355154091926976e-16,327,jensen_full_like,0.1112,0.4654,5000,10000
full,0.11240432123713093,0.01449051839170338,0.08400342707207704,0.14080521540218482,1.0461598291902797e-14,327,jensen_full_like,0.1112,0.4654,5000,10000
base,0.144694462526699,0.014393093495647305,0.11648451764911259,0.17290440740428542,1.4891653855109328e-23,328,jensen_full_like,0.1112,0.4846,5000,10000
tvc,0.12819159200530558,0.014337237833730957,0.10009112221340785,0.1562920617972033,5.3252213393853635e-19,328,jensen_full_like,0.1112,0.4846,5000,10000
safe,0.1097265498286777,0.014654359279923522,0.08100453342351728,0.1384485662338381,8.241946365278406e-14,328,jensen_full_like,0.1112,0.4846,5000,10000
full,0.10142038441747948,0.01457152669073335,0.072860716903878,0.12998005193108098,3.837119651384968e-12,328,jensen_full_like,0.1112,0.4846,5000,10000
base,0.1364218980454878,0.014557779663504126,0.10788917421015008,0.1649546218808255,1.0603993682271243e-20,329,jensen_full_like,0.1112,0.4766,5000,10000
tvc,0.12179806610551426,0.014637755143088406,0.09310859321054504,0.15048753900048348,1.1154258523662187e-16,329,jensen_full_like,0.1112,0.4766,5000,10000
safe,0.1082840081116519,0.01478723870905217,0.07930155281111309,0.1372664634121907,2.8160560878205427e-13,329,jensen_full_like,0.1112,0.4766,5000,10000
full,0.1004920414217348,0.014809117871557274,0.0714667037506741,0.1295173790927955,1.2884042550301788e-11,329,jensen_full_like,0.1112,0.4766,5000,10000
base,0.12420449428774237,0.014332498779400375,0.09611331287165335,0.15229567570383137,5.964909296787282e-18,330,jensen_full_like,0.1112,0.4766,5000,10000
tvc,0.11425422358964417,0.01441962093450635,0.08599228588729194,0.1425161612919964,2.8246057402243216e-15,330,jensen_full_like,0.1112,0.4766,5000,10000
safe,0.09886335864019652,0.014552290145860137,0.07034139406173352,0.1273853232186595,1.2208576986369228e-11,330,jensen_full_like,0.1112,0.4766,5000,10000
full,0.09387299818019297,0.014592213627552168,0.06527278501547615,0.1224732113449098,1.3671134452857734e-10,330,jensen_full_like,0.1112,0.4766,5000,10000
base,0.16281464765805115,0.014258556340263698,0.13486839075959905,0.19076090455650324,7.875746444303763e-30,331,jensen_full_like,0.1112,0.4812,5000,10000
tvc,0.14405660274037876,0.014359912059963044,0.11591169228168882,0.1722015131990687,1.838288062984399e-23,331,jensen_full_like,0.1112,0.4812,5000,10000
safe,0.12985205853207987,0.014552189571759864,0.1013302910752312,0.15837382598892855,6.2485270551374925e-19,331,jensen_full_like,0.1112,0.4812,5000,10000
full,0.11980520494834973,0.014576171576583379,0.0912364336257699,0.14837397627092958,2.58475120672972e-16,331,jensen_full_like,0.1112,0.4812,5000,10000
base,0.1625800225948314,0.014115545020812406,0.1349140627318854,0.1902459824577774,2.5818271712677785e-30,332,jensen_full_like,0.1112,0.4782,5000,10000
tvc,0.1494084245532719,0.014189777718814823,0.12159697127576594,0.1772198778307779,1.172854875701678e-25,332,jensen_full_like,0.1112,0.4782,5000,10000
safe,0.13127037229793032,0.014520463197527667,0.10281078739193678,0.15972995720392386,2.1904326467975367e-19,332,jensen_full_like,0.1112,0.4782,5000,10000
full,0.12399269299033677,0.014513454192166635,0.0955468454824183,0.15243854049825523,1.710646867708972e-17,332,jensen_full_like,0.1112,0.4782,5000,10000
base,0.13600268645079483,0.014153253805460132,0.10826281872803852,0.16374255417355116,1.1233786955237504e-21,333,jensen_full_like,0.1112,0.4892,5000,10000
tvc,0.1250055811770735,0.014165023870712837,0.09724264455032619,0.1527685178038208,1.4899704726752007e-18,333,jensen_full_like,0.1112,0.4892,5000,10000
safe,0.10741597759026708,0.01430413941650561,0.07938037950407631,0.13545157567645785,6.992586723871878e-14,333,jensen_full_like,0.1112,0.4892,5000,10000
full,0.10185109621729714,0.014303913194898871,0.07381594151730811,0.12988625091728617,1.2279105724260638e-12,333,jensen_full_like,0.1112,0.4892,5000,10000
base,0.1579072469877458,0.014079394663285677,0.13031214052358045,0.18550235345191116,7.547028757262964e-29,334,jensen_full_like,0.1112,0.4706,5000,10000
tvc,0.14742363889755927,0.014148960116915793,0.1196921866497107,0.17515509114540787,3.6544991088204307e-25,334,jensen_full_like,0.1112,0.4706,5000,10000
safe,0.13556193266763591,0.01433010826804912,0.10747543656769999,0.16364842876757182,4.6179748475863535e-21,334,jensen_full_like,0.1112,0.4706,5000,10000
full,0.12992436392325518,0.014366529274055764,0.10176648396326553,0.15808224388324485,2.1287115852784238e-19,334,jensen_full_like,0.1112,0.4706,5000,10000
base,0.13573681142849858,0.014083547097239689,0.10813356634333518,0.16334005651366199,8.542453587131345e-22,335,jensen_full_like,0.1112,0.478,5000,10000
tvc,0.1203963131449947,0.014257190662220677,0.09245273292632142,0.14833989336366799,3.952573219892484e-17,335,jensen_full_like,0.1112,0.478,5000,10000
safe,0.10773968761745042,0.014404111993697542,0.07950814688052182,0.13597122835437903,8.743850024632467e-14,335,jensen_full_like,0.1112,0.478,5000,10000
full,0.09969197954574999,0.014490566700685902,0.07129099069683023,0.12809296839466974,6.731599365516295e-12,335,jensen_full_like,0.1112,0.478,5000,10000
base,0.14376723374571745,0.01432443935565817,0.1156918485098993,0.1718426189815356,1.7554672529511303e-23,336,jensen_full_like,0.1112,0.4808,5000,10000
tvc,0.12866396528799642,0.014349457915919435,0.10053954457512115,0.1567883860008717,4.249239893776311e-19,336,jensen_full_like,0.1112,0.4808,5000,10000
safe,0.11532958434731796,0.014723372055778557,0.08647230538700854,0.1441868633076274,5.772199205954333e-15,336,jensen_full_like,0.1112,0.4808,5000,10000
full,0.10673802458018601,0.014695674826507377,0.07793503119171966,0.13554101796865237,4.3624681892837346e-13,336,jensen_full_like,0.1112,0.4808,5000,10000
base,0.1484606748446693,0.014254225697100066,0.12052290585084782,0.17639844383849076,3.8155986490775612e-25,337,jensen_full_like,0.1112,0.4842,5000,10000
tvc,0.1349088401461918,0.01424333756445753,0.1069924115002086,0.16282526879217502,4.133970079032353e-21,337,jensen_full_like,0.1112,0.4842,5000,10000
safe,0.12200950405201155,0.014569568320151657,0.09345367487421857,0.15056533322980453,7.139185902148072e-17,337,jensen_full_like,0.1112,0.4842,5000,10000
full,0.1151486851212756,0.014556039996068304,0.08661937097145718,0.143677999271094,3.1270146159541914e-15,337,jensen_full_like,0.1112,0.4842,5000,10000
base,0.1340480333371651,0.014363732066952158,0.10589563580235582,0.16220043087197442,1.5189585802159652e-20,338,jensen_full_like,0.1112,0.485,5000,10000
tvc,0.11408959367268927,0.014383643427681569,0.08589817058796714,0.1422810167574114,2.642696743168509e-15,338,jensen_full_like,0.1112,0.485,5000,10000
safe,0.10289905964487896,0.014724226844541867,0.07404010532937906,0.13175801396037887,3.1449138395262047e-12,338,jensen_full_like,0.1112,0.485,5000,10000
full,0.09171912715459662,0.014675894235090763,0.06295490301289973,0.12048335129629352,4.4553736358022403e-10,338,jensen_full_like,0.1112,0.485,5000,10000
base,0.11597348405066989,0.014587785455332881,0.08738194994402021,0.14456501815731956,2.2872217319155616e-15,339,jensen_full_like,0.1112,0.478,5000,10000
tvc,0.09759278161264691,0.014567027685877011,0.06904193198653012,0.12614363123876368,2.320822787984841e-11,339,jensen_full_like,0.1112,0.478,5000,10000
safe,0.08415316541339138,0.014841704390703616,0.055063959338422314,0.11324237148836044,1.507746319757122e-8,339,jensen_full_like,0.1112,0.478,5000,10000
full,0.07350179435212499,0.014819134814692304,0.044456823833284434,0.10254676487096555,7.285617091016379e-7,339,jensen_full_like,0.1112,0.478,5000,10000
base,0.15789026412746718,0.014276416840729977,0.12990900129135532,0.18587152696357903,4.166441199838977e-28,340,jensen_full_like,0.1112,0.4746,5000,10000
tvc,0.14068166649518796,0.014318432509746393,0.11261805446101758,0.16874527852935833,1.4024954158629508e-22,340,jensen_full_like,0.1112,0.4746,5000,10000
safe,0.13340123796562348,0.014617482900785444,0.10475149793545394,0.16205097799579302,1.0086227880275714e-19,340,jensen_full_like,0.1112,0.4746,5000,10000
full,0.1225174246315521,0.014603017301581034,0.093896036654838,0.1511388126082662,6.264278656464269e-17,340,jensen_full_like,0.1112,0.4746,5000,10000
base,0.15844561883446168,0.014164708397487034,0.13068330052387503,0.18620793714504832,1.0448770516817749e-28,341,jensen_full_like,0.1112,0.4824,5000,10000
tvc,0.14489768077920875,0.014239107708703817,0.11698954249816262,0.17280581906025488,4.34962111548492e-24,341,jensen_full_like,0.1112,0.4824,5000,10000
safe,0.12752307614595768,0.014352901434917036,0.09939190625986703,0.15565424603204833,8.782689316227463e-19,341,jensen_full_like,0.1112,0.4824,5000,10000
full,0.12048296116716128,0.014392023030216384,0.09227511436326616,0.1486908079710564,7.306100182271271e-17,341,jensen_full_like,0.1112,0.4824,5000,10000
base,0.12739389609521973,0.01405254964151823,0.09985140490688275,0.1549363872835567,1.745922531093235e-19,342,jensen_full_like,0.1112,0.4822,5000,10000
tvc,0.11556010430090649,0.01409725544315335,0.08792999135146469,0.1431902172503483,3.0943624341625976e-16,342,jensen_full_like,0.1112,0.4822,5000,10000
safe,0.09676791620793354,0.014455113636559542,0.06843641408784304,0.12509941832802404,2.4040109844299086e-11,342,jensen_full_like,0.1112,0.4822,5000,10000
full,0.09161101342963165,0.014439961222358404,0.06330920949565422,0.11991281736360909,2.432007662072151e-10,342,jensen_full_like,0.1112,0.4822,5000,10000
base,0.14213181901856942,0.014315746411170043,0.1140734716408676,0.17019016639627121,5.112017373765231e-23,343,jensen_full_like,0.1112,0.4772,5000,10000
tvc,0.12719538468732794,0.01437310837018249,0.09902460993587907,0.1553661594387768,1.1997312332561956e-18,343,jensen_full_like,0.1112,0.4772,5000,10000
safe,0.11010530175911218,0.014718263388642022,0.08125803560239937,0.138952567915825,8.6733710352429e-14,343,jensen_full_like,0.1112,0.4772,5000,10000
full,0.10325676469317885,0.014724108114490406,0.0743980430843037,0.132115486302054,2.6476181373354295e-12,343,jensen_full_like,0.1112,0.4772,5000,10000
base,0.13888864556782907,0.014223498573226183,0.1110111006301489,0.16676619050550923,2.5230263293807906e-22,344,jensen_full_like,0.1112,0.4798,5000,10000
tvc,0.12518023852836405,0.01428326245479979,0.0971855585352233,0.15317491852150478,2.540050065843971e-18,344,jensen_full_like,0.1112,0.4798,5000,10000
safe,0.11204125568205915,0.014379372534410198,0.08385820339433073,0.14022430796978758,7.978990210699257e-15,344,jensen_full_like,0.1112,0.4798,5000,10000
full,0.10424528705690511,0.01440232625167883,0.07601724631001885,0.13247332780379137,5.242171148741717e-13,344,jensen_full_like,0.1112,0.4798,5000,10000
base,0.16333554823537894,0.014381041865984394,0.13514922411788682,0.19152187235287105,1.5586750652210988e-29,345,jensen_full_like,0.1112,0.4784,5000,10000
tvc,0.15217697890636284,0.014606775524492967,0.12354822494809548,0.1808057328646302,3.698059589291185e-25,345,jensen_full_like,0.1112,0.4784,5000,10000
safe,0.13234858041680334,0.014600637069950254,0.10373185760836043,0.16096530322524624,1.7611199052113433e-19,345,jensen_full_like,0.1112,0.4784,5000,10000
full,0.1268557916712834,0.014736287745232708,0.09797319842480835,0.1557383849177585,9.795827403359e-18,345,jensen_full_like,0.1112,0.4784,5000,10000
base,0.14400411528567242,0.014242889736980685,0.11608856436541512,0.17191966620592972,8.386982169099857e-24,346,jensen_full_like,0.1112,0.484,5000,10000
tvc,0.13021810465290662,0.014262198743159581,0.10226470877596142,0.15817150052985182,9.712750724096399e-20,346,jensen_full_like,0.1112,0.484,5000,10000
safe,0.10240155362984023,0.014609084422030252,0.07376827431555578,0.13103483294412466,2.7106759667219416e-12,346,jensen_full_like,0.1112,0.484,5000,10000
full,0.0965702440001036,0.01458004976685373,0.06799387156426868,0.12514661643593852,3.878198998165814e-11,346,jensen_full_like,0.1112,0.484,5000,10000
base,0.11415252486321713,0.014100178329130674,0.08651668316252886,0.1417883665639054,7.083633949651843e-16,347,jensen_full_like,0.1112,0.4898,5000,10000
tvc,0.10215533476430924,0.014090388844815262,0.0745386801003064,0.12977198942831208,4.805466424549062e-13,347,jensen_full_like,0.1112,0.4898,5000,10000
safe,0.08803818493340128,0.01423752134456538,0.06013315586893286,0.11594321399786969,6.766680756718416e-10,347,jensen_full_like,0.1112,0.4898,5000,10000
full,0.0825343022451267,0.014214741419923701,0.05467392101252651,0.1103946834777269,6.783276613973347e-9,347,jensen_full_like,0.1112,0.4898,5000,10000
base,0.125447590616004,0.014060306704838613,0.09788989586293328,0.1530052853690747,6.309270814670126e-19,348,jensen_full_like,0.1112,0.4802,5000,10000
tvc,0.11183663766965249,0.014172890696085882,0.08405828234850135,0.13961499299080363,3.659152400684712e-15,348,jensen_full_like,0.1112,0.4802,5000,10000
safe,0.09703725463053982,0.014403006596211389,0.06880788043287267,0.12526662882820697,1.7957123979872398e-11,348,jensen_full_like,0.1112,0.4802,5000,10000
full,0.08998093865739101,0.014433341555411518,0.06169210903221912,0.11826976828256291,4.912825924100842e-10,348,jensen_full_like,0.1112,0.4802,5000,10000
base,0.1386490735591882,0.014493963757744628,0.11024142660077992,0.16705672051759649,1.69610378091753e-21,349,jensen_full_like,0.1112,0.485,5000,10000
tvc,0.12153139114856637,0.014600770484191937,0.09291440685301473,0.15014837544411802,1.0896145280143944e-16,349,jensen_full_like,0.1112,0.485,5000,10000
safe,0.10733148119387771,0.014905126661642586,0.07811796975205051,0.1365449926357049,6.867427359683638e-13,349,jensen_full_like,0.1112,0.485,5000,10000
full,0.09914917982095099,0.014921505672157255,0.06990356610841264,0.12839479353348934,3.3617983986258936e-11,349,jensen_full_like,0.1112,0.485,5000,10000
base,0.11597766964358806,0.014351508731465677,0.08784922940610322,0.1441061098810729,7.973408053460888e-16,350,jensen_full_like,0.1112,0.478,5000,10000
tvc,0.10097435677627027,0.014509207909948836,0.07253683182856689,0.12941188172397367,3.860014006326813e-12,350,jensen_full_like,0.1112,0.478,5000,10000
safe,0.08328760422353017,0.014727246734626545,0.05442273103222703,0.11215247741483331,1.641812561748077e-8,350,jensen_full_like,0.1112,0.478,5000,10000
full,0.0756352481037032,0.014781163207545448,0.04666470056730558,0.10460579564010082,3.2204717438006683e-7,350,jensen_full_like,0.1112,0.478,5000,10000
base,0.1484807752321959,0.014194029231731922,0.12066098914249263,0.1763005613218992,2.385039580997834e-25,351,jensen_full_like,0.1112,0.4736,5000,10000
tvc,0.1287278688654075,0.014235537139549672,0.1008267287713078,0.15662900895950718,2.1447420902804581e-19,351,jensen_full_like,0.1112,0.4736,5000,10000
safe,0.114322336965523,0.014409349480967407,0.08608053094217598,0.14256414298887005,2.600945417491063e-15,351,jensen_full_like,0.1112,0.4736,5000,10000
full,0.10318993081564155,0.014389711331724933,0.07498661485753279,0.1313932467737503,8.52776500204056e-13,351,jensen_full_like,0.1112,0.4736,5000,10000
base,0.1425983516396593,0.014003146737958118,0.11515268836303186,0.17004401491628676,4.0425991971916454e-24,352,jensen_full_like,0.1112,0.4834,5000,10000
tvc,0.1290776578187311,0.014103119228655299,0.1014360520608924,0.1567192635765698,7.942349972130738e-20,352,jensen_full_like,0.1112,0.4834,5000,10000
safe,0.11217705370620164,0.014271268832809462,0.08420588078020613,0.14014822663219714,4.657765833187306e-15,352,jensen_full_like,0.1112,0.4834,5000,10000
full,0.1054918523707011,0.014314076216831478,0.07743677851375007,0.13354692622765216,1.9890540004908384e-13,352,jensen_full_like,0.1112,0.4834,5000,10000
base,0.12939366998201793,0.014284897183915873,0.10139578597868518,0.15739155398535068,1.867485076041966e-19,353,jensen_full_like,0.1112,0.4804,5000,10000
tvc,0.11636328339256549,0.014331613556548196,0.08827383698138504,0.14445272980374593,5.85197206488049e-16,353,jensen_full_like,0.1112,0.4804,5000,10000
safe,0.10025304894124236,0.014610706826505308,0.07161658977261845,0.12888950810986627,7.63696263905042e-12,353,jensen_full_like,0.1112,0.4804,5000,10000
full,0.09373594512727715,0.014612020261523782,0.065096911673321,0.12237497858123329,1.538324303134127e-10,353,jensen_full_like,0.1112,0.4804,5000,10000
base,0.1324561204311306,0.01437533379371297,0.10428098392971163,0.16063125693254954,4.519910329812685e-20,354,jensen_full_like,0.1112,0.4862,5000,10000
tvc,0.11692015186475674,0.014466642110348545,0.08856605435124307,0.1452742493782704,7.91975620005728e-16,354,jensen_full_like,0.1112,0.4862,5000,10000
safe,0.09491006730178306,0.014586388321689549,0.0663212715267559,0.12349886307681021,8.430177565832691e-11,354,jensen_full_like,0.1112,0.4862,5000,10000
full,0.08733887359834137,0.014596243133824675,0.05873076274645496,0.11594698445022779,2.3338302078519165e-9,354,jensen_full_like,0.1112,0.4862,5000,10000
base,0.1545702467263806,0.014134345726164045,0.12686743815806142,0.18227305529469975,1.590151178453097e-27,355,jensen_full_like,0.1112,0.4806,5000,10000
tvc,0.1420104945732176,0.014163601840653864,0.11425034507417081,0.1697706440722644,1.9398869179138693e-23,355,jensen_full_like,0.1112,0.4806,5000,10000
safe,0.1334488905846124,0.014357996732195535,0.10530773409936536,0.16159004706985944,2.1593963997296078e-20,355,jensen_full_like,0.1112,0.4806,5000,10000
full,0.1270267659324971,0.014361604763304245,0.09887853783622189,0.1551749940287723,1.2499825988118805e-18,355,jensen_full_like,0.1112,0.4806,5000,10000
base,0.16076876447422264,0.014253270092950014,0.13283286843011877,0.18870466051832652,3.721892880759488e-29,356,jensen_full_like,0.1112,0.5062,5000,10000
tvc,0.14834143296124663,0.014303908981197471,0.12030628651996059,0.17637657940253268,6.025776418890545e-25,356,jensen_full_like,0.1112,0.5062,5000,10000
safe,0.12848521912668273,0.014562197623734518,0.09994383624840833,0.15702660200495713,1.5130099097262211e-18,356,jensen_full_like,0.1112,0.5062,5000,10000
full,0.12213277818042728,0.014585394302583949,0.09354593064704705,0.1507196257138075,7.17722384366348e-17,356,jensen_full_like,0.1112,0.5062,5000,10000
base,0.13651380860906193,0.01436125787612227,0.10836626039917009,0.16466135681895377,3.0012569891697765e-21,357,jensen_full_like,0.1112,0.48,5000,10000
tvc,0.12215789361739841,0.014447791487658618,0.09384074264544316,0.15047504458935368,3.616500980175207e-17,357,jensen_full_like,0.1112,0.48,5000,10000
safe,0.10189235816250082,0.014663450993663356,0.07315252232585258,0.13063219399914905,4.158385844602783e-12,357,jensen_full_like,0.1112,0.48,5000,10000
full,0.09490295495328777,0.014657628157014836,0.06617453166675849,0.12363137823981704,1.0414359198939699e-10,357,jensen_full_like,0.1112,0.48,5000,10000
base,0.13553293410057693,0.014115755234423585,0.10786656222652397,0.1631993059746299,1.2095196820661523e-21,358,jensen_full_like,0.1112,0.479,5000,10000
tvc,0.12499199565493076,0.01410890818323274,0.09733904375461215,0.15264494755524938,1.1028062573115516e-18,358,jensen_full_like,0.1112,0.479,5000,10000
safe,0.10677899101452387,0.014270161366330882,0.07880998868294045,0.1347479933461073,8.555787381635952e-14,358,jensen_full_like,0.1112,0.479,5000,10000
full,0.10138168532819918,0.014263863470657619,0.07342502664531375,0.1293383440110846,1.3471783033426736e-12,358,jensen_full_like,0.1112,0.479,5000,10000
