mechanism,nl_type,nl_str,lambda,delta_H,delta_Y,rho_Z,gamma_nl,twfe_s_mean,twfe_s_bias,twfe_s_mcse,twfe_s_rmse,twfe_l_mean,twfe_l_bias,twfe_l_mcse,twfe_l_rmse,adl_Ylag_mean,adl_Ylag_bias,adl_Ylag_mcse,adl_Ylag_rmse,adl_full_mean,adl_full_bias,adl_full_mcse,adl_full_rmse,adl_Dlag_mean,adl_Dlag_bias,adl_Dlag_mcse,adl_Dlag_rmse,adl_DYlag_mean,adl_DYlag_bias,adl_DYlag_mcse,adl_DYlag_rmse,adl_DZlag_mean,adl_DZlag_bias,adl_DZlag_mcse,adl_DZlag_rmse,adl_all_mean,adl_all_bias,adl_all_mcse,adl_all_rmse,adl_all_nofe_mean,adl_all_nofe_bias,adl_all_nofe_mcse,adl_all_nofe_rmse,n_sims,n_discarded
A,quadratic,0.1,0,0,0,0.5,0.0144015494862673,1.36503177543587,0.365031775435873,0.00141824056701413,0.366403996736555,1.28451212101839,0.284512121018388,0.00132930706703375,0.286057526711563,1.04573287133632,0.0457328713363181,0.000819488628501238,0.0492605802358579,1.00811602605827,0.00811602605826822,0.000805569477485647,0.0197406187421692,1.02572968974559,0.0257296897455868,0.00107106655102571,0.0351349047132688,1.03473988718258,0.0347398871825768,0.000890132907481372,0.0400279367611647,0.976228980518112,-0.0237710194818881,0.00102607689677622,0.0330215903986947,0.997136857916156,-0.00286314208384375,0.000871958251409646,0.019687378380596,0.925406245221818,-0.0745937547781824,0.000955836635216198,0.077589473930715,500,0
A,quadratic,0.1,0,0,0,0.7,0.0144015494862673,1.42292546725134,0.422925467251335,0.00149571751790382,0.424243207518458,1.28514859301194,0.28514859301194,0.00131721253227185,0.286662710298045,1.05356162967897,0.0535616296789661,0.000812084895613439,0.0565502398830523,1.00760280085716,0.0076028008571627,0.000798899620652802,0.0193980576916709,1.05434243003091,0.0543424300309094,0.00115913766985862,0.0601959813473395,1.04705871222104,0.0470587122210444,0.000853668267502048,0.0507756674191696,0.97526197374382,-0.0247380262561804,0.00108847735519125,0.0346868366456322,0.997351740463118,-0.00264825953688208,0.000841056593765615,0.0189735078290515,0.928164578183068,-0.0718354218169317,0.00094969789235925,0.0749025296295496,500,0
A,quadratic,0.1,0,0,0.1,0.5,0.0144015494862673,1.43093126729531,0.43093126729531,0.00154834454418402,0.432317065561454,1.24946886293494,0.249468862934937,0.00125523095362647,0.251039718655783,1.0418237163362,0.0418237163361987,0.000799622827482386,0.0454783705141251,1.0083237722747,0.00832377227470293,0.000780085457462378,0.0193117402642101,1.04660295645719,0.0466029564571888,0.00112152627430706,0.0529101910915772,1.03403287487859,0.0340328748785894,0.000859292962805948,0.0390728855610859,0.972295913763194,-0.0277040862368061,0.00102203428941079,0.0358991487990086,0.997598693728238,-0.00240130627176183,0.000828559853946701,0.0186637476452432,0.913344348855082,-0.0866556511449178,0.000934723571655236,0.0891357517772653,500,0
A,quadratic,0.1,0,0,0.1,0.7,0.0144015494862673,2.23511019348015,1.23511019348015,0.491258978441592,10.9443974389083,0.770746916675256,-0.229253083324744,0.418271364554558,9.26166911713632,0.603416170786278,-0.396583829213722,0.373969317097558,8.28765788974766,0.960155296533308,-0.0398447034666923,0.0227966554704719,0.506196084247649,2.13175456734153,1.13175456734153,0.790608437532427,17.5374200535443,0.833778484605762,-0.166221515394238,0.18358820188404,4.06729606114152,0.941735718003758,-0.0582642819962426,0.0272982807094475,0.607075637878442,0.986127200514997,-0.013872799485003,0.00875323409878831,0.194257090186599,0.948270703389084,-0.0517292966109156,0.0401494610986905,0.890250381140237,491,9
A,quadratic,0.2,0,0,0,0.5,0.0288030989725346,1.36460045992997,0.364600459929973,0.00133907610551393,0.365825456556143,1.28421009100503,0.284210091005029,0.00126823434442641,0.285618585856954,1.04695007115241,0.0469500711524131,0.000800926450300491,0.0502434999520668,1.00918758714354,0.00918758714354295,0.000790060949411794,0.0198968769687392,1.02685756567822,0.0268575656782202,0.0010363607492314,0.0354580962804139,1.03631612714422,0.0363161271442216,0.000874886854743475,0.0412408676927163,0.977465679319503,-0.0225343206804967,0.00101600760910029,0.0319827933105373,0.998683084111375,-0.00131691588862537,0.000859277170360747,0.0192399204248302,0.925838972891127,-0.0741610271088727,0.000973935930556728,0.0772863829471973,500,0
A,quadratic,0.2,0,0,0,0.7,0.0288030989725346,1.42403540691502,0.424035406915019,0.00152257511945819,0.425397256196825,1.28653794403654,0.286537944036544,0.00138915370863778,0.288213354370984,1.04989918411505,0.049899184115046,0.000816630422524528,0.0531291286734176,1.0046840345063,0.00468403450629906,0.000799165535679298,0.0184562805140031,1.05513959334944,0.0551395933494396,0.00107812837052196,0.0601696998963799,1.04674274540837,0.0467427454083651,0.00087850813729547,0.050695174774441,0.976870522654046,-0.0231294773459539,0.00103111489090736,0.032642127435328,0.998381960539191,-0.0016180394608093,0.000861327758668795,0.0193085193662173,0.926798891476339,-0.0732011085236607,0.000959214495383455,0.0762727239629047,500,0
A,quadratic,0.2,0,0,0.1,0.5,0.0288030989725346,1.43600416196201,0.436004161962006,0.00163540128970782,0.437531968432024,1.24991981825157,0.249919818251567,0.0012916491328276,0.251579859962162,1.03969705034671,0.0396970503467142,0.000811196657245791,0.0436373438075259,1.0052460593134,0.00524605931339695,0.000800239849791669,0.0186298862878918,1.0497791036639,0.0497791036639039,0.00111456554138718,0.0556582884956004,1.03521971925816,0.0352197192581596,0.0008587540412376,0.0401051171023248,0.973057496661241,-0.0269425033387596,0.00102210674868791,0.0353157880672377,0.99810188262279,-0.00189811737720957,0.000840083506476756,0.0188617936105491,0.911164670174741,-0.0888353298252593,0.000916070913943614,0.0911617770720272,500,0
A,quadratic,0.2,0,0,0.1,0.7,0.0288030989725346,5.08636189430369,4.08636189430369,2.91732279086713,8.23182769061002,0.981558225713998,-0.0184417742860021,0.209095184183327,0.512508414887768,0.680588270306238,-0.319411729693762,0.255638704940115,0.702944334813729,0.762676138946868,-0.237323861053132,0.150066051293738,0.43754032217675,4.18142335713372,3.18142335713372,2.61273024771098,7.14700011621236,0.963932268594824,-0.0360677314051758,0.0770752258526365,0.192209323109274,1.02187543610749,0.0218754361074889,0.0397955811163645,0.0999032750375468,1.00298503447007,0.00298503447006526,0.010222527553,0.0252172728148494,0.907337187021402,-0.0926628129785977,0.0406299347356005,0.135982155038158,7,493
A,quadratic,0.3,0,0,0,0.5,0.0432046484588019,1.36794352257558,0.367943522575581,0.00140937683875912,0.36928799195082,1.2877305225873,0.287730522587295,0.00137330288677721,0.28936127604943,1.04612873641869,0.0461287364186858,0.000810335078480289,0.0495532556988237,1.00863672951619,0.00863672951619243,0.0008169033723448,0.0201888911406812,1.02765727819016,0.0276572781901552,0.00107373053189534,0.0366090257613424,1.03572950648872,0.0357295064887153,0.000864452001911073,0.0406139014189423,0.978585960579348,-0.0214140394206518,0.00106174515220387,0.0319544232564947,0.99847912620582,-0.00152087379417976,0.000861778874829168,0.0193106656752074,0.924867915307878,-0.0751320846921225,0.000974423269417784,0.0782216786029787,500,0
A,quadratic,0.3,0,0,0,0.7,0.0432046484588019,1.42260832680642,0.422608326806418,0.00166905591736693,0.42424979194587,1.28665169136201,0.286651691362015,0.0014378918747247,0.288445646785248,1.04567487753528,0.0456748775352831,0.000868543877323247,0.0496248355444542,1.00092284491997,0.000922844919969412,0.000852530229985797,0.0190664294369211,1.0551645675938,0.0551645675938002,0.00120640350481718,0.0613952670538381,1.04669549436296,0.0466954943629609,0.00092454650249941,0.0510588633364276,0.977094536204841,-0.0229054637951589,0.00110296023831958,0.0336408144081116,0.999195161910201,-0.000804838089799032,0.000894215844560055,0.0199914764513594,0.926176017177641,-0.0738239828223591,0.000981895664672332,0.0770134784879299,500,0
A,quadratic,0.3,0,0,0.1,0.5,0.0432046484588019,1.44332396111695,0.44332396111695,0.00178436056769148,0.445112257610992,1.25043862766225,0.250438627662246,0.00132588836714059,0.25218393728873,1.03528761103127,0.0352876110312712,0.0009060010980418,0.0406794007961169,1.00022209139157,0.000222091391573587,0.000880488938717099,0.0196698868684238,1.05254826455349,0.052548264553492,0.00123632311538911,0.059363617103078,1.03568696326994,0.0356869632699364,0.000959514391765515,0.0416289876596148,0.972035779260114,-0.0279642207398858,0.00108806507886728,0.0370507296000826,0.997910527836141,-0.00208947216385891,0.00092033729210061,0.0206646857902038,0.90867030381011,-0.0913296961898898,0.000980150240585,0.0939175167830947,500,0
A,softpoly2,0,0,0,0,0.5,0,1.36539931382006,0.365399313820064,0.00137460101546069,0.366687241376183,1.28525070651155,0.285250706511554,0.0012855573931966,0.286692591137494,1.04682109762091,0.0468210976209136,0.000837412161166314,0.0504196736119351,1.00939382126615,0.00939382126615262,0.000807802536923265,0.020343642799941,1.02594630603409,0.0259463060340863,0.00107086071656793,0.0352907267038292,1.03504818606996,0.0350481860699647,0.000886864940532498,0.0402598252448391,0.976883689276251,-0.0231163107237491,0.00102766482845957,0.0325784472666161,0.997726650186999,-0.00227334981300109,0.000852983073348457,0.0191893356049224,0.924804658272573,-0.0751953417274272,0.000967949711614335,0.0782423530638455,500,0
A,softpoly2,0,0,0,0,0.7,0,1.42618518062663,0.42618518062663,0.00148753021681132,0.427478617608613,1.28873209724357,0.288732097243567,0.00138578669738728,0.290386821256106,1.05611000537877,0.0561100053787744,0.000798469385780212,0.058876751186357,1.01016516586829,0.0101651658682851,0.000797857337714391,0.0205178504349445,1.05742544182527,0.0574254418252671,0.00106405086057668,0.0621502315485649,1.04902986489712,0.0490298648971239,0.000830626611179951,0.0524233535255346,0.978946329644881,-0.021053670355119,0.00104909489564846,0.0315032773748981,0.999474644428125,-0.000525355571874719,0.000841106187520706,0.0187962322873767,0.930546369531134,-0.0694536304688658,0.000929222166238453,0.0724891043439355,500,0
A,softpoly2,0,0,0,0.1,0.5,0,1.42992039735796,0.429920397357958,0.00160013669614453,0.431403762559105,1.25084203956227,0.250842039562273,0.00130171840372927,0.252521820328981,1.04319270334477,0.0431927033447745,0.000813617305204903,0.0468607960749154,1.00998493579881,0.00998493579880555,0.000810372044376632,0.0206735015227112,1.04756109273393,0.0475610927339327,0.0011250577462867,0.053792836450155,1.03462613021566,0.034626130215659,0.000863388481765754,0.039635126961626,0.974527028564681,-0.0254729714353195,0.00105209652371713,0.0346586051978181,0.998539706936364,-0.00146029306363615,0.000861931942455371,0.0193093983818948,0.912971490205598,-0.0870285097944024,0.000919978028835209,0.0894220048099493,500,0
A,softpoly2,0,0,0,0.1,0.7,0,1.5094626077655,0.509462607765496,0.00171545976079763,0.51090175866255,1.24061550665608,0.24061550665608,0.00131021519619838,0.24238902060464,1.04627211407933,0.0462721140793283,0.000804643300155671,0.0496405732317082,1.00934635467874,0.00934635467873757,0.000785486674272394,0.019880443008018,1.08965251575234,0.0896525157523402,0.00121765888259723,0.09368797929699,1.04427330206447,0.0442733020644674,0.000866286452942374,0.0483177082729382,0.975101305731702,-0.0248986942682981,0.00106285222427568,0.0344041094455213,0.997932808795697,-0.00206719120430321,0.000851343479042615,0.0191295936551206,0.911546237196118,-0.0884537628038816,0.000973393331560109,0.0910871448040296,500,0
A,softpoly2,0.5,0,0,0,0.5,0.0900096842891707,1.36724766553634,0.367247665536336,0.00137960827074707,0.368538470194449,1.28725618287483,0.287256182874831,0.00130951734203496,0.288741783603784,1.04582783055535,0.0458278305553548,0.000813861089742889,0.049302257760022,1.00847410694904,0.00847410694904038,0.000808446315492892,0.0199486747844502,1.02660403993413,0.0266040399341321,0.00108768176736403,0.036029400532314,1.0353251969112,0.0353251969111967,0.000892884664143097,0.0405671518044135,0.977763094076579,-0.0222369059234208,0.00107370323065848,0.0327069787688006,0.998178285986854,-0.00182171401314601,0.00088690330667342,0.0198954965297282,0.925120267895622,-0.0748797321043783,0.000982595726928105,0.0780304810119069,500,0
A,softpoly2,0.5,0,0,0,0.7,0.0900096842891707,1.42553078817439,0.425530788174391,0.00158073510985554,0.426993342693532,1.28700263136842,0.287002631368421,0.0013464247388884,0.288574301249376,1.05386178793152,0.0538617879315175,0.000829899343562498,0.0569628820064616,1.00815205686126,0.00815205686126452,0.000791835511745811,0.0194764156461733,1.05752651537069,0.0575265153706852,0.0011461588632106,0.0629668671637083,1.04874501810493,0.0487450181049289,0.00089994649968147,0.0527277795615558,0.978292113753204,-0.0217078862467962,0.00104789630352864,0.03192456060959,0.999481032531985,-0.000518967468014608,0.000854284447807874,0.0190903243607408,0.929540589518404,-0.0704594104815963,0.000945834967722719,0.0735590634436807,500,0
A,softpoly2,0.5,0,0,0.1,0.5,0.0900096842891707,1.43804524859308,0.438045248593077,0.00162325790808031,0.43954349951604,1.25423202145076,0.25423202145076,0.00129705445133981,0.255877731554663,1.04386038698659,0.0438603869865917,0.000864674415548939,0.0479251166636151,1.01001217576185,0.0100121757618497,0.000848912534190541,0.0214440960720746,1.05183775305531,0.0518377530553122,0.00119619383001703,0.0583194787496421,1.03669062863307,0.0366906286330748,0.000906928009472545,0.0419122764623775,0.976854863689776,-0.023145136310224,0.00112025657666063,0.0340870907939793,1.00015293765044,0.000152937650435447,0.00089490297219448,0.0199912031507995,0.913983485247532,-0.0860165147524682,0.000925846012086948,0.0884679548671277,500,0
A,softpoly2,0.5,0,0,0.1,0.7,0.0900096842891707,1.5134302222817,0.513430222281701,0.00185145809416385,0.515093305909118,1.24002837361939,0.240028373619385,0.00128782895981158,0.241746175468821,1.04311168096682,0.0431116809668179,0.000831126997109007,0.046939453622311,1.00623694295113,0.00623694295112576,0.000819821539038851,0.0193463440462466,1.08976047865169,0.0897604786516915,0.00126389837552959,0.0940960447654961,1.04283972162241,0.042839721622409,0.000881050355739279,0.0471443566466899,0.973870744212413,-0.0261292557875875,0.00109763340270831,0.0358320073718588,0.99720247030222,-0.00279752969778024,0.000866951066371363,0.0195672339383905,0.909226387468797,-0.090773612531203,0.000959264431500478,0.0932685513369131,500,0
A,softpoly2,1,0,0,0,0.5,0.180019368578341,1.36676250137569,0.366762501375689,0.00141410900956261,0.368120340183104,1.28624362787022,0.286243627870216,0.00134534207166776,0.287816916104514,1.04407842548939,0.0440784254893916,0.00088092858195084,0.0482716183870637,1.00653681370413,0.00653681370413461,0.000869848067361738,0.0205010030946962,1.0259311190968,0.0259311190967964,0.00114608429188716,0.0364398686943761,1.0353092334581,0.0353092334581011,0.000943178332482089,0.0411174545109941,0.976651974402449,-0.0233480255975506,0.00112227087039627,0.0342580904410526,0.998107370799578,-0.00189262920042232,0.000934745880542821,0.0209662401499407,0.924554586705552,-0.0754454132944484,0.000994033306991371,0.0786452375713802,500,0
A,softpoly2,1,0,0,0,0.7,0.180019368578341,1.42469109251273,0.424691092512728,0.00162711488238426,0.426243625145353,1.28707585569205,0.287075855692053,0.00142541777531799,0.288836325663146,1.04744360632933,0.047443606329326,0.000849333348473242,0.0510965554886982,1.00184471315945,0.0018447131594459,0.000834605891954897,0.0187347243664982,1.05635740277242,0.0563574027724176,0.00120450535153452,0.062450961442145,1.04803881240237,0.0480388124023661,0.000906727168892987,0.052134273009943,0.977446799441775,-0.0225532005582246,0.00112308006048742,0.0337348478243114,0.99973535472724,-0.000264645272760156,0.000882636343527321,0.019718378423773,0.927829394971861,-0.0721706050281388,0.000962163373523752,0.0753030520659392,500,0
A,softpoly2,1,0,0,0.1,0.5,0.180019368578341,1.43774911963688,0.437749119636876,0.00151141782891375,0.43904919916313,1.25012245856742,0.250122458567417,0.00125870020219471,0.251697880509775,1.03682548325638,0.0368254832563837,0.000832908406483386,0.0412588255703911,1.00305907665476,0.00305907665476224,0.000833574321012345,0.0188702458425071,1.05059099410666,0.0505909941066569,0.00115026036894777,0.0567421804654117,1.03494861139086,0.034948611390855,0.000878154971350936,0.0400775792538605,0.973356120895339,-0.0266438791046613,0.00109418334822127,0.0361568479863309,0.998817216442121,-0.00118278355787849,0.000878390074370143,0.0196573642484955,0.911350662875639,-0.0886493371243607,0.00098566832263043,0.0913427854385056,500,0
A,softpoly2,1,0,0,0.1,0.7,0.180019368578341,1.50904164027805,0.509041640278048,0.00194627731218327,0.51089490233271,1.23585643719115,0.235856437191146,0.00126937469213589,0.237554843577035,1.03390555448826,0.0339055544882587,0.000843589736286137,0.0387904215380133,0.998269743730728,-0.00173025626927226,0.000830551605972341,0.0186336243355604,1.08734824262821,0.0873482426282055,0.00129361906728897,0.0920041693923237,1.03987910551358,0.0398791055135848,0.00091565561780308,0.0448187152488823,0.970933107455026,-0.0290668925449739,0.00110056886330167,0.0380696585463115,0.996761227809478,-0.00323877219052182,0.000897161573069463,0.0203010884070323,0.906652971009394,-0.0933470289906061,0.000977341605773469,0.0958661094023671,500,0
A,softpoly2,2,0,0,0,0.5,0.360038737156683,1.36859037529948,0.368590375299478,0.00167624379012771,0.370487451328837,1.28778127468397,0.28778127468397,0.00154359879416878,0.28983965908787,1.0364854682639,0.0364854682638991,0.000944015431221325,0.0421412007006634,0.998587555774779,-0.00141244422522135,0.000914903407777216,0.0204861434444109,1.02841180147865,0.0284118014786525,0.0012771580034485,0.0402637009424478,1.03763173225398,0.0376317322539788,0.00100069826093791,0.0437703596072476,0.978566830067334,-0.021433169932666,0.00122642239132967,0.0347840854768093,1.00065702055898,0.000657020558980204,0.000962526492056356,0.0215112492134271,0.925589435188331,-0.0744105648116686,0.00101224473250123,0.0777703492047663,500,0
A,softpoly2,2,0,0,0,0.7,0.360038737156683,1.43080095347012,0.430800953470119,0.00192331946435057,0.432938033942476,1.2919069791695,0.291906979169498,0.00163713714268857,0.294188907475831,1.02809766365829,0.0280976636582908,0.000957954993133967,0.0353185490885557,0.983734198781092,-0.0162658012189079,0.000930888767746856,0.0264005053806501,1.05940343680875,0.0594034368087471,0.00142069165795658,0.0673493306083848,1.04840432979288,0.0484043297928845,0.00101558458922965,0.0534570272235637,0.979929469843833,-0.0200705301561669,0.00127171286724637,0.034782693045434,1.0033889421424,0.00338894214240493,0.000959621541960682,0.0217025530119908,0.924416895138704,-0.0755831048612962,0.000984840224308419,0.0787196987031467,500,0
A,softpoly2,2,0,0,0.1,0.5,0.360038737156683,1.45462847167122,0.454628471671225,0.00199922323550828,0.456816699709267,1.24706873231228,0.24706873231228,0.00147904852494782,0.249268054855477,1.02117667215343,0.0211766721534252,0.000899379772391787,0.0291904872691844,0.985783872590193,-0.0142161274098072,0.000857320091219949,0.0238508312265579,1.06184727156811,0.0618472715681062,0.00135226324739811,0.0688299667997933,1.03703447746035,0.037034477460349,0.000958515587420348,0.0427786142166114,0.972621078804837,-0.0273789211951634,0.00118768750055166,0.0381247363754206,1.00005509834042,5.50983404179473e-05,0.000901379667768823,0.0201353719423101,0.907543978463882,-0.0924560215361179,0.000999860137876226,0.0951155946501346,500,0
A,softpoly2,2,0,0,0.1,0.7,0.360038737156683,1.51401010446572,0.514010104465724,0.00240590524835955,0.516812141057892,1.23106556974551,0.231065569745514,0.00156229983172369,0.233686215090143,1.00882541402366,0.00882541402365611,0.000943301744407444,0.0228452884641233,0.976839863484356,-0.023160136515644,0.000925030041984683,0.0310383074946393,1.09441090250042,0.0944109025004169,0.00156068589487243,0.100642202885806,1.03732359643714,0.0373235964371408,0.000960560742239401,0.0430519063901794,0.971435175440122,-0.0285648245598775,0.00127276801405119,0.0403025864246316,1.00165708384109,0.0016570838410872,0.000938824247245043,0.0210371105310779,0.903795984915558,-0.0962040150844419,0.000985011892465976,0.0986882287007368,500,0
B,none,0,0,0,0,0.5,0,1.36477380987225,0.364773809872246,0.00130653461830644,0.365939532833528,1.28453110380316,0.284531103803155,0.00125104716218023,0.285900233321765,1.04634773992807,0.0463477399280745,0.000789388257208657,0.0495888775122937,1.00869535044341,0.00869535044340686,0.000776446904269909,0.0194020913077346,1.02531415480267,0.025314154802665,0.00105778566381546,0.0346286410092783,1.03492244705899,0.0349224470589939,0.000847870419576877,0.0397278309065141,0.976277686593352,-0.0237223134066484,0.0010306021243352,0.0330568658823954,0.997480281104693,-0.00251971889530667,0.000829720442539105,0.0187050408628862,0.925437421707816,-0.0745625782921837,0.000932358558779962,0.0774167619457248,500,0
