mechanism,nl_type,nl_str,lambda,delta_H,delta_Y,rho_Z,gamma_nl,twfe_s_mean,twfe_s_bias,twfe_s_mcse,twfe_s_rmse,twfe_l_mean,twfe_l_bias,twfe_l_mcse,twfe_l_rmse,adl_Ylag_mean,adl_Ylag_bias,adl_Ylag_mcse,adl_Ylag_rmse,adl_full_mean,adl_full_bias,adl_full_mcse,adl_full_rmse,adl_Dlag_mean,adl_Dlag_bias,adl_Dlag_mcse,adl_Dlag_rmse,adl_DYlag_mean,adl_DYlag_bias,adl_DYlag_mcse,adl_DYlag_rmse,adl_DZlag_mean,adl_DZlag_bias,adl_DZlag_mcse,adl_DZlag_rmse,adl_all_mean,adl_all_bias,adl_all_mcse,adl_all_rmse,adl_all_nofe_mean,adl_all_nofe_bias,adl_all_nofe_mcse,adl_all_nofe_rmse,n_sims,n_discarded
A,power1.5,0.5,0,0,0,0.5,0.08485737883728,1.41383682058239,0.413836820582394,0.00151521629491828,0.415218687440145,1.29234617394973,0.292346173949733,0.00131850871587096,0.293826104311253,1.06707601458066,0.0670760145806599,0.000823773926055098,0.0695544022270897,1.00833775960385,0.00833775960385075,0.000796111733431162,0.0196413183715576,1.05658513533796,0.0565851353379629,0.00109708871399532,0.0616642178313904,1.0598508103354,0.0598508103353967,0.000860129601464426,0.0628592963731697,0.976201009969382,-0.0237989900306184,0.00104575112526992,0.0333481039800334,0.997441955800782,-0.00255804419921801,0.000833326524896505,0.0187900427241691,0.931234507517851,-0.0687654924821493,0.000904735857984186,0.0716738996825274,500,0
A,power1.5,0.5,0,0,0,0.7,0.08485737883728,1.51580337927965,0.515803379279651,0.0017408042801541,0.517267141279694,1.29788368110041,0.29788368110041,0.00133111670710482,0.29936407840322,1.08009644461671,0.0800964446167134,0.000874709523616368,0.0824453376416163,1.00929347270673,0.00929347270672909,0.000783348520434202,0.0198134412023625,1.11370608857001,0.113706088570012,0.00122241630583666,0.116939005847725,1.0856834553182,0.0856834553182006,0.000932038866521663,0.0881767205285549,0.97794806189143,-0.0220519381085701,0.00106839720394265,0.0324943501928421,0.99996440063863,-3.55993613697647e-05,0.000856202642016244,0.0191261513757508,0.939244213358943,-0.0607557866410574,0.00097247045226345,0.0645226262783522,500,0
A,power1.5,0.5,0,0,0.1,0.5,0.08485737883728,1.52800744199656,0.528007441996561,0.00188808545186358,0.529689274267327,1.25499979665329,0.254999796653287,0.00130134405349761,0.25665141918497,1.06565760241706,0.0656576024170574,0.000881796335150498,0.0685487095336018,1.0094310645879,0.0094310645879041,0.000810739004524949,0.0204190241749407,1.09402425404972,0.0940242540497227,0.00124986586018404,0.0980820091513482,1.0658664372626,0.0658664372626006,0.000892185613086977,0.068815617025495,0.971438630108236,-0.0285613698917643,0.00106719492790832,0.0372030301475114,0.999342971534082,-0.000657028465917531,0.000832859046497181,0.0186162597714952,0.914725064523729,-0.085274935476271,0.000967086607143604,0.0879687877422141,500,0
A,power1.5,0.5,0,0,0.1,0.7,0.08485737883728,1.85041769314852,0.850417693148516,0.0429704627714737,1.28169718220637,1.22997739616371,0.229977396163706,0.00378617366662971,0.245007118347836,1.05225066642027,0.052250666420266,0.00552228945700812,0.133854328294454,0.993477666083981,-0.0065223339160192,0.00215267277382601,0.0484796129847959,1.2828067769934,0.282806776993403,0.0347515041229358,0.825468266161089,1.09171785538052,0.0917178553805198,0.00215480156683617,0.103558985859446,0.96823058616785,-0.0317694138321499,0.00176809845081843,0.0506569775733618,0.997952381550123,-0.002047618449877,0.000844537362237701,0.0189575297101588,0.900165439982326,-0.0998345600176744,0.00216206850880824,0.11088219159017,499,1
A,power1.5,1,0,0,0,0.5,0.16971475767456,1.46460463015689,0.464604630156888,0.00172878889252987,0.466206852340945,1.3023515417668,0.302351541766799,0.00144674259513549,0.304073829542947,1.08639582508338,0.0863958250833845,0.00093704878417174,0.0888953921380277,1.00853392828111,0.00853392828111366,0.000836196901503901,0.0205363418283654,1.08881275610045,0.0888127561004528,0.00129838478176934,0.0934286966829897,1.08513051591534,0.0851305159153373,0.000978092330108276,0.0878895919805844,0.977278218849314,-0.0227217811506858,0.00115998833782536,0.0344633172759268,0.998454662072122,-0.00154533792787781,0.000874314865860935,0.0195917555405171,0.938911403256707,-0.0610885967432933,0.001007862318977,0.0651052539555568,500,0
A,power1.5,1,0,0,0,0.7,0.16971475767456,1.60011911837495,0.600119118374948,0.00195985483001827,0.601713910995536,1.30422611912569,0.304226119125686,0.00137183805648346,0.305765628292703,1.09490179328752,0.094901793287516,0.000923063666062213,0.0971160212758787,1.00497729310065,0.00497729310064843,0.000793062916635936,0.0184016002752904,1.16644156552738,0.166441565527375,0.00145374926463221,0.169579995313387,1.11599273041527,0.115992730415273,0.000954325285589577,0.117935453311536,0.975410403424609,-0.0245895965753912,0.00119270747764327,0.0362560515255915,0.998435373581044,-0.00156462641895649,0.000863541343107502,0.0193534022282284,0.947402880157798,-0.0525971198422021,0.00101090504394814,0.0572398426852047,500,0
A,power1.5,1,0,0,0.1,0.5,0.16971475767456,1.64226040672789,0.642260406727885,0.00226782826336488,0.644255236316551,1.25504549125206,0.255045491252061,0.00138857030546403,0.25692477153268,1.08171524978186,0.0817152497818618,0.000930545959553247,0.0843176969713338,1.00370772144122,0.00370772144122444,0.000834299799489421,0.0190020846183867,1.14767990106325,0.147679901063254,0.00152637106735293,0.151564928948102,1.09463732235979,0.0946373223597909,0.00096624648121188,0.0970675294956852,0.964935221849837,-0.0350647781501633,0.00117509257450957,0.0438015879106599,0.997400182121323,-0.00259981787867714,0.000874007377524528,0.0196961826781225,0.913988310655257,-0.0860116893447433,0.00100669685964236,0.0889028489362198,500,0
A,power1.5,2,0,0,0,0.5,0.33942951534912,1.55880076821141,0.558800768211408,0.00189721572613656,0.560405578917535,1.31672434901015,0.316724349010148,0.0014698714191227,0.318421754483406,1.11708467753271,0.117084677532708,0.00100095874592055,0.119200583052453,1.00633729225051,0.00633729225050805,0.000742508491163801,0.0177558267600828,1.15029449210465,0.150294492104651,0.00145495452489048,0.153768539692211,1.13027115064454,0.130271150644539,0.00104106968945388,0.132330653717511,0.978717868065649,-0.0212821319343507,0.00116108871838454,0.0335506262033823,0.999247521741383,-0.000752478258617462,0.000803343012580404,0.0179610929919287,0.950502721640566,-0.0494972783594337,0.000995473544892634,0.0542630020060008,500,0
A,power1.5,2,0,0,0,0.7,0.33942951534912,1.78205601177777,0.782056011777774,0.00286820641127764,0.784676164387951,1.32441476813045,0.324414768130448,0.00169006755437392,0.32660411758269,1.12681189223118,0.126811892231182,0.00118459038778139,0.129543351625153,0.998923030580276,-0.00107696941972413,0.000844963097504066,0.0189057456495826,1.28168939875169,0.281689398751692,0.00197179165441563,0.285112277131261,1.17609222826897,0.176092228268974,0.00118321058275747,0.178064781781867,0.974634882609405,-0.0253651173905953,0.00134918450007006,0.0393918556181109,0.998766698471689,-0.00123330152831069,0.000881373571196177,0.019726984039363,0.962569155207867,-0.037430844792133,0.00103289673092195,0.0439708891719353,500,0
A,power1.5,2,0,0,0.1,0.5,0.33942951534912,11.2713893044621,10.271389304462,4.33448067062356,22.7778694634073,0.0477293611285264,-0.952270638871474,0.788878353226525,3.82074058342402,-0.435282859516796,-1.4352828595168,0.972782246987801,4.78317399725587,0.42056860493508,-0.57943139506492,0.295760033044669,1.50338573852878,10.8766205043153,9.87662050431531,4.83150847065583,24.7205190647503,0.589063538947415,-0.410936461052585,0.406697034850288,1.95133884665241,0.974151816622727,-0.0258481833772731,0.13776567472164,0.646695069934118,0.990157217952645,-0.00984278204735478,0.0471568458012256,0.221404107208254,1.2438249994253,0.243824999425301,0.235332793489343,1.13041768897948,23,477
