polity4	year	iso	dqamtcode	pwtcode	countryname	wbregion	oecd	cur100	cap100
"1999COG"	1999	"COG"	72	"12"	"Congo, Rep."	"ssa"	"0"	25.0	25.0
"1971FJI"	1971	"FJI"	73	"146"	"Fiji"	"eap"	"0"	81.25	75.0
"1972FJI"	1972	"FJI"	73	"146"	"Fiji"	"eap"	"0"	50.0	50.0
"1973FJI"	1973	"FJI"	73	"146"	"Fiji"	"eap"	"0"	50.0	50.0
"1974FJI"	1974	"FJI"	73	"146"	"Fiji"	"eap"	"0"	37.5	50.0
"1975FJI"	1975	"FJI"	73	"146"	"Fiji"	"eap"	"0"	37.5	50.0
"1976FJI"	1976	"FJI"	73	"146"	"Fiji"	"eap"	"0"	37.5	37.5
"1977FJI"	1977	"FJI"	73	"146"	"Fiji"	"eap"	"0"	37.5	25.0
"1978FJI"	1978	"FJI"	73	"146"	"Fiji"	"eap"	"0"	37.5	25.0
"1979FJI"	1979	"FJI"	73	"146"	"Fiji"	"eap"	"0"	37.5	25.0
"1980FJI"	1980	"FJI"	73	"146"	"Fiji"	"eap"	"0"	37.5	25.0
"1981FJI"	1981	"FJI"	73	"146"	"Fiji"	"eap"	"0"	31.25	25.0
"1982FJI"	1982	"FJI"	73	"146"	"Fiji"	"eap"	"0"	31.25	25.0
"1983FJI"	1983	"FJI"	73	"146"	"Fiji"	"eap"	"0"	31.25	25.0
"1984FJI"	1984	"FJI"	73	"146"	"Fiji"	"eap"	"0"	31.25	25.0
"1985FJI"	1985	"FJI"	73	"146"	"Fiji"	"eap"	"0"	31.25	25.0
"1986FJI"	1986	"FJI"	73	"146"	"Fiji"	"eap"	"0"	31.25	25.0
"1987FJI"	1987	"FJI"	73	"146"	"Fiji"	"eap"	"0"	25.0	12.5
"1988FJI"	1988	"FJI"	73	"146"	"Fiji"	"eap"	"0"	25.0	12.5
"1989FJI"	1989	"FJI"	73	"146"	"Fiji"	"eap"	"0"	25.0	12.5
"1990FJI"	1990	"FJI"	73	"146"	"Fiji"	"eap"	"0"	25.0	12.5
"1991FJI"	1991	"FJI"	73	"146"	"Fiji"	"eap"	"0"	25.0	12.5
"1992FJI"	1992	"FJI"	73	"146"	"Fiji"	"eap"	"0"	25.0	12.5
"1993FJI"	1993	"FJI"	73	"146"	"Fiji"	"eap"	"0"	25.0	12.5
"1994FJI"	1994	"FJI"	73	"146"	"Fiji"	"eap"	"0"	43.75	50.0
"1995FJI"	1995	"FJI"	73	"146"	"Fiji"	"eap"	"0"	43.75	50.0
"1996FJI"	1996	"FJI"	73	"146"	"Fiji"	"eap"	"0"	43.75	50.0
"1997FJI"	1997	"FJI"	73	"146"	"Fiji"	"eap"	"0"	43.75	50.0
"1998FJI"	1998	"FJI"	73	"146"	"Fiji"	"eap"	"0"	50.0	50.0
"1999FJI"	1999	"FJI"	73	"146"	"Fiji"	"eap"	"0"	50.0	50.0
"1963GAB"	1963	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	56.25	75.0
"1964GAB"	1964	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	56.25	75.0
"1965GAB"	1965	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	56.25	62.5
"1966GAB"	1966	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	56.25	62.5
"1967GAB"	1967	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	81.25	75.0
"1968GAB"	1968	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	62.5
"1969GAB"	1969	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	62.5
"1970GAB"	1970	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1971GAB"	1971	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1972GAB"	1972	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1973GAB"	1973	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1974GAB"	1974	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1975GAB"	1975	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1976GAB"	1976	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1977GAB"	1977	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1978GAB"	1978	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1979GAB"	1979	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1980GAB"	1980	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1981GAB"	1981	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1982GAB"	1982	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1983GAB"	1983	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1984GAB"	1984	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1985GAB"	1985	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1986GAB"	1986	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1987GAB"	1987	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1988GAB"	1988	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1989GAB"	1989	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1990GAB"	1990	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1991GAB"	1991	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1992GAB"	1992	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1993GAB"	1993	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1994GAB"	1994	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1995GAB"	1995	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1996GAB"	1996	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1997GAB"	1997	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1998GAB"	1998	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1999GAB"	1999	"GAB"	74	"16"	"Gabon"	"ssa"	"0"	50.0	50.0
"1961CIV"	1961	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	56.25	50.0
"1962CIV"	1962	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	56.25	50.0
"1963CIV"	1963	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	56.25	50.0
"1964CIV"	1964	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	56.25	50.0
"1965CIV"	1965	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	56.25	50.0
"1966CIV"	1966	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	56.25	50.0
"1967CIV"	1967	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	93.75	75.0
"1968CIV"	1968	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	56.25	50.0
"1969CIV"	1969	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	56.25	50.0
"1970CIV"	1970	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	56.25	50.0
"1971CIV"	1971	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	56.25	50.0
"1972CIV"	1972	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	56.25	50.0
"1973CIV"	1973	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	56.25	50.0
"1974CIV"	1974	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	56.25	50.0
"1975CIV"	1975	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	56.25	50.0
"1976CIV"	1976	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	56.25	50.0
"1977CIV"	1977	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	56.25	50.0
"1978CIV"	1978	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	50.0	50.0
"1979CIV"	1979	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	50.0	50.0
"1980CIV"	1980	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	50.0
"1981CIV"	1981	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	37.5
"1982CIV"	1982	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	25.0
"1983CIV"	1983	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	25.0
"1984CIV"	1984	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	25.0
"1985CIV"	1985	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	25.0
"1986CIV"	1986	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	25.0
"1987CIV"	1987	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	25.0
"1988CIV"	1988	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	25.0
"1989CIV"	1989	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	25.0
"1990CIV"	1990	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	25.0
"1991CIV"	1991	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	25.0
"1992CIV"	1992	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	25.0
"1993CIV"	1993	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	25.0
"1994CIV"	1994	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	25.0
"1995CIV"	1995	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	25.0
"1996CIV"	1996	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	25.0
"1997CIV"	1997	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	25.0
"1998CIV"	1998	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	25.0
"1999CIV"	1999	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	25.0
"2000CIV"	2000	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	37.5
"2001CIV"	2001	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	37.5
"2002CIV"	2002	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	37.5
"2003CIV"	2003	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	37.5
"2004CIV"	2004	"CIV"	75	"21"	"Cote d'Ivoire"	"ssa"	"0"	43.75	37.5
"1961JAM"	1961	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	62.5	62.5
"1962JAM"	1962	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	62.5	62.5
"1963JAM"	1963	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	62.5	62.5
"1964JAM"	1964	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	62.5	62.5
"1965JAM"	1965	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	62.5	50.0
"1966JAM"	1966	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	62.5	50.0
"1967JAM"	1967	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	62.5	50.0
"1968JAM"	1968	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	62.5	50.0
"1969JAM"	1969	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	62.5	50.0
"1970JAM"	1970	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	56.25	37.5
"1971JAM"	1971	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	43.75	37.5
"1972JAM"	1972	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	37.5	37.5
"1973JAM"	1973	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	37.5	37.5
"1974JAM"	1974	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	25.0	37.5
"1975JAM"	1975	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	25.0	37.5
"1976JAM"	1976	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	25.0	37.5
"1977JAM"	1977	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	25.0	25.0
"1978JAM"	1978	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	25.0	25.0
"1979JAM"	1979	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	25.0	37.5
"1980JAM"	1980	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	25.0	37.5
"1981JAM"	1981	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	25.0	37.5
"1982JAM"	1982	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	25.0	37.5
"1983JAM"	1983	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	25.0	37.5
"1984JAM"	1984	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	25.0	37.5
"1985JAM"	1985	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	25.0	37.5
"1986JAM"	1986	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	25.0	37.5
"1987JAM"	1987	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	25.0	37.5
"1988JAM"	1988	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	25.0	37.5
"1989JAM"	1989	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	25.0	37.5
"1990JAM"	1990	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	31.25	37.5
"1991JAM"	1991	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	87.5	87.5
"1992JAM"	1992	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	93.75	87.5
"1993JAM"	1993	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	93.75	87.5
"1994JAM"	1994	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	93.75	87.5
"1995JAM"	1995	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	93.75	87.5
"1996JAM"	1996	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	93.75	75.0
"1997JAM"	1997	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	93.75	75.0
"1998JAM"	1998	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	93.75	75.0
"1999JAM"	1999	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	93.75	75.0
"2000JAM"	2000	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	93.75	75.0
"2001JAM"	2001	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	93.75	75.0
"2002JAM"	2002	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	93.75	75.0
"2003JAM"	2003	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	93.75	75.0
"2004JAM"	2004	"JAM"	76	"63"	"Jamaica"	"lac"	"0"	93.75	75.0
"1963KEN"	1963	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	56.25	75.0
"1964KEN"	1964	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	56.25	75.0
"1965KEN"	1965	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	37.5	25.0
"1966KEN"	1966	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	31.25	25.0
"1967KEN"	1967	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1968KEN"	1968	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1969KEN"	1969	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1970KEN"	1970	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1971KEN"	1971	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1972KEN"	1972	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1973KEN"	1973	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1974KEN"	1974	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1975KEN"	1975	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1976KEN"	1976	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1977KEN"	1977	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1978KEN"	1978	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1979KEN"	1979	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1980KEN"	1980	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1981KEN"	1981	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1982KEN"	1982	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1983KEN"	1983	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1984KEN"	1984	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1985KEN"	1985	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1986KEN"	1986	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1987KEN"	1987	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1988KEN"	1988	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1989KEN"	1989	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1990KEN"	1990	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	18.75	25.0
"1991KEN"	1991	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	37.5	37.5
"1992KEN"	1992	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	62.5	37.5
"1993KEN"	1993	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	62.5	37.5
"1994KEN"	1994	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	87.5	50.0
"1995KEN"	1995	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	93.75	75.0
"1996KEN"	1996	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	93.75	75.0
"1997KEN"	1997	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	93.75	75.0
"1998KEN"	1998	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	93.75	75.0
"1999KEN"	1999	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	93.75	75.0
"2000KEN"	2000	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	93.75	75.0
"2001KEN"	2001	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	93.75	75.0
"2002KEN"	2002	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	93.75	75.0
"2003KEN"	2003	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	93.75	75.0
"2004KEN"	2004	"KEN"	77	"22"	"Kenya"	"ssa"	"0"	93.75	75.0
"1968MUS"	1968	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	37.5	62.5
"1969MUS"	1969	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	37.5	62.5
"1970MUS"	1970	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	37.5	62.5
"1971MUS"	1971	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	37.5	62.5
"1972MUS"	1972	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	37.5	62.5
"1973MUS"	1973	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	37.5	62.5
"1974MUS"	1974	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	37.5	62.5
"1975MUS"	1975	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	37.5	62.5
"1976MUS"	1976	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	31.25	62.5
"1977MUS"	1977	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	31.25	62.5
"1978MUS"	1978	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	31.25	62.5
"1979MUS"	1979	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	25.0	62.5
"1980MUS"	1980	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	25.0	62.5
"1981MUS"	1981	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	25.0	50.0
"1982MUS"	1982	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	25.0	50.0
"1983MUS"	1983	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	25.0	50.0
"1984MUS"	1984	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	25.0	50.0
"1985MUS"	1985	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	25.0	50.0
"1986MUS"	1986	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	31.25	50.0
"1987MUS"	1987	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	31.25	50.0
"1988MUS"	1988	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	37.5	50.0
"1989MUS"	1989	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	37.5	62.5
"1990MUS"	1990	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	37.5	62.5
"1991MUS"	1991	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	37.5	62.5
"1992MUS"	1992	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	37.5	62.5
"1993MUS"	1993	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	75.0	75.0
"1994MUS"	1994	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	87.5	87.5
"1995MUS"	1995	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	93.75	87.5
"1996MUS"	1996	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	93.75	87.5
"1997MUS"	1997	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	100.0	87.5
"1998MUS"	1998	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	93.75	87.5
"1999MUS"	1999	"MUS"	78	"29"	"Mauritius"	"ssa"	"0"	93.75	87.5
"1961NPL"	1961	"NPL"	79	"103"	"Nepal"	"sa"	"0"	56.25	37.5
"1962NPL"	1962	"NPL"	79	"103"	"Nepal"	"sa"	"0"	56.25	37.5
"1963NPL"	1963	"NPL"	79	"103"	"Nepal"	"sa"	"0"	56.25	37.5
"1964NPL"	1964	"NPL"	79	"103"	"Nepal"	"sa"	"0"	31.25	25.0
"1965NPL"	1965	"NPL"	79	"103"	"Nepal"	"sa"	"0"	25.0	37.5
"1966NPL"	1966	"NPL"	79	"103"	"Nepal"	"sa"	"0"	25.0	37.5
"1967NPL"	1967	"NPL"	79	"103"	"Nepal"	"sa"	"0"	25.0	37.5
"1968NPL"	1968	"NPL"	79	"103"	"Nepal"	"sa"	"0"	25.0	37.5
"1969NPL"	1969	"NPL"	79	"103"	"Nepal"	"sa"	"0"	25.0	37.5
"1970NPL"	1970	"NPL"	79	"103"	"Nepal"	"sa"	"0"	18.75	37.5
"1971NPL"	1971	"NPL"	79	"103"	"Nepal"	"sa"	"0"	18.75	37.5
"1972NPL"	1972	"NPL"	79	"103"	"Nepal"	"sa"	"0"	18.75	37.5
"1973NPL"	1973	"NPL"	79	"103"	"Nepal"	"sa"	"0"	18.75	37.5
"1974NPL"	1974	"NPL"	79	"103"	"Nepal"	"sa"	"0"	18.75	37.5
"1975NPL"	1975	"NPL"	79	"103"	"Nepal"	"sa"	"0"	18.75	37.5
"1976NPL"	1976	"NPL"	79	"103"	"Nepal"	"sa"	"0"	18.75	37.5
"1977NPL"	1977	"NPL"	79	"103"	"Nepal"	"sa"	"0"	18.75	37.5
"1978NPL"	1978	"NPL"	79	"103"	"Nepal"	"sa"	"0"	25.0	37.5
"1979NPL"	1979	"NPL"	79	"103"	"Nepal"	"sa"	"0"	25.0	37.5
"1980NPL"	1980	"NPL"	79	"103"	"Nepal"	"sa"	"0"	25.0	37.5
"1981NPL"	1981	"NPL"	79	"103"	"Nepal"	"sa"	"0"	25.0	37.5
"1982NPL"	1982	"NPL"	79	"103"	"Nepal"	"sa"	"0"	25.0	37.5
"1983NPL"	1983	"NPL"	79	"103"	"Nepal"	"sa"	"0"	25.0	37.5
"1984NPL"	1984	"NPL"	79	"103"	"Nepal"	"sa"	"0"	25.0	37.5
"1985NPL"	1985	"NPL"	79	"103"	"Nepal"	"sa"	"0"	31.25	37.5
"1986NPL"	1986	"NPL"	79	"103"	"Nepal"	"sa"	"0"	31.25	37.5
"1987NPL"	1987	"NPL"	79	"103"	"Nepal"	"sa"	"0"	31.25	37.5
"1988NPL"	1988	"NPL"	79	"103"	"Nepal"	"sa"	"0"	31.25	37.5
"1989NPL"	1989	"NPL"	79	"103"	"Nepal"	"sa"	"0"	31.25	37.5
"1990NPL"	1990	"NPL"	79	"103"	"Nepal"	"sa"	"0"	31.25	37.5
"1991NPL"	1991	"NPL"	79	"103"	"Nepal"	"sa"	"0"	31.25	37.5
"1992NPL"	1992	"NPL"	79	"103"	"Nepal"	"sa"	"0"	75.0	37.5
"1993NPL"	1993	"NPL"	79	"103"	"Nepal"	"sa"	"0"	75.0	37.5
"1994NPL"	1994	"NPL"	79	"103"	"Nepal"	"sa"	"0"	81.25	37.5
"1995NPL"	1995	"NPL"	79	"103"	"Nepal"	"sa"	"0"	81.25	37.5
"1996NPL"	1996	"NPL"	79	"103"	"Nepal"	"sa"	"0"	81.25	37.5
"1997NPL"	1997	"NPL"	79	"103"	"Nepal"	"sa"	"0"	81.25	37.5
"1998NPL"	1998	"NPL"	79	"103"	"Nepal"	"sa"	"0"	81.25	37.5
"1999NPL"	1999	"NPL"	79	"103"	"Nepal"	"sa"	"0"	81.25	37.5
"2000NPL"	2000	"NPL"	79	"103"	"Nepal"	"sa"	"0"	62.5	37.5
"2001NPL"	2001	"NPL"	79	"103"	"Nepal"	"sa"	"0"	62.5	37.5
"2002NPL"	2002	"NPL"	79	"103"	"Nepal"	"sa"	"0"	62.5	37.5
"2003NPL"	2003	"NPL"	79	"103"	"Nepal"	"sa"	"0"	62.5	37.5
"2004NPL"	2004	"NPL"	79	"103"	"Nepal"	"sa"	"0"	62.5	37.5
"1960RWA"	1960	"RWA"	80	"36"	"Rwanda"	"ssa"	"0"	62.5	25.0
"1961RWA"	1961	"RWA"	80	"36"	"Rwanda"	"ssa"	"0"	37.5	25.0
"1962RWA"	1962	"RWA"	80	"36"	"Rwanda"	"ssa"	"0"	37.5	25.0
"1963RWA"	1963	"RWA"	80	"36"	"Rwanda"	"ssa"	"0"	37.5	25.0
"1964RWA"	1964	"RWA"	80	"36"	"Rwanda"	"ssa"	"0"	37.5	25.0
"1965RWA"	1965	"RWA"	80	"36"	"Rwanda"	"ssa"	"0"	37.5	25.0
"1966RWA"	1966	"RWA"	80	"36"	"Rwanda"	"ssa"	"0"	62.5	25.0
"1967RWA"	1967	"RWA"	80	"36"	"Rwanda"	"ssa"	"0"	62.5	25.0
"1968RWA"	1968	"RWA"	80	"36"	"Rwanda"	"ssa"	"0"	62.5	25.0
"1969RWA"	1969	"RWA"	80	"36"	"Rwanda"	"ssa"	"0"	62.5	25.0
"1970RWA"	1970	"RWA"	80	"36"	"Rwanda"	"ssa"	"0"	62.5	25.0
"1971RWA"	1971	"RWA"	80	"36"	"Rwanda"	"ssa"	"0"	62.5	25.0
