polity4	year	iso	dqamtcode	pwtcode	countryname	wbregion	oecd	cur100	cap100
"1950EGY"	1950	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	31.25	12.5
"1951EGY"	1951	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	31.25	12.5
"1952EGY"	1952	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	18.75	12.5
"1953EGY"	1953	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	18.75	25.0
"1954EGY"	1954	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	18.75	25.0
"1955EGY"	1955	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	18.75	37.5
"1956EGY"	1956	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	43.75	37.5
"1957EGY"	1957	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	31.25	37.5
"1958EGY"	1958	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	31.25	37.5
"1959EGY"	1959	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	31.25	37.5
"1960EGY"	1960	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	31.25	37.5
"1961EGY"	1961	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	31.25	37.5
"1962EGY"	1962	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	37.5	37.5
"1963EGY"	1963	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	37.5	37.5
"1964EGY"	1964	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	37.5	37.5
"1965EGY"	1965	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	37.5	37.5
"1966EGY"	1966	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	37.5	37.5
"1967EGY"	1967	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	37.5	37.5
"1968EGY"	1968	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	43.75	37.5
"1969EGY"	1969	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	43.75	37.5
"1970EGY"	1970	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	43.75	37.5
"1971EGY"	1971	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	43.75	37.5
"1972EGY"	1972	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	43.75	37.5
"1973EGY"	1973	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	43.75	37.5
"1974EGY"	1974	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	43.75	37.5
"1975EGY"	1975	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	43.75	37.5
"1976EGY"	1976	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	43.75	37.5
"1977EGY"	1977	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	43.75	37.5
"1978EGY"	1978	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	43.75	37.5
"1979EGY"	1979	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	43.75	37.5
"1980EGY"	1980	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	43.75	37.5
"1981EGY"	1981	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	43.75	37.5
"1982EGY"	1982	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	43.75	37.5
"1983EGY"	1983	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	43.75	37.5
"1984EGY"	1984	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	43.75	37.5
"1985EGY"	1985	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	31.25	37.5
"1986EGY"	1986	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	37.5	37.5
"1987EGY"	1987	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	50.0	37.5
"1988EGY"	1988	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	37.5	37.5
"1989EGY"	1989	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	50.0	37.5
"1990EGY"	1990	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	50.0	37.5
"1991EGY"	1991	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	62.5	50.0
"1992EGY"	1992	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	62.5	50.0
"1993EGY"	1993	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	62.5	50.0
"1994EGY"	1994	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	87.5	50.0
"1995EGY"	1995	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	87.5	50.0
"1996EGY"	1996	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	100.0	87.5
"1997EGY"	1997	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	100.0	87.5
"1998EGY"	1998	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	100.0	87.5
"1999EGY"	1999	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	100.0	87.5
"2000EGY"	2000	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	100.0	87.5
"2001EGY"	2001	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	100.0	87.5
"2002EGY"	2002	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	100.0	87.5
"2003EGY"	2003	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	75.0	87.5
"2004EGY"	2004	"EGY"	1	"14"	"Egypt, Arab Rep."	"mena"	"0"	100.0	87.5
"1950ETH"	1950	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	18.75	12.5
"1951ETH"	1951	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	18.75	12.5
"1952ETH"	1952	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	18.75	12.5
"1953ETH"	1953	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	31.25	12.5
"1954ETH"	1954	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	37.5	12.5
"1955ETH"	1955	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	37.5	12.5
"1956ETH"	1956	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	37.5	12.5
"1957ETH"	1957	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	37.5	12.5
"1958ETH"	1958	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	37.5	12.5
"1959ETH"	1959	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	37.5	12.5
"1960ETH"	1960	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	31.25	12.5
"1961ETH"	1961	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	31.25	12.5
"1962ETH"	1962	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	37.5	12.5
"1963ETH"	1963	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	37.5	12.5
"1964ETH"	1964	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	37.5	12.5
"1965ETH"	1965	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	37.5	12.5
"1966ETH"	1966	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	37.5	12.5
"1967ETH"	1967	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	37.5	12.5
"1968ETH"	1968	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	25.0	12.5
"1969ETH"	1969	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	31.25	12.5
"1970ETH"	1970	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	31.25	12.5
"1971ETH"	1971	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	31.25	12.5
"1972ETH"	1972	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	31.25	12.5
"1973ETH"	1973	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	31.25	12.5
"1974ETH"	1974	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	31.25	12.5
"1975ETH"	1975	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	31.25	12.5
"1976ETH"	1976	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	31.25	12.5
"1977ETH"	1977	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	25.0	12.5
"1978ETH"	1978	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	12.5	12.5
"1979ETH"	1979	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	12.5	12.5
"1980ETH"	1980	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	12.5	12.5
"1981ETH"	1981	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	12.5	12.5
"1982ETH"	1982	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	12.5	12.5
"1983ETH"	1983	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	12.5	12.5
"1984ETH"	1984	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	12.5	12.5
"1985ETH"	1985	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	12.5	12.5
"1986ETH"	1986	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	12.5	12.5
"1987ETH"	1987	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	12.5	12.5
"1988ETH"	1988	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	12.5	25.0
"1989ETH"	1989	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	12.5	25.0
"1990ETH"	1990	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	12.5	25.0
"1991ETH"	1991	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	12.5	25.0
"1992ETH"	1992	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	12.5	25.0
"1993ETH"	1993	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	18.75	25.0
"1994ETH"	1994	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	18.75	25.0
"1995ETH"	1995	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	31.25	25.0
"1996ETH"	1996	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	37.5	25.0
"1997ETH"	1997	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	37.5	25.0
"1998ETH"	1998	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	43.75	25.0
"1999ETH"	1999	"ETH"	2	"15"	"Ethiopia"	"ssa"	"0"	43.75	25.0
"1957GHA"	1957	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	56.25	62.5
"1958GHA"	1958	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	56.25	50.0
"1959GHA"	1959	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	56.25	62.5
"1960GHA"	1960	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	56.25	62.5
"1961GHA"	1961	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	25.0	25.0
"1962GHA"	1962	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	25.0	25.0
"1963GHA"	1963	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	25.0	25.0
"1964GHA"	1964	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	25.0	25.0
"1965GHA"	1965	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	25.0	25.0
"1966GHA"	1966	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	25.0	25.0
"1967GHA"	1967	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	25.0	25.0
"1968GHA"	1968	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	25.0	25.0
"1969GHA"	1969	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	25.0	25.0
"1970GHA"	1970	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	25.0	25.0
"1971GHA"	1971	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	31.25	25.0
"1972GHA"	1972	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	31.25	25.0
"1973GHA"	1973	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	31.25	25.0
"1974GHA"	1974	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	31.25	25.0
"1975GHA"	1975	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	31.25	25.0
"1976GHA"	1976	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	31.25	25.0
"1977GHA"	1977	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	31.25	25.0
"1978GHA"	1978	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	31.25	25.0
"1979GHA"	1979	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	31.25	25.0
"1980GHA"	1980	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	25.0	25.0
"1981GHA"	1981	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	25.0	37.5
"1982GHA"	1982	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	25.0	37.5
"1983GHA"	1983	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	31.25	37.5
"1984GHA"	1984	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	31.25	37.5
"1985GHA"	1985	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	31.25	37.5
"1986GHA"	1986	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	31.25	37.5
"1987GHA"	1987	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	37.5	37.5
"1988GHA"	1988	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	43.75	37.5
"1989GHA"	1989	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	62.5	37.5
"1990GHA"	1990	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	62.5	37.5
"1991GHA"	1991	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	62.5	37.5
"1992GHA"	1992	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	68.75	37.5
"1993GHA"	1993	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	68.75	37.5
"1994GHA"	1994	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	68.75	37.5
"1995GHA"	1995	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	68.75	37.5
"1996GHA"	1996	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	68.75	37.5
"1997GHA"	1997	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	68.75	37.5
"1998GHA"	1998	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	68.75	37.5
"1999GHA"	1999	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	68.75	37.5
"2000GHA"	2000	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	62.5	37.5
"2001GHA"	2001	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	62.5	37.5
"2002GHA"	2002	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	68.75	37.5
"2003GHA"	2003	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	68.75	37.5
"2004GHA"	2004	"GHA"	3	"18"	"Ghana"	"ssa"	"0"	62.5	37.5
"1954LBR"	1954	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	100.0	100.0
"1955LBR"	1955	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	100.0	100.0
"1956LBR"	1956	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	100.0	100.0
"1957LBR"	1957	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	100.0	100.0
"1958LBR"	1958	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	100.0	100.0
"1959LBR"	1959	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	100.0	100.0
"1960LBR"	1960	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	100.0	100.0
"1961LBR"	1961	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	100.0	100.0
"1962LBR"	1962	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	100.0	100.0
"1963LBR"	1963	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	100.0	100.0
"1964LBR"	1964	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	100.0	100.0
"1965LBR"	1965	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	100.0	100.0
"1966LBR"	1966	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	100.0	100.0
"1967LBR"	1967	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	100.0
"1968LBR"	1968	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	100.0
"1969LBR"	1969	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	100.0
"1970LBR"	1970	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	100.0
"1971LBR"	1971	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	100.0
"1972LBR"	1972	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	100.0
"1973LBR"	1973	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	100.0
"1974LBR"	1974	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	100.0
"1975LBR"	1975	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	100.0
"1976LBR"	1976	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	100.0
"1977LBR"	1977	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	100.0
"1978LBR"	1978	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	100.0
"1979LBR"	1979	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	100.0
"1980LBR"	1980	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	100.0
"1981LBR"	1981	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	100.0
"1982LBR"	1982	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	100.0
"1983LBR"	1983	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	100.0
"1984LBR"	1984	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	100.0
"1985LBR"	1985	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	93.75	87.5
"1986LBR"	1986	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	87.5	87.5
"1987LBR"	1987	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	87.5	87.5
"1988LBR"	1988	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	87.5	87.5
"1989LBR"	1989	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	87.5	87.5
"1990LBR"	1990	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	87.5	100.0
"1991LBR"	1991	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	87.5	100.0
"1992LBR"	1992	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	87.5	100.0
"1993LBR"	1993	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	87.5	100.0
"1994LBR"	1994	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	87.5	100.0
"1995LBR"	1995	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	87.5	100.0
"1996LBR"	1996	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	87.5	100.0
"1997LBR"	1997	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	87.5	100.0
"1998LBR"	1998	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	87.5	100.0
"1999LBR"	1999	"LBR"	4	"24"	"Liberia"	"ssa"	"0"	87.5	100.0
"1958MAR"	1958	"MAR"	5	"30"	"Morocco"	"mena"	"0"	50.0	12.5
"1959MAR"	1959	"MAR"	5	"30"	"Morocco"	"mena"	"0"	31.25	12.5
"1960MAR"	1960	"MAR"	5	"30"	"Morocco"	"mena"	"0"	25.0	12.5
"1961MAR"	1961	"MAR"	5	"30"	"Morocco"	"mena"	"0"	25.0	12.5
"1962MAR"	1962	"MAR"	5	"30"	"Morocco"	"mena"	"0"	37.5	12.5
"1963MAR"	1963	"MAR"	5	"30"	"Morocco"	"mena"	"0"	37.5	12.5
"1964MAR"	1964	"MAR"	5	"30"	"Morocco"	"mena"	"0"	25.0	12.5
"1965MAR"	1965	"MAR"	5	"30"	"Morocco"	"mena"	"0"	25.0	12.5
"1966MAR"	1966	"MAR"	5	"30"	"Morocco"	"mena"	"0"	25.0	12.5
"1967MAR"	1967	"MAR"	5	"30"	"Morocco"	"mena"	"0"	31.25	12.5
"1968MAR"	1968	"MAR"	5	"30"	"Morocco"	"mena"	"0"	31.25	12.5
"1969MAR"	1969	"MAR"	5	"30"	"Morocco"	"mena"	"0"	31.25	12.5
"1970MAR"	1970	"MAR"	5	"30"	"Morocco"	"mena"	"0"	31.25	12.5
"1971MAR"	1971	"MAR"	5	"30"	"Morocco"	"mena"	"0"	31.25	12.5
"1972MAR"	1972	"MAR"	5	"30"	"Morocco"	"mena"	"0"	31.25	12.5
"1973MAR"	1973	"MAR"	5	"30"	"Morocco"	"mena"	"0"	25.0	0.0
"1974MAR"	1974	"MAR"	5	"30"	"Morocco"	"mena"	"0"	25.0	0.0
"1975MAR"	1975	"MAR"	5	"30"	"Morocco"	"mena"	"0"	25.0	0.0
"1976MAR"	1976	"MAR"	5	"30"	"Morocco"	"mena"	"0"	25.0	12.5
"1977MAR"	1977	"MAR"	5	"30"	"Morocco"	"mena"	"0"	25.0	12.5
"1978MAR"	1978	"MAR"	5	"30"	"Morocco"	"mena"	"0"	18.75	12.5
"1979MAR"	1979	"MAR"	5	"30"	"Morocco"	"mena"	"0"	18.75	12.5
"1980MAR"	1980	"MAR"	5	"30"	"Morocco"	"mena"	"0"	18.75	12.5
"1981MAR"	1981	"MAR"	5	"30"	"Morocco"	"mena"	"0"	18.75	12.5
"1982MAR"	1982	"MAR"	5	"30"	"Morocco"	"mena"	"0"	18.75	12.5
"1983MAR"	1983	"MAR"	5	"30"	"Morocco"	"mena"	"0"	18.75	12.5
"1984MAR"	1984	"MAR"	5	"30"	"Morocco"	"mena"	"0"	18.75	12.5
"1985MAR"	1985	"MAR"	5	"30"	"Morocco"	"mena"	"0"	18.75	12.5
"1986MAR"	1986	"MAR"	5	"30"	"Morocco"	"mena"	"0"	18.75	12.5
"1987MAR"	1987	"MAR"	5	"30"	"Morocco"	"mena"	"0"	18.75	12.5
"1988MAR"	1988	"MAR"	5	"30"	"Morocco"	"mena"	"0"	18.75	12.5
"1989MAR"	1989	"MAR"	5	"30"	"Morocco"	"mena"	"0"	18.75	25.0
"1990MAR"	1990	"MAR"	5	"30"	"Morocco"	"mena"	"0"	25.0	25.0
"1991MAR"	1991	"MAR"	5	"30"	"Morocco"	"mena"	"0"	25.0	25.0
"1992MAR"	1992	"MAR"	5	"30"	"Morocco"	"mena"	"0"	25.0	25.0
"1993MAR"	1993	"MAR"	5	"30"	"Morocco"	"mena"	"0"	31.25	50.0
"1994MAR"	1994	"MAR"	5	"30"	"Morocco"	"mena"	"0"	31.25	50.0
"1995MAR"	1995	"MAR"	5	"30"	"Morocco"	"mena"	"0"	43.75	50.0
"1996MAR"	1996	"MAR"	5	"30"	"Morocco"	"mena"	"0"	43.75	50.0
"1997MAR"	1997	"MAR"	5	"30"	"Morocco"	"mena"	"0"	43.75	50.0
"1998MAR"	1998	"MAR"	5	"30"	"Morocco"	"mena"	"0"	43.75	50.0
"1999MAR"	1999	"MAR"	5	"30"	"Morocco"	"mena"	"0"	43.75	50.0
"2000MAR"	2000	"MAR"	5	"30"	"Morocco"	"mena"	"0"	43.75	37.5
"2001MAR"	2001	"MAR"	5	"30"	"Morocco"	"mena"	"0"	43.75	37.5
"2002MAR"	2002	"MAR"	5	"30"	"Morocco"	"mena"	"0"	43.75	37.5
"2003MAR"	2003	"MAR"	5	"30"	"Morocco"	"mena"	"0"	43.75	37.5
"2004MAR"	2004	"MAR"	5	"30"	"Morocco"	"mena"	"0"	43.75	37.5
"1960NGA"	1960	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	68.75	75.0
"1961NGA"	1961	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	68.75	75.0
"1962NGA"	1962	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	68.75	37.5
"1963NGA"	1963	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	68.75	37.5
"1964NGA"	1964	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	68.75	37.5
"1965NGA"	1965	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	68.75	37.5
"1966NGA"	1966	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	68.75	37.5
"1967NGA"	1967	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	25.0	37.5
"1968NGA"	1968	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	25.0	37.5
"1969NGA"	1969	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	18.75	37.5
"1970NGA"	1970	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	18.75	37.5
"1971NGA"	1971	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	18.75	37.5
"1972NGA"	1972	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	18.75	25.0
"1973NGA"	1973	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	25.0	25.0
"1974NGA"	1974	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	31.25	25.0
"1975NGA"	1975	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	37.5	25.0
"1976NGA"	1976	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	37.5	25.0
"1977NGA"	1977	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	31.25	25.0
"1978NGA"	1978	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	25.0	25.0
"1979NGA"	1979	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	25.0	25.0
"1980NGA"	1980	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	25.0	25.0
"1981NGA"	1981	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	25.0	25.0
"1982NGA"	1982	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	25.0	25.0
"1983NGA"	1983	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	25.0	25.0
"1984NGA"	1984	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	25.0	25.0
"1985NGA"	1985	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	25.0	25.0
"1986NGA"	1986	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	75.0	50.0
"1987NGA"	1987	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	75.0	50.0
"1988NGA"	1988	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	75.0	50.0
"1989NGA"	1989	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	75.0	50.0
"1990NGA"	1990	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	75.0	50.0
"1991NGA"	1991	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	75.0	50.0
"1992NGA"	1992	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	75.0	50.0
"1993NGA"	1993	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	75.0	50.0
"1994NGA"	1994	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	25.0	25.0
"1995NGA"	1995	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	37.5	25.0
