year	month	p1	p6	p7	p9	p10	p11	p12	p15	p17	p19	p22	p23	p24	p29	p33	p36	p37	p38	p42	p43	p44	p45	p47	p50	p54	p55	p65	p27	p2	p48	p5	p49	p16
2015	"M2"	1817.82	70.659	179.94	179.94	5729.275	69.843	2028.453	2028.167	63.8	119.417	173.759	14.69	14573.838	57.931	113.771	82.027	8.873	16.843	24.623	296.352	835.213	18233.912	38.188	2097.763	374.252	209.875	1227.188	634.378	966.851	201.742	15.722	891.644	103.125
2015	"M3"	1773.864	68.345	160.022	160.022	5939.67	69.352	1897.3	2070.858	58.182	109.975	174.294	13.05	13755.5	55.791	114.273	78.717	8.681	16.222	24.398	307.561	816.574	17421.908	39.318	2028.727	364.86	207.795	1178.63	607.655	1045.957	202.691	15.496	874.576	103.545
2015	"M4"	1819.188	61.198	164.952	164.952	6042.088	71.703	1854.615	2017.275	52.114	109.033	172.152	11.02	12830.925	59.39	114.973	77.126	8.526	16.319	24.387	290.739	814.23	15900.875	38.841	2212.725	349.711	214.432	1197.91	591.788	1059.141	195.931	15.759	884.982	99.591
2015	"M5"	1804.039	65.671	158.173	158.173	6294.776	72.863	1728.808	2044.777	60.429	110.245	166.35	9.04	13511.342	64.561	115.968	83.547	8.748	16.801	24.72	313.807	842.461	15803.592	35.69	2281.803	340.471	199.214	1199.053	601.397	946.79	193.217	16.263	990.58	96.05
2015	"M6"	1687.727	63.105	159.77	159.77	5833.011	72.352	1649.194	2008.051	61.841	108.005	166.814	8.79	12825.227	62.346	116.004	82.979	8.522	16.096	24.76	355.88	847.748	15064.943	36.045	2082.091	353.902	195.045	1181.505	606.404	929.181	199.835	16.682	1040.011	94.0
2015	"M7"	1639.5	64.483	153.292	153.292	5456.75	72.348	1556.971	2063.582	52.174	106.896	179.609	9.32	11413.098	55.866	115.924	74.367	7.76	15.072	24.672	403.032	848.075	15071.533	36.283	2000.685	394.642	204.413	1130.037	575.682	938.326	199.217	16.28	959.118	75.58
2015	"M8"	1548.125	63.393	158.776	158.776	5127.3	71.823	1552.024	2042.477	57.333	98.09	162.741	10.16	10386.0	46.994	115.44	64.434	7.808	14.938	24.5	387.333	849.982	15163.775	36.095	1807.638	370.408	212.0	1117.475	484.678	956.656	173.518	16.398	962.408	72.214
2015	"M9"	1589.602	61.765	147.654	147.654	5217.25	68.736	1567.695	1932.508	56.977	93.529	166.078	10.01	9937.545	47.235	114.998	59.514	7.902	14.718	24.435	371.215	836.739	15453.341	37.057	1720.227	342.955	202.409	1124.532	483.487	951.783	164.069	15.943	901.253	76.19
2015	"M10"	1516.489	57.331	153.883	153.883	5216.091	69.027	1647.57	1821.828	53.659	92.882	171.449	10.37	10316.83	48.124	114.307	59.004	8.343	15.707	25.038	391.84	835.812	15794.614	37.239	1724.341	338.214	184.545	1159.245	530.247	933.576	165.451	15.61	882.425	74.591
2015	"M11"	1467.893	55.778	148.937	148.937	4799.905	69.221	1753.717	1716.711	47.19	91.403	166.092	9.4	9244.333	44.417	113.349	55.44	8.267	14.507	25.557	353.774	828.618	14745.286	35.964	1583.31	320.343	177.071	1085.702	503.164	932.32	157.804	15.404	918.059	68.65
2015	"M12"	1497.202	55.866	149.815	149.815	4638.833	70.388	1704.36	1656.915	40.883	90.682	164.004	10.15	8707.786	37.722	113.062	56.593	8.495	14.054	25.6	343.491	816.846	14691.69	35.163	1527.786	303.862	167.109	1068.253	520.603	932.32	163.893	14.502	947.331	71.682
