period	MOUNTAINS	NONCONT	safrica	laam	asiae	ETHPOL	ETHDOM	ETHFRAC	name	PRIMEXP	PRIOcw	PRIO25	DEMOCRACY	PRIO1000	SDcw	LGDPC	LPOP	RELPOL	RELFRAC	LARMINOR	FLcw	ETHLRGPRIMEXP
7.0	66.9	0.0	0.0	0.0	0.0	0.7241683	1.0	0.56040496	"Switzerland"	0.018	0.0	0.0	1.0	0.0	0.0	9.711419	15.719407	0.032246526	0.01631213	0.181	0.0	0.011376
8.0	66.9	0.0	0.0	0.0	0.0	0.7241683	1.0	0.56040496	"Switzerland"	0.017	0.0	0.0	1.0	0.0	0.0	9.655475	15.767261	0.032246526	0.01631213	0.181	0.0	0.010744001
1.0	71.3	0.0	0.0	0.0	0.0	0.3424468	1.0	0.18505804	"Turkey"	0.053	0.0	0.0		0.0	0.0	7.391415	17.130024	0.021858694	0.010944648	0.069	0.0	0.0477
2.0	71.3	0.0	0.0	0.0	0.0	0.3424468	1.0	0.18505804	"Turkey"	0.053	0.0	0.0	1.0	0.0	0.0	7.5021863	17.254356	0.021858694	0.010944648	0.069	0.0	0.0477
3.0	71.3	0.0	0.0	0.0	0.0	0.3424468	1.0	0.18505804	"Turkey"	0.042	0.0	0.0	1.0	0.0	0.0	7.697121	17.379988	0.021858694	0.010944648	0.069	0.0	0.0378
4.0	71.3	0.0	0.0	0.0	0.0	0.3424468	1.0	0.18505804	"Turkey"	0.03	0.0	0.0	1.0	0.0	0.0	7.950855	17.505014	0.021858694	0.010944648	0.069	1.0	0.026999999
5.0	71.3	0.0	0.0	0.0	0.0	0.3424468	1.0	0.18505804	"Turkey"	0.037	0.0	1.0	0.0	0.0	1.0	7.96346	17.61064	0.021858694	0.010944648	0.069	1.0	0.0333
6.0	71.3	0.0	0.0	0.0	0.0	0.3424468	1.0	0.18505804	"Turkey"	0.059	1.0	1.0	1.0	0.0	0.0	8.031711	17.733236	0.021858694	0.010944648	0.069	1.0	0.053099997
7.0	71.3	0.0	0.0	0.0	0.0	0.3424468	1.0	0.18505804	"Turkey"	0.038	1.0	1.0	1.0	1.0	0.0	8.227108	17.84311	0.021858694	0.010944648	0.069	1.0	0.034199998
8.0	71.3	0.0	0.0	0.0	0.0	0.3424468	1.0	0.18505804	"Turkey"	0.033	1.0	1.0	1.0	1.0	0.0	8.28223	17.918154	0.021858694	0.010944648	0.069	1.0	0.0297
1.0	0.8	1.0	0.0	0.0	0.0	0.5706469	1.0	0.37296095	"United Kingdom"	0.021	0.0	0.0	1.0	0.0	0.0	8.828054	17.773901	0.13706158	0.071281515	0.095	0.0	0.016485
2.0	0.8	1.0	0.0	0.0	0.0	0.5706469	1.0	0.37296095	"United Kingdom"	0.021	0.0	0.0	1.0	0.0	0.0	8.946244	17.810955	0.13706158	0.071281515	0.095	0.0	0.016485
3.0	0.8	1.0	0.0	0.0	0.0	0.5706469	1.0	0.37296095	"United Kingdom"	0.026	0.0	1.0	1.0	0.0	0.0	9.052165	17.834269	0.13706158	0.071281515	0.095	0.0	0.020410001
4.0	0.8	1.0	0.0	0.0	0.0	0.5706469	1.0	0.37296095	"United Kingdom"	0.032	1.0	1.0	1.0	0.0	0.0	9.139059	17.84489	0.13706158	0.071281515	0.095	0.0	0.025120001
5.0	0.8	1.0	0.0	0.0	0.0	0.5706469	1.0	0.37296095	"United Kingdom"	0.056	1.0	1.0	1.0	0.0	0.0	9.226902	17.846737	0.13706158	0.071281515	0.095	0.0	0.04396
6.0	0.8	1.0	0.0	0.0	0.0	0.5706469	1.0	0.37296095	"United Kingdom"	0.072	1.0	1.0	1.0	0.0	0.0	9.326967	17.85302	0.13706158	0.071281515	0.095	0.0	0.05652
7.0	0.8	1.0	0.0	0.0	0.0	0.5706469	1.0	0.37296095	"United Kingdom"	0.036	1.0	1.0	1.0	0.0	0.0	9.489259	17.868357	0.13706158	0.071281515	0.095	0.0	0.02826
8.0	0.8	1.0	0.0	0.0	0.0	0.5706469	1.0	0.37296095	"United Kingdom"	0.038	1.0	1.0	1.0	0.0	0.0	9.530756	17.886347	0.13706158	0.071281515	0.095	0.0	0.02983
1.0	13.4	0.0	0.0	0.0	0.0	0.59896	0.0	0.781983	"Yugoslavia, FR (Serb./Mont.)"	0.046	0.0	0.0	0.0	0.0	0.0	7.560601	15.918303	0.43799424	0.2193246	0.0	0.0	0.017802
2.0	13.4	0.0	0.0	0.0	0.0	0.59896	0.0	0.781983	"Yugoslavia, FR (Serb./Mont.)"	0.046	0.0	0.0	0.0	0.0	0.0	7.7861366	15.953575	0.43799424	0.2193246	0.0	0.0	0.017802
3.0	13.4	0.0	0.0	0.0	0.0	0.59896	0.0	0.781983	"Yugoslavia, FR (Serb./Mont.)"	0.046	0.0	0.0	0.0	0.0	0.0	8.100768	16.001675	0.43799424	0.2193246	0.0	0.0	0.017802
4.0	13.4	0.0	0.0	0.0	0.0	0.59896	0.0	0.781983	"Yugoslavia, FR (Serb./Mont.)"	0.034	0.0	0.0	0.0	0.0	0.0	8.37839	16.049923	0.43799424	0.2193246	0.0	0.0	0.013158
5.0	13.4	0.0	0.0	0.0	0.0	0.59896	0.0	0.781983	"Yugoslavia, FR (Serb./Mont.)"	0.036	0.0	0.0	0.0	0.0	0.0	8.624252	16.09585	0.43799424	0.2193246	0.0	0.0	0.013931999
6.0	13.4	0.0	0.0	0.0	0.0	0.59896	0.0	0.781983	"Yugoslavia, FR (Serb./Mont.)"	0.034	0.0	0.0	0.0	0.0	0.0	8.551015	16.138977	0.43799424	0.2193246	0.0	0.0	0.013158
7.0	13.4	0.0	0.0	0.0	0.0	0.59896	0.0	0.781983	"Yugoslavia, FR (Serb./Mont.)"	0.032	1.0	1.0	0.0	1.0	1.0	8.422442	16.169643	0.43799424	0.2193246	0.0	1.0	0.012384
8.0	13.4	0.0	0.0	0.0	0.0	0.59896	0.0	0.781983	"Yugoslavia, FR (Serb./Mont.)"		1.0	1.0	0.0	1.0	1.0		16.171825	0.43799424	0.2193246	0.0	0.0	
1.0	2.1	1.0	0.0	0.0	0.0	0.49182045	1.0	0.31537202	"Australia"	0.105	0.0	0.0	1.0	0.0	0.0	8.959569	16.145224	0.04415856	0.022428613	0.052	0.0	0.086624995
2.0	2.1	1.0	0.0	0.0	0.0	0.49182045	1.0	0.31537202	"Australia"	0.105	0.0	0.0	1.0	0.0	0.0	9.085117	16.248072	0.04415856	0.022428613	0.052	0.0	0.086624995
3.0	2.1	1.0	0.0	0.0	0.0	0.49182045	1.0	0.31537202	"Australia"	0.092	0.0	0.0	1.0	0.0	0.0	9.283219	16.341799	0.04415856	0.022428613	0.052	0.0	0.075899996
4.0	2.1	1.0	0.0	0.0	0.0	0.49182045	1.0	0.31537202	"Australia"	0.094	0.0	0.0	1.0	0.0	0.0	9.350711	16.446896	0.04415856	0.022428613	0.052	0.0	0.077549994
5.0	2.1	1.0	0.0	0.0	0.0	0.49182045	1.0	0.31537202	"Australia"	0.098	0.0	0.0	1.0	0.0	0.0	9.435082	16.502813	0.04415856	0.022428613	0.052	0.0	0.08085
6.0	2.1	1.0	0.0	0.0	0.0	0.49182045	1.0	0.31537202	"Australia"	0.106	0.0	0.0	1.0	0.0	0.0	9.516574	16.572859	0.04415856	0.022428613	0.052	0.0	0.08745
7.0	2.1	1.0	0.0	0.0	0.0	0.49182045	1.0	0.31537202	"Australia"	0.077	0.0	0.0	1.0	0.0	0.0	9.578104	16.65254	0.04415856	0.022428613	0.052	0.0	0.063525
8.0	2.1	1.0	0.0	0.0	0.0	0.49182045	1.0	0.31537202	"Australia"	0.089	0.0	0.0	1.0	0.0	0.0	9.680594	16.709375	0.04415856	0.022428613	0.052	0.0	0.073425
1.0	0.4	1.0	0.0	0.0	1.0	0.92975086	1.0	0.55904204	"Fiji"	0.263	0.0	0.0		0.0	0.0	7.653495	12.884107	0.92853355	0.5686938	0.429	0.0	0.133078
2.0	0.4	1.0	0.0	0.0	1.0	0.92975086	1.0	0.55904204	"Fiji"	0.263	0.0	0.0		0.0	0.0	7.6778636	13.04764	0.92853355	0.5686938	0.429	0.0	0.133078
3.0	0.4	1.0	0.0	0.0	1.0	0.92975086	1.0	0.55904204	"Fiji"	0.234	0.0	0.0	1.0	0.0	0.0	7.860185	13.161584	0.92853355	0.5686938	0.429	0.0	0.11840399
4.0	0.4	1.0	0.0	0.0	1.0	0.92975086	1.0	0.55904204	"Fiji"	0.183	0.0	0.0	1.0	0.0	0.0	8.107118	13.263863	0.92853355	0.5686938	0.429	0.0	0.092598
5.0	0.4	1.0	0.0	0.0	1.0	0.92975086	1.0	0.55904204	"Fiji"	0.218	0.0	0.0	1.0	0.0	0.0	8.191186	13.359804	0.92853355	0.5686938	0.429	0.0	0.11030799
6.0	0.4	1.0	0.0	0.0	1.0	0.92975086	1.0	0.55904204	"Fiji"	0.118	0.0	0.0	1.0	0.0	0.0	8.095903	13.45454	0.92853355	0.5686938	0.429	0.0	0.059708
7.0	0.4	1.0	0.0	0.0	1.0	0.92975086	1.0	0.55904204	"Fiji"	0.165	0.0	0.0	1.0	0.0	0.0	8.295798	13.5089855	0.92853355	0.5686938	0.429	0.0	0.08349
8.0	0.4	1.0	0.0	0.0	1.0	0.92975086	1.0	0.55904204	"Fiji"	0.143	0.0	0.0	1.0	0.0	0.0	8.339262	13.554146	0.92853355	0.5686938	0.429	0.0	0.072358
1.0	28.3	0.0	0.0	0.0	0.0	0.36582416	1.0	0.19592199	"New Zealand"	0.164	0.0	0.0	1.0	0.0	0.0	8.982184	14.679244	0.039667606	0.02007806	0.079	0.0	0.14645201
2.0	28.3	0.0	0.0	0.0	0.0	0.36582416	1.0	0.19592199	"New Zealand"	0.164	0.0	0.0	1.0	0.0	0.0	9.108529	14.7817335	0.039667606	0.02007806	0.079	0.0	0.14645201
3.0	28.3	0.0	0.0	0.0	0.0	0.36582416	1.0	0.19592199	"New Zealand"	0.167	0.0	0.0	1.0	0.0	0.0	9.147614	14.852247	0.039667606	0.02007806	0.079	0.0	0.149131
4.0	28.3	0.0	0.0	0.0	0.0	0.36582416	1.0	0.19592199	"New Zealand"	0.134	0.0	0.0	1.0	0.0	0.0	9.261603	14.94271	0.039667606	0.02007806	0.079	0.0	0.119662
5.0	28.3	0.0	0.0	0.0	0.0	0.36582416	1.0	0.19592199	"New Zealand"	0.187	0.0	0.0	1.0	0.0	0.0	9.2459	14.9510975	0.039667606	0.02007806	0.079	0.0	0.16699101
6.0	28.3	0.0	0.0	0.0	0.0	0.36582416	1.0	0.19592199	"New Zealand"	0.189	0.0	0.0	1.0	0.0	0.0	9.345134	15.000759	0.039667606	0.02007806	0.079	0.0	0.168777
7.0	28.3	0.0	0.0	0.0	0.0	0.36582416	1.0	0.19592199	"New Zealand"	0.155	0.0	0.0	1.0	0.0	0.0	9.351233	15.049877	0.039667606	0.02007806	0.079	0.0	0.13841501
8.0	28.3	0.0	0.0	0.0	0.0	0.36582416	1.0	0.19592199	"New Zealand"	0.153	0.0	0.0	1.0	0.0	0.0	9.445096	15.111743	0.039667606	0.02007806	0.079	0.0	0.136629
1.0	35.6	1.0	0.0	0.0	1.0	0.668669	1.0	0.353676	"Papua New Guinea"	0.119	0.0	0.0		0.0	0.0	7.1188264	14.467835	0.12636887	0.06444143	0.202	0.0	0.092582
2.0	35.6	1.0	0.0	0.0	1.0	0.668669	1.0	0.353676	"Papua New Guinea"	0.119	0.0	0.0		0.0	0.0	7.4383836	14.580048	0.12636887	0.06444143	0.202	0.0	0.092582
3.0	35.6	1.0	0.0	0.0	1.0	0.668669	1.0	0.353676	"Papua New Guinea"	0.111	0.0	0.0		0.0	0.0	7.5475016	14.700104	0.12636887	0.06444143	0.202	0.0	0.086358
4.0	35.6	1.0	0.0	0.0	1.0	0.668669	1.0	0.353676	"Papua New Guinea"	0.398	0.0	0.0	1.0	0.0	0.0	7.5358305	14.819446	0.12636887	0.06444143	0.202	0.0	0.309644
5.0	35.6	1.0	0.0	0.0	1.0	0.668669	1.0	0.353676	"Papua New Guinea"	0.408	0.0	0.0	1.0	0.0	0.0	7.4838066	14.942387	0.12636887	0.06444143	0.202	0.0	0.317424
6.0	35.6	1.0	0.0	0.0	1.0	0.668669	1.0	0.353676	"Papua New Guinea"	0.294	0.0	1.0	1.0	0.0	1.0	7.389564	15.051563	0.12636887	0.06444143	0.202	1.0	0.228732
7.0	35.6	1.0	0.0	0.0	1.0	0.668669	1.0	0.353676	"Papua New Guinea"	0.284	0.0	1.0	1.0	0.0	1.0	7.261927	15.160723	0.12636887	0.06444143	0.202	1.0	0.220952
8.0	35.6	1.0	0.0	0.0	1.0	0.668669	1.0	0.353676	"Papua New Guinea"	0.394	0.0	1.0	1.0	0.0	0.0	7.4882936	15.274358	0.12636887	0.06444143	0.202	1.0	0.306532
1.0	0.0	0.0	0.0	0.0	1.0	0.25834405	0.0	0.13874802	"Solomon Islands"		0.0	0.0		0.0	0.0		11.67844	0.16706063	0.08444804	0.0	0.0	
2.0	0.0	0.0	0.0	0.0	1.0	0.25834405	0.0	0.13874802	"Solomon Islands"	0.207	0.0	0.0		0.0	0.0		11.827736	0.16706063	0.08444804	0.0	0.0	0.191889
3.0	0.0	0.0	0.0	0.0	1.0	0.25834405	0.0	0.13874802	"Solomon Islands"	0.241	0.0	0.0		0.0	0.0	7.301148	11.98916	0.16706063	0.08444804	0.0	0.0	0.223407
4.0	0.0	0.0	0.0	0.0	1.0	0.25834405	0.0	0.13874802	"Solomon Islands"	0.281	0.0	0.0		0.0	0.0	7.0457764	12.154779	0.16706063	0.08444804	0.0	0.0	0.260487
5.0	0.0	0.0	0.0	0.0	1.0	0.25834405	0.0	0.13874802	"Solomon Islands"	0.616	0.0	0.0		0.0	0.0	7.379632	12.3327055	0.16706063	0.08444804	0.0	0.0	0.571032
6.0	0.0	0.0	0.0	0.0	1.0	0.25834405	0.0	0.13874802	"Solomon Islands"	0.419	0.0	0.0		0.0	0.0	7.4012313	12.506177	0.16706063	0.08444804	0.0	0.0	0.38841298
7.0	0.0	0.0	0.0	0.0	1.0	0.25834405	0.0	0.13874802	"Solomon Islands"	0.314	0.0	0.0		0.0	0.0	7.6764736	12.679196	0.16706063	0.08444804	0.0	0.0	0.291078
8.0	0.0	0.0	0.0	0.0	1.0	0.25834405	0.0	0.13874802	"Solomon Islands"	0.32	0.0	0.0		0.0	0.0	7.7828074	12.845291	0.16706063	0.08444804	0.0	0.0	0.29663998
1.0	0.0	0.0	0.0	0.0	1.0	0.0660696	0.0	0.033620037	"Tonga"		0.0	0.0		0.0	0.0		11.066638	0.0563491	0.028199384	0.0	0.0	
2.0	0.0	0.0	0.0	0.0	1.0	0.0660696	0.0	0.033620037	"Tonga"		0.0	0.0		0.0	0.0		11.211821	0.0563491	0.028199384	0.0	0.0	
3.0	0.0	0.0	0.0	0.0	1.0	0.0660696	0.0	0.033620037	"Tonga"	0.168	0.0	0.0		0.0	0.0		11.3621025	0.0563491	0.028199384	0.0	0.0	0.165144
4.0	0.0	0.0	0.0	0.0	1.0	0.0660696	0.0	0.033620037	"Tonga"	0.168	0.0	0.0		0.0	0.0		11.407565	0.0563491	0.028199384	0.0	0.0	0.165144
5.0	0.0	0.0	0.0	0.0	1.0	0.0660696	0.0	0.033620037	"Tonga"	0.146	0.0	0.0		0.0	0.0		11.45105	0.0563491	0.028199384	0.0	0.0	0.143518
6.0	0.0	0.0	0.0	0.0	1.0	0.0660696	0.0	0.033620037	"Tonga"	0.071	0.0	0.0		0.0	0.0	7.564757	11.461632	0.0563491	0.028199384	0.0	0.0	0.069793
7.0	0.0	0.0	0.0	0.0	1.0	0.0660696	0.0	0.033620037	"Tonga"	0.079	0.0	0.0		0.0	0.0	7.5694118	11.472103	0.0563491	0.028199384	0.0	0.0	0.077657
8.0	0.0	0.0	0.0	0.0	1.0	0.0660696	0.0	0.033620037	"Tonga"	0.081	0.0	0.0		0.0	0.0	7.74457	11.482467	0.0563491	0.028199384	0.0	0.0	0.079623
1.0	1.0	0.0	0.0	0.0	1.0	0.28473502	0.0	0.15538503	"Vanuatu"		0.0	0.0		0.0	0.0		11.082143	0.6377744	0.32079396	0.0	0.0	
2.0	1.0	0.0	0.0	0.0	1.0	0.28473502	0.0	0.15538503	"Vanuatu"		0.0	0.0		0.0	0.0		11.211821	0.6377744	0.32079396	0.0	0.0	
3.0	1.0	0.0	0.0	0.0	1.0	0.28473502	0.0	0.15538503	"Vanuatu"		0.0	0.0		0.0	0.0		11.326596	0.6377744	0.32079396	0.0	0.0	
4.0	1.0	0.0	0.0	0.0	1.0	0.28473502	0.0	0.15538503	"Vanuatu"	0.112	0.0	0.0		0.0	0.0		11.4927225	0.6377744	0.32079396	0.0	0.0	0.102816
5.0	1.0	0.0	0.0	0.0	1.0	0.28473502	0.0	0.15538503	"Vanuatu"	0.112	0.0	0.0		0.0	0.0	7.307873	11.653209	0.6377744	0.32079396	0.0	0.0	0.102816
6.0	1.0	0.0	0.0	0.0	1.0	0.28473502	0.0	0.15538503	"Vanuatu"	0.26	0.0	0.0		0.0	0.0	7.5115247	11.768343	0.6377744	0.32079396	0.0	0.0	0.23867999
7.0	1.0	0.0	0.0	0.0	1.0	0.28473502	0.0	0.15538503	"Vanuatu"	0.078	0.0	0.0		0.0	0.0	7.424762	11.900227	0.6377744	0.32079396	0.0	0.0	0.071604
8.0	1.0	0.0	0.0	0.0	1.0	0.28473502	0.0	0.15538503	"Vanuatu"	0.097	0.0	0.0		0.0	0.0	7.2997975	12.034098	0.6377744	0.32079396	0.0	0.0	0.089046
1.0	0.0	0.0	0.0	0.0	1.0	0.38776833	1.0	0.199432	"Samoa"		0.0	0.0		0.0	0.0		11.617286	0.066844106	0.033422016	0.101	0.0	
2.0	0.0	0.0	0.0	0.0	1.0	0.38776833	1.0	0.199432	"Samoa"		0.0	0.0		0.0	0.0		11.758456	0.066844106	0.033422016	0.101	0.0	
3.0	0.0	0.0	0.0	0.0	1.0	0.38776833	1.0	0.199432	"Samoa"		0.0	0.0		0.0	0.0		11.86934	0.066844106	0.033422016	0.101	0.0	
4.0	0.0	0.0	0.0	0.0	1.0	0.38776833	1.0	0.199432	"Samoa"	0.114	0.0	0.0		0.0	0.0		11.923511	0.066844106	0.033422016	0.101	0.0	0.101346
5.0	0.0	0.0	0.0	0.0	1.0	0.38776833	1.0	0.199432	"Samoa"	0.149	0.0	0.0		0.0	0.0	7.5147996	11.95118	0.066844106	0.033422016	0.101	0.0	0.132461
6.0	0.0	0.0	0.0	0.0	1.0	0.38776833	1.0	0.199432	"Samoa"	0.176	0.0	0.0		0.0	0.0	7.453562	11.965147	0.066844106	0.033422016	0.101	0.0	0.156464
7.0	0.0	0.0	0.0	0.0	1.0	0.38776833	1.0	0.199432	"Samoa"	0.058	0.0	0.0		0.0	0.0	7.632401	11.982929	0.066844106	0.033422016	0.101	0.0	0.051562
8.0	0.0	0.0	0.0	0.0	1.0	0.38776833	1.0	0.199432	"Samoa"	0.038	0.0	0.0		0.0	0.0	7.6118426	12.025749	0.066844106	0.033422016	0.101	0.0	0.033781998
