period	MOUNTAINS	NONCONT	safrica	laam	asiae	ETHPOL	ETHDOM	ETHFRAC	name	PRIMEXP	PRIOcw	PRIO25	DEMOCRACY	PRIO1000	SDcw	LGDPC	LPOP	RELPOL	RELFRAC	LARMINOR	FLcw	ETHLRGPRIMEXP
1.0	15.7	0.0	0.0	0.0	0.0	0.51394737	1.0	0.29855803	"Algeria"	0.19	0.0	0.0		0.0	1.0	7.4518223	16.195057	0.031744055	0.015872017	0.103	1.0	0.1577
2.0	15.7	0.0	0.0	0.0	0.0	0.51394737	1.0	0.29855803	"Algeria"	0.19	0.0	0.0	0.0	0.0	0.0	7.3677087	16.29398	0.031744055	0.015872017	0.103	0.0	0.1577
3.0	15.7	0.0	0.0	0.0	0.0	0.51394737	1.0	0.29855803	"Algeria"	0.193	0.0	0.0	0.0	0.0	0.0	7.509883	16.436258	0.031744055	0.015872017	0.103	0.0	0.16019
4.0	15.7	0.0	0.0	0.0	0.0	0.51394737	1.0	0.29855803	"Algeria"	0.269	0.0	0.0	0.0	0.0	0.0	7.759187	16.589224	0.031744055	0.015872017	0.103	0.0	0.22326998
5.0	15.7	0.0	0.0	0.0	0.0	0.51394737	1.0	0.29855803	"Algeria"	0.368	0.0	0.0	0.0	0.0	0.0	7.922261	16.742374	0.031744055	0.015872017	0.103	0.0	0.30544
6.0	15.7	0.0	0.0	0.0	0.0	0.51394737	1.0	0.29855803	"Algeria"	0.17	0.0	0.0	0.0	0.0	0.0	8.002359	16.901037	0.031744055	0.015872017	0.103	0.0	0.1411
7.0	15.7	0.0	0.0	0.0	0.0	0.51394737	1.0	0.29855803	"Algeria"	0.179	1.0	1.0	0.0	1.0	1.0	7.9291263	17.034786	0.031744055	0.015872017	0.103	1.0	0.14857
8.0	15.7	0.0	0.0	0.0	0.0	0.51394737	1.0	0.29855803	"Algeria"	0.218	1.0	1.0	0.0	1.0	1.0	7.845416	17.184874	0.031744055	0.015872017	0.103	1.0	0.18093999
1.0	9.7	1.0	1.0	0.0	0.0	0.57207453	0.0	0.804776	"Angola"	0.202	0.0	0.0		0.0	0.0	6.8362594	15.387454	0.90624154	0.45312077	0.0	0.0	0.06767
2.0	9.7	1.0	1.0	0.0	0.0	0.57207453	0.0	0.804776	"Angola"	0.202	0.0	0.0		0.0	0.0	6.9679093	15.460316	0.90624154	0.45312077	0.0	0.0	0.06767
3.0	9.7	1.0	1.0	0.0	0.0	0.57207453	0.0	0.804776	"Angola"	0.202	0.0	0.0		0.0	0.0	7.0604763	15.536132	0.90624154	0.45312077	0.0	0.0	0.06767
4.0	9.7	1.0	1.0	0.0	0.0	0.57207453	0.0	0.804776	"Angola"	0.36	1.0	1.0	0.0	1.0	1.0	6.5944133	15.6275625	0.90624154	0.45312077	0.0	1.0	0.12060001
5.0	9.7	1.0	1.0	0.0	0.0	0.57207453	0.0	0.804776	"Angola"	0.482	1.0	1.0	0.0	1.0	1.0	6.514713	15.764132	0.90624154	0.45312077	0.0	1.0	0.16147
6.0	9.7	1.0	1.0	0.0	0.0	0.57207453	0.0	0.804776	"Angola"	0.479	1.0	1.0	0.0	1.0	1.0	6.5666723	15.8955765	0.90624154	0.45312077	0.0	1.0	0.160465
7.0	9.7	1.0	1.0	0.0	0.0	0.57207453	0.0	0.804776	"Angola"	0.476	1.0	1.0	0.0	1.0	1.0	6.5191474	16.03797	0.90624154	0.45312077	0.0	1.0	0.15946001
8.0	9.7	1.0	1.0	0.0	0.0	0.57207453	0.0	0.804776	"Angola"	0.411	1.0	1.0		1.0	1.0	6.152733	16.210857	0.90624154	0.45312077	0.0	1.0	0.137685
1.0	0.0	0.0	1.0	0.0	0.0	0.43640012	0.0	0.868322	"Benin"	0.044	0.0	0.0	1.0	0.0	0.0	7.0030656	14.53335	0.820304	0.5524	0.0	0.0	0.011
2.0	0.0	0.0	1.0	0.0	0.0	0.43640012	0.0	0.868322	"Benin"	0.044	0.0	0.0	0.0	0.0	0.0	7.0825486	14.662237	0.820304	0.5524	0.0	0.0	0.011
3.0	0.0	0.0	1.0	0.0	0.0	0.43640012	0.0	0.868322	"Benin"	0.088	0.0	0.0	0.0	0.0	0.0	7.0192966	14.792708	0.820304	0.5524	0.0	0.0	0.022
4.0	0.0	0.0	1.0	0.0	0.0	0.43640012	0.0	0.868322	"Benin"	0.044	0.0	0.0	0.0	0.0	0.0	6.9584484	14.923743	0.820304	0.5524	0.0	0.0	0.011
5.0	0.0	0.0	1.0	0.0	0.0	0.43640012	0.0	0.868322	"Benin"	0.032	0.0	0.0	0.0	0.0	0.0	7.0157123	15.057935	0.820304	0.5524	0.0	0.0	0.008
6.0	0.0	0.0	1.0	0.0	0.0	0.43640012	0.0	0.868322	"Benin"	0.1	0.0	0.0	0.0	0.0	0.0	7.010312	15.212498	0.820304	0.5524	0.0	0.0	0.025
7.0	0.0	0.0	1.0	0.0	0.0	0.43640012	0.0	0.868322	"Benin"	0.033	0.0	0.0		0.0	0.0	6.8243737	15.370914	0.820304	0.5524	0.0	0.0	0.00825
8.0	0.0	0.0	1.0	0.0	0.0	0.43640012	0.0	0.868322	"Benin"		0.0	0.0	1.0	0.0	0.0	6.9007306	15.515703	0.820304	0.5524	0.0	0.0	
1.0	0.0	0.0	1.0	0.0	0.0	0.65015316	1.0	0.48454803	"Botswana"		0.0	0.0		0.0	0.0	6.2822666	13.081541	1.0	0.5	0.11	0.0	
2.0	0.0	0.0	1.0	0.0	0.0	0.65015316	1.0	0.48454803	"Botswana"		0.0	0.0		0.0	0.0	6.352629	13.216218	1.0	0.5	0.11	0.0	
3.0	0.0	0.0	1.0	0.0	0.0	0.65015316	1.0	0.48454803	"Botswana"	0.182	0.0	0.0	1.0	0.0	0.0	6.7129564	13.364525	1.0	0.5	0.11	0.0	0.128492
4.0	0.0	0.0	1.0	0.0	0.0	0.65015316	1.0	0.48454803	"Botswana"	0.29	0.0	0.0	1.0	0.0	0.0	7.1966867	13.539757	1.0	0.5	0.11	0.0	0.20473999
5.0	0.0	0.0	1.0	0.0	0.0	0.65015316	1.0	0.48454803	"Botswana"	0.197	0.0	0.0	1.0	0.0	0.0	7.570443	13.716795	1.0	0.5	0.11	0.0	0.13908198
6.0	0.0	0.0	1.0	0.0	0.0	0.65015316	1.0	0.48454803	"Botswana"	0.142	0.0	0.0	1.0	0.0	0.0	7.7566233	13.893397	1.0	0.5	0.11	0.0	0.100252
7.0	0.0	0.0	1.0	0.0	0.0	0.65015316	1.0	0.48454803	"Botswana"	0.087	0.0	0.0	1.0	0.0	0.0	7.7341213	14.05924	1.0	0.5	0.11	0.0	0.061421994
8.0	0.0	0.0	1.0	0.0	0.0	0.65015316	1.0	0.48454803	"Botswana"		0.0	0.0	1.0	0.0	0.0	7.807103	14.193947	1.0	0.5	0.11	0.0	
1.0	74.5	0.0	1.0	0.0	0.0	0.5123105	1.0	0.285911	"Burundi"	0.078	0.0	0.0		0.0	0.0	6.461468	14.89426	0.94751996	0.4878	0.14	0.0	0.064974
2.0	74.5	0.0	1.0	0.0	0.0	0.5123105	1.0	0.285911	"Burundi"	0.078	0.0	1.0		0.0	1.0	5.966147	14.982716	0.94751996	0.4878	0.14	0.0	0.064974
3.0	74.5	0.0	1.0	0.0	0.0	0.5123105	1.0	0.285911	"Burundi"	0.098	0.0	0.0	0.0	0.0	1.0	5.8318825	15.072266	0.94751996	0.4878	0.14	1.0	0.081634
4.0	74.5	0.0	1.0	0.0	0.0	0.5123105	1.0	0.285911	"Burundi"	0.073	0.0	0.0	0.0	0.0	0.0	6.1025586	15.118423	0.94751996	0.4878	0.14	0.0	0.060808998
5.0	74.5	0.0	1.0	0.0	0.0	0.5123105	1.0	0.285911	"Burundi"	0.069	0.0	0.0	0.0	0.0	0.0	6.173786	15.233788	0.94751996	0.4878	0.14	0.0	0.057476997
6.0	74.5	0.0	1.0	0.0	0.0	0.5123105	1.0	0.285911	"Burundi"	0.095	0.0	0.0	0.0	0.0	1.0	6.2672005	15.371758	0.94751996	0.4878	0.14	1.0	0.079135
7.0	74.5	0.0	1.0	0.0	0.0	0.5123105	1.0	0.285911	"Burundi"	0.064	0.0	1.0	0.0	0.0	1.0	6.3099184	15.512226	0.94751996	0.4878	0.14	1.0	0.053312004
8.0	74.5	0.0	1.0	0.0	0.0	0.5123105	1.0	0.285911	"Burundi"	0.064	1.0	1.0		1.0	1.0	6.1136823	15.632937	0.94751996	0.4878	0.14	1.0	0.053312004
1.0	17.7	0.0	1.0	0.0	0.0	0.5755745	0.0	0.816575	"Cameroon"	0.139	0.0	0.0	0.0	0.0	0.0	6.4630294	15.482462	0.893256	0.6474	0.0	0.0	0.03753
2.0	17.7	0.0	1.0	0.0	0.0	0.5755745	0.0	0.816575	"Cameroon"	0.139	0.0	0.0	0.0	0.0	0.0	6.5117455	15.587407	0.893256	0.6474	0.0	0.0	0.03753
3.0	17.7	0.0	1.0	0.0	0.0	0.5755745	0.0	0.816575	"Cameroon"	0.178	0.0	0.0	0.0	0.0	0.0	6.689599	15.7046995	0.893256	0.6474	0.0	0.0	0.048060004
4.0	17.7	0.0	1.0	0.0	0.0	0.5755745	0.0	0.816575	"Cameroon"	0.145	0.0	0.0	0.0	0.0	0.0	6.755769	15.834007	0.893256	0.6474	0.0	0.0	0.03915
5.0	17.7	0.0	1.0	0.0	0.0	0.5755745	0.0	0.816575	"Cameroon"	0.169	0.0	1.0	0.0	0.0	0.0	7.0850644	15.973648	0.893256	0.6474	0.0	0.0	0.04563
6.0	17.7	0.0	1.0	0.0	0.0	0.5755745	0.0	0.816575	"Cameroon"	0.084	0.0	0.0	0.0	0.0	0.0	7.304516	16.115091	0.893256	0.6474	0.0	0.0	0.022680001
7.0	17.7	0.0	1.0	0.0	0.0	0.5755745	0.0	0.816575	"Cameroon"	0.153	0.0	0.0	0.0	0.0	0.0	7.111512	16.25542	0.893256	0.6474	0.0	0.0	0.04131
8.0	17.7	0.0	1.0	0.0	0.0	0.5755745	0.0	0.816575	"Cameroon"	0.178	0.0	0.0	0.0	0.0	0.0	6.828712	16.394363	0.893256	0.6474	0.0	0.0	0.048060004
1.0	16.7	0.0	1.0	0.0	0.0	0.82161665	1.0	0.43452802	"Cape Verde"	0.039	0.0	0.0		0.0	0.0	6.150603	12.18587	0.0039959447	0.001997961	0.284	0.0	0.027144
2.0	16.7	0.0	1.0	0.0	0.0	0.82161665	1.0	0.43452802	"Cape Verde"	0.039	0.0	0.0		0.0	0.0	6.056784	12.341477	0.0039959447	0.001997961	0.284	0.0	0.027144
3.0	16.7	0.0	1.0	0.0	0.0	0.82161665	1.0	0.43452802	"Cape Verde"	0.039	0.0	0.0		0.0	0.0	6.452049	12.495004	0.0039959447	0.001997961	0.284	0.0	0.027144
4.0	16.7	0.0	1.0	0.0	0.0	0.82161665	1.0	0.43452802	"Cape Verde"	0.031	0.0	0.0		0.0	0.0	6.1800165	12.535377	0.0039959447	0.001997961	0.284	0.0	0.021575999
5.0	16.7	0.0	1.0	0.0	0.0	0.82161665	1.0	0.43452802	"Cape Verde"	0.038	0.0	0.0		0.0	0.0	6.8394766	12.574182	0.0039959447	0.001997961	0.284	0.0	0.026447998
6.0	16.7	0.0	1.0	0.0	0.0	0.82161665	1.0	0.43452802	"Cape Verde"	0.052	0.0	0.0		0.0	0.0	6.9584484	12.644327	0.0039959447	0.001997961	0.284	0.0	0.036192
7.0	16.7	0.0	1.0	0.0	0.0	0.82161665	1.0	0.43452802	"Cape Verde"	0.02	0.0	0.0		0.0	0.0	6.9641356	12.74081	0.0039959447	0.001997961	0.284	0.0	0.013919999
8.0	16.7	0.0	1.0	0.0	0.0	0.82161665	1.0	0.43452802	"Cape Verde"	0.012	0.0	0.0		0.0	0.0	7.04316	12.853176	0.0039959447	0.001997961	0.284	0.0	0.008352
1.0	4.4	0.0	1.0	0.0	0.0	0.577752	0.0	0.786988	"Central African Republic"	0.08	0.0	0.0	0.0	0.0	0.0	6.5567784	14.243389	0.90088	0.5462	0.0	0.0	0.02736
2.0	4.4	0.0	1.0	0.0	0.0	0.577752	0.0	0.786988	"Central African Republic"	0.08	0.0	0.0	0.0	0.0	0.0	6.496775	14.332517	0.90088	0.5462	0.0	0.0	0.02736
3.0	4.4	0.0	1.0	0.0	0.0	0.577752	0.0	0.786988	"Central African Republic"	0.095	0.0	0.0	0.0	0.0	0.0	6.616065	14.430156	0.90088	0.5462	0.0	0.0	0.03249
4.0	4.4	0.0	1.0	0.0	0.0	0.577752	0.0	0.786988	"Central African Republic"	0.096	0.0	0.0	0.0	0.0	0.0	6.5666723	14.536759	0.90088	0.5462	0.0	0.0	0.032832
5.0	4.4	0.0	1.0	0.0	0.0	0.577752	0.0	0.786988	"Central African Republic"	0.103	0.0	0.0	0.0	0.0	0.0	6.559615	14.654056	0.90088	0.5462	0.0	0.0	0.035226002
6.0	4.4	0.0	1.0	0.0	0.0	0.577752	0.0	0.786988	"Central African Republic"	0.085	0.0	0.0	0.0	0.0	0.0	6.4457197	14.77371	0.90088	0.5462	0.0	0.0	0.029070001
7.0	4.4	0.0	1.0	0.0	0.0	0.577752	0.0	0.786988	"Central African Republic"	0.066	0.0	0.0	0.0	0.0	0.0	6.3613024	14.8946	0.90088	0.5462	0.0	0.0	0.022572
8.0	4.4	0.0	1.0	0.0	0.0	0.577752	0.0	0.786988	"Central African Republic"	0.058	0.0	0.0	1.0	0.0	1.0	6.2989492	15.00579	0.90088	0.5462	0.0	1.0	0.019836
1.0	8.5	0.0	1.0	0.0	0.0	0.6646519	0.0	0.767887	"Chad"	0.09	0.0	0.0	0.0	0.0	0.0	6.6280413	14.935232	0.89975196	0.62572527	0.0	0.0	0.027000003
2.0	8.5	0.0	1.0	0.0	0.0	0.6646519	0.0	0.767887	"Chad"	0.09	1.0	1.0	0.0	1.0	1.0	6.60123	15.019683	0.89975196	0.62572527	0.0	1.0	0.027000003
3.0	8.5	0.0	1.0	0.0	0.0	0.6646519	0.0	0.767887	"Chad"	0.072	1.0	1.0	0.0	1.0	1.0	6.49224	15.1107855	0.89975196	0.62572527	0.0	1.0	0.0216
4.0	8.5	0.0	1.0	0.0	0.0	0.6646519	0.0	0.767887	"Chad"	0.06	1.0	1.0	0.0	1.0	1.0	6.383507	15.209277	0.89975196	0.62572527	0.0	1.0	0.018000001
5.0	8.5	0.0	1.0	0.0	0.0	0.6646519	0.0	0.767887	"Chad"	0.092	1.0	1.0		1.0	1.0	6.2690964	15.314464	0.89975196	0.62572527	0.0	1.0	0.027600002
6.0	8.5	0.0	1.0	0.0	0.0	0.6646519	0.0	0.767887	"Chad"	0.081	1.0	1.0	0.0	1.0	1.0	6.0137153	15.447884	0.89975196	0.62572527	0.0	1.0	0.024300002
7.0	8.5	0.0	1.0	0.0	0.0	0.6646519	0.0	0.767887	"Chad"	0.151	1.0	1.0	0.0	1.0	1.0	5.988961	15.564014	0.89975196	0.62572527	0.0	1.0	0.0453
8.0	8.5	0.0	1.0	0.0	0.0	0.6646519	0.0	0.767887	"Chad"	0.141	0.0	1.0	0.0	0.0	0.0	5.9375362	15.718662	0.89975196	0.62572527	0.0	1.0	0.0423
1.0	28.6	0.0	1.0	0.0	0.0	0.12651062	0.0	0.060765035	"Comoros"		0.0	0.0		0.0	0.0	6.297109		0.011948185	0.005986042	0.0	0.0	
2.0	28.6	0.0	1.0	0.0	0.0	0.12651062	0.0	0.060765035	"Comoros"		0.0	0.0		0.0	0.0	6.4707994		0.011948185	0.005986042	0.0	0.0	
3.0	28.6	0.0	1.0	0.0	0.0	0.12651062	0.0	0.060765035	"Comoros"		0.0	0.0		0.0	0.0	6.54103		0.011948185	0.005986042	0.0	0.0	
4.0	28.6	0.0	1.0	0.0	0.0	0.12651062	0.0	0.060765035	"Comoros"		0.0	0.0	1.0	0.0	0.0	6.5806394		0.011948185	0.005986042	0.0	0.0	
5.0	28.6	0.0	1.0	0.0	0.0	0.12651062	0.0	0.060765035	"Comoros"		0.0	0.0	0.0	0.0	0.0	6.4473057	12.721886	0.011948185	0.005986042	0.0	0.0	
6.0	28.6	0.0	1.0	0.0	0.0	0.12651062	0.0	0.060765035	"Comoros"		0.0	1.0	0.0	0.0	0.0	6.4661446	12.845291	0.011948185	0.005986042	0.0	0.0	
7.0	28.6	0.0	1.0	0.0	0.0	0.12651062	0.0	0.060765035	"Comoros"		0.0	0.0	1.0	0.0	0.0	6.3350544	12.976181	0.011948185	0.005986042	0.0	0.0	
8.0	28.6	0.0	1.0	0.0	0.0	0.12651062	0.0	0.060765035	"Comoros"		0.0	1.0		0.0	0.0	6.126869	13.106234	0.011948185	0.005986042	0.0	0.0	
1.0	0.0	0.0	1.0	0.0	0.0	0.67372656	1.0	0.721379	"Republic of Congo"	0.116	0.0	0.0	1.0	0.0	0.0	7.023759	13.803438	0.6558481	0.35460007	0.2	0.0	0.05394
2.0	0.0	0.0	1.0	0.0	0.0	0.67372656	1.0	0.721379	"Republic of Congo"	0.116	0.0	0.0	0.0	0.0	0.0	6.9884133	13.920771	0.6558481	0.35460007	0.2	0.0	0.05394
3.0	0.0	0.0	1.0	0.0	0.0	0.67372656	1.0	0.721379	"Republic of Congo"	0.08	0.0	0.0	0.0	0.0	0.0	7.420579	14.049001	0.6558481	0.35460007	0.2	0.0	0.0372
4.0	0.0	0.0	1.0	0.0	0.0	0.67372656	1.0	0.721379	"Republic of Congo"	0.206	0.0	0.0	0.0	0.0	0.0	7.453562	14.185003	0.6558481	0.35460007	0.2	0.0	0.09579
5.0	0.0	0.0	1.0	0.0	0.0	0.67372656	1.0	0.721379	"Republic of Congo"	0.523	0.0	0.0	0.0	0.0	0.0	7.5657935	14.327735	0.6558481	0.35460007	0.2	0.0	0.243195
6.0	0.0	0.0	1.0	0.0	0.0	0.67372656	1.0	0.721379	"Republic of Congo"	0.486	0.0	0.0	0.0	0.0	0.0	7.899895	14.468877	0.6558481	0.35460007	0.2	0.0	0.22599
7.0	0.0	0.0	1.0	0.0	0.0	0.67372656	1.0	0.721379	"Republic of Congo"	0.508	0.0	1.0	0.0	0.0	1.0	7.7012	14.613018	0.6558481	0.35460007	0.2	0.0	0.23622
8.0	0.0	0.0	1.0	0.0	0.0	0.67372656	1.0	0.721379	"Republic of Congo"	0.505	1.0	1.0	1.0	1.0	1.0	7.6024013	14.755908	0.6558481	0.35460007	0.2	1.0	0.234825
1.0	1.0	0.0	0.0	0.0	0.0	0.42698348	1.0	0.24678798	"Egypt"	0.093	0.0	0.0	0.0	0.0	0.0	6.695799	17.070602	0.36000007	0.18000005	0.061	0.0	0.08044501
2.0	1.0	0.0	0.0	0.0	0.0	0.42698348	1.0	0.24678798	"Egypt"	0.093	0.0	0.0	0.0	0.0	0.0	6.931472	17.19613	0.36000007	0.18000005	0.061	0.0	0.08044501
3.0	1.0	0.0	0.0	0.0	0.0	0.42698348	1.0	0.24678798	"Egypt"	0.072	0.0	0.0	0.0	0.0	0.0	7.0587583	17.313623	0.36000007	0.18000005	0.061	0.0	0.06228
4.0	1.0	0.0	0.0	0.0	0.0	0.42698348	1.0	0.24678798	"Egypt"	0.081	0.0	0.0	0.0	0.0	0.0	7.1647205	17.407024	0.36000007	0.18000005	0.061	0.0	0.070065
5.0	1.0	0.0	0.0	0.0	0.0	0.42698348	1.0	0.24678798	"Egypt"	0.118	0.0	0.0	0.0	0.0	0.0	7.4054956	17.52603	0.36000007	0.18000005	0.061	0.0	0.102070004
6.0	1.0	0.0	0.0	0.0	0.0	0.42698348	1.0	0.24678798	"Egypt"	0.048	0.0	0.0	0.0	0.0	0.0	7.5771217	17.6552	0.36000007	0.18000005	0.061	0.0	0.04152
7.0	1.0	0.0	0.0	0.0	0.0	0.42698348	1.0	0.24678798	"Egypt"	0.042	0.0	1.0	0.0	0.0	0.0	7.555905	17.775219	0.36000007	0.18000005	0.061	0.0	0.03633
8.0	1.0	0.0	0.0	0.0	0.0	0.42698348	1.0	0.24678798	"Egypt"	0.035	0.0	0.0	0.0	0.0	0.0	7.586296	17.879053	0.36000007	0.18000005	0.061	0.0	0.030275
1.0	70.4	0.0	1.0	0.0	0.0	0.77790797	0.0	0.694955	"Ethiopia"	0.091	0.0	1.0	0.0	0.0	0.0	5.549076	16.940998	0.906	0.615	0.0	0.0	0.0364
2.0	70.4	0.0	1.0	0.0	0.0	0.77790797	0.0	0.694955	"Ethiopia"	0.091	1.0	1.0	0.0	0.0	0.0	5.669881	17.050613	0.906	0.615	0.0	0.0	0.0364
3.0	70.4	0.0	1.0	0.0	0.0	0.77790797	0.0	0.694955	"Ethiopia"	0.065	1.0	1.0	0.0	1.0	1.0	5.6903596	17.180632	0.906	0.615	0.0	1.0	0.025999999
4.0	70.4	0.0	1.0	0.0	0.0	0.77790797	0.0	0.694955	"Ethiopia"	0.078	1.0	1.0	0.0	1.0	1.0	5.723585	17.310623	0.906	0.615	0.0	1.0	0.031200001
5.0	70.4	0.0	1.0	0.0	0.0	0.77790797	0.0	0.694955	"Ethiopia"	0.103	1.0	1.0	0.0	1.0	1.0	5.7745514	17.445621	0.906	0.615	0.0	1.0	0.0412
6.0	70.4	0.0	1.0	0.0	0.0	0.77790797	0.0	0.694955	"Ethiopia"	0.07	1.0	1.0	0.0	1.0	1.0	5.7004437	17.584818	0.906	0.615	0.0	1.0	0.028
7.0	70.4	0.0	1.0	0.0	0.0	0.77790797	0.0	0.694955	"Ethiopia"	0.046	1.0	1.0	0.0	1.0	1.0	5.7807436	17.75086	0.906	0.615	0.0	1.0	0.0184
8.0	70.4	0.0	1.0	0.0	0.0	0.77790797	0.0	0.694955	"Ethiopia"	0.069	0.0	1.0	0.0	0.0	0.0	5.8021183	17.850283	0.906	0.615	0.0	1.0	0.0276
1.0	0.07	0.0	1.0	0.0	0.0	0.518816	0.0	0.8338	"Gabon"	0.381	0.0	1.0	0.0	0.0	0.0	7.4894123	13.093964	0.5302068	0.27123204	0.0	0.0	0.11049
2.0	0.07	0.0	1.0	0.0	0.0	0.518816	0.0	0.8338	"Gabon"	0.381	0.0	0.0	0.0	0.0	0.0	7.858254	13.112313	0.5302068	0.27123204	0.0	0.0	0.11049
3.0	0.07	0.0	1.0	0.0	0.0	0.518816	0.0	0.8338	"Gabon"	0.342	0.0	0.0	0.0	0.0	0.0	8.217169	13.130332	0.5302068	0.27123204	0.0	0.0	0.09918
4.0	0.07	0.0	1.0	0.0	0.0	0.518816	0.0	0.8338	"Gabon"	0.432	0.0	0.0	0.0	0.0	0.0	8.646465	13.29295	0.5302068	0.27123204	0.0	0.0	0.12528
5.0	0.07	0.0	1.0	0.0	0.0	0.518816	0.0	0.8338	"Gabon"	0.512	0.0	0.0	0.0	0.0	0.0	8.475746	13.445895	0.5302068	0.27123204	0.0	0.0	0.14848
6.0	0.07	0.0	1.0	0.0	0.0	0.518816	0.0	0.8338	"Gabon"	0.51	0.0	0.0	0.0	0.0	0.0	8.31189	13.610944	0.5302068	0.27123204	0.0	0.0	0.1479
7.0	0.07	0.0	1.0	0.0	0.0	0.518816	0.0	0.8338	"Gabon"	0.43	0.0	0.0		0.0	0.0	8.283494	13.774689	0.5302068	0.27123204	0.0	0.0	0.124699995
8.0	0.07	0.0	1.0	0.0	0.0	0.518816	0.0	0.8338	"Gabon"	0.565	0.0	0.0	0.0	0.0	0.0	8.245646	13.909001	0.5302068	0.27123204	0.0	0.0	0.16385
1.0	0.0	0.0	1.0	0.0	0.0	0.689322	0.0	0.727926	"Gambia"	0.34	0.0	0.0		0.0	0.0	6.4002576	12.771386	0.4848246	0.26762602	0.0	0.0	0.153
2.0	0.0	0.0	1.0	0.0	0.0	0.689322	0.0	0.727926	"Gambia"	0.34	0.0	0.0	1.0	0.0	0.0	6.584791	12.90917	0.4848246	0.26762602	0.0	0.0	0.153
3.0	0.0	0.0	1.0	0.0	0.0	0.689322	0.0	0.727926	"Gambia"	0.277	0.0	0.0	1.0	0.0	0.0	6.582025	13.04764	0.4848246	0.26762602	0.0	0.0	0.12465
4.0	0.0	0.0	1.0	0.0	0.0	0.689322	0.0	0.727926	"Gambia"	0.438	0.0	0.0	1.0	0.0	0.0	6.683361	13.21403	0.4848246	0.26762602	0.0	0.0	0.1971
5.0	0.0	0.0	1.0	0.0	0.0	0.689322	0.0	0.727926	"Gambia"	0.133	0.0	1.0	1.0	0.0	0.0	6.9246125	13.370785	0.4848246	0.26762602	0.0	0.0	0.05985
6.0	0.0	0.0	1.0	0.0	0.0	0.689322	0.0	0.727926	"Gambia"	0.198	0.0	0.0	1.0	0.0	0.0	6.645091	13.521139	0.4848246	0.26762602	0.0	0.0	0.089099996
7.0	0.0	0.0	1.0	0.0	0.0	0.689322	0.0	0.727926	"Gambia"	0.12	0.0	0.0	1.0	0.0	0.0	6.683361	13.732129	0.4848246	0.26762602	0.0	0.0	0.053999998
8.0	0.0	0.0	1.0	0.0	0.0	0.689322	0.0	0.727926	"Gambia"	0.132	0.0	0.0	0.0	0.0	0.0	6.6025877	13.920771	0.4848246	0.26762602	0.0	0.0	0.0594
1.0	0.0	0.0	1.0	0.0	0.0	0.6610081	1.0	0.730978	"Ghana"	0.138	0.0	0.0	0.0	0.0	0.0	6.795706	15.728602	0.8800371	0.58190936	0.17	0.0	0.063618
2.0	0.0	0.0	1.0	0.0	0.0	0.6610081	1.0	0.730978	"Ghana"	0.138	0.0	1.0	0.0	0.0	0.0	6.783325	15.873345	0.8800371	0.58190936	0.17	0.0	0.063618
3.0	0.0	0.0	1.0	0.0	0.0	0.6610081	1.0	0.730978	"Ghana"	0.191	0.0	0.0	1.0	0.0	0.0	6.9650803	15.968667	0.8800371	0.58190936	0.17	0.0	0.088051
4.0	0.0	0.0	1.0	0.0	0.0	0.6610081	1.0	0.730978	"Ghana"	0.255	0.0	0.0	0.0	0.0	0.0	6.8178306	16.100847	0.8800371	0.58190936	0.17	0.0	0.117555
5.0	0.0	0.0	1.0	0.0	0.0	0.6610081	1.0	0.730978	"Ghana"	0.21	0.0	1.0	1.0	0.0	0.0	6.8834624	16.189486	0.8800371	0.58190936	0.17	0.0	0.09681
6.0	0.0	0.0	1.0	0.0	0.0	0.6610081	1.0	0.730978	"Ghana"	0.172	0.0	0.0	0.0	0.0	0.0	6.6745615	16.350794	0.8800371	0.58190936	0.17	0.0	0.079292
7.0	0.0	0.0	1.0	0.0	0.0	0.6610081	1.0	0.730978	"Ghana"	0.135	0.0	0.0	0.0	0.0	0.0	6.8046145	16.514856	0.8800371	0.58190936	0.17	0.0	0.062235
8.0	0.0	0.0	1.0	0.0	0.0	0.6610081	1.0	0.730978	"Ghana"	0.135	0.0	0.0	0.0	0.0	0.0	6.903747	16.653126	0.8800371	0.58190936	0.17	0.0	0.062235
1.0	3.2	0.0	1.0	0.0	0.0	0.84292376	1.0	0.648884	"Guinea"	0.109	0.0	0.0	0.0	0.0	0.0	6.3261495	14.958459	0.8390749	0.43552202	0.35	0.0	0.05014
2.0	3.2	0.0	1.0	0.0	0.0	0.84292376	1.0	0.648884	"Guinea"	0.109	0.0	0.0	0.0	0.0	0.0	6.300786	15.064839	0.8390749	0.43552202	0.35	0.0	0.05014
3.0	3.2	0.0	1.0	0.0	0.0	0.84292376	1.0	0.648884	"Guinea"	0.109	0.0	1.0	0.0	0.0	0.0	6.1463294	15.176487	0.8390749	0.43552202	0.35	0.0	0.05014
4.0	3.2	0.0	1.0	0.0	0.0	0.84292376	1.0	0.648884	"Guinea"	0.166	0.0	0.0	0.0	0.0	0.0	6.5308776	15.238378	0.8390749	0.43552202	0.35	0.0	0.07636
5.0	3.2	0.0	1.0	0.0	0.0	0.84292376	1.0	0.648884	"Guinea"	0.323	0.0	0.0	0.0	0.0	0.0	6.705639	15.3108835	0.8390749	0.43552202	0.35	0.0	0.14858001
