date	boeinterestrate	monthliborfred
"1-Jul-2007"	5.75	5.98
"1-Aug-2007"	5.75	6.34
"1-Sep-2007"	5.75	6.58
"1-Oct-2007"	5.75	6.21
"1-Nov-2007"	5.75	6.36
"1-Dec-2007"	5.5	6.35
"1-Jan-2008"	5.5	5.61
"1-Feb-2008"	5.25	5.61
"1-Mar-2008"	5.25	5.86
"1-Apr-2008"	5.0	5.9
"1-May-2008"	5.0	5.79
"1-Jun-2008"	5.0	5.9
"1-Jul-2008"	5.0	5.8
"1-Aug-2008"	5.0	5.76
"1-Sep-2008"	5.0	5.87
"1-Oct-2008"	4.5	6.18
"1-Nov-2008"	3.0	4.4
"1-Dec-2008"	2.0	3.21
"1-Jan-2009"	1.5	2.28
"1-Feb-2009"	1.0	2.08
"5-Mar-2009"	0.5	1.83
"9-Apr-2009"	0.5	1.48
"7-May-2009"	0.5	1.3
"4-Jun-2009"	0.5	1.21
"9-Jul-2009"	0.5	1.03
"6-Aug-2009"	0.5	0.8
"10-Sep-2009"	0.5	0.62
"8-Oct-2009"	0.5	0.56
"5-Nov-2009"	0.5	0.6
"10-Dec-2009"	0.5	0.61
"7-Jan-2010"	0.5	0.6
"4-Feb-2010"	0.5	0.6
"4-Mar-2010"	0.5	0.6
"8-Apr-2010"	0.5	0.6
"10-May-2010"	0.5	0.66
"10-Jun-2010"	0.5	0.7
"8-Jul-2010"	0.5	0.75
"5-Aug-2010"	0.5	0.75
"9-Sep-2010"	0.5	0.75
"7-Oct-2010"	0.5	0.75
"4-Nov-2010"	0.5	0.75
"9-Dec-2010"	0.5	0.76
"13-Jan-2011"	0.5	0.78
"10-Feb-2011"	0.5	0.78
"10-Mar-2011"	0.5	0.78
"7-Apr-2011"	0.5	0.8
"5-May-2011"	0.5	0.8
"9-Jun-2011"	0.5	0.85
"7-Jul-2011"	0.5	0.86
"4-Aug-2011"	0.5	0.89
"8-Sep-2011"	0.5	0.97
"6-Oct-2011"	0.5	1.02
"10-Nov-2011"	0.5	1.05
"8-Dec-2011"	0.5	1.09
"12-Jan-2012"	0.5	1.11
"9-Feb-2012"	0.5	1.1
"8-Mar-2012"	0.5	1.08
"5-Apr-2012"	0.5	1.06
"10-May-2012"	0.5	1.01
"7-Jun-2012"	0.5	0.97
"5-Jul-2012"	0.5	0.86
"2-Aug-2012"	0.5	0.7
"6-Sep-2012"	0.5	0.64
"4-Oct-2012"	0.5	0.54
"8-Nov-2012"	0.5	0.5
"6-Dec-2012"	0.5	0.5
"12-Jan-2013"	0.5	0.49
"9-Feb-2013"	0.5	0.49
"8-Mar-2013"	0.5	0.49
"5-Apr-2013"	0.5	0.49
"10-May-2013"	0.5	0.49
"7-Jun-2013"	0.5	0.49
"5-Jul-2013"	0.5	0.48
"2-Aug-2013"	0.5	0.49
"6-Sep-2013"	0.5	0.49
"4-Oct-2013"	0.5	0.5
"8-Nov-2013"	0.5	0.5
"6-Dec-2013"	0.5	0.53
"12-Jan-2014"	0.5	0.53
"9-Feb-2014"	0.5	0.53
"8-Mar-2014"	0.5	0.53
"5-Apr-2014"	0.5	0.53
"10-May-2014"	0.5	0.55
"7-Jun-2014"	0.5	0.55
"5-Jul-2014"	0.5	0.55
"2-Aug-2014"	0.5	0.55
"6-Sep-2014"	0.5	0.55
"4-Oct-2014"	0.5	0.54
"8-Nov-2014"	0.5	0.53
"6-Dec-2014"	0.5	0.53
"12-Jan-2015"	0.5	0.53
"9-Feb-2015"	0.5	0.53
"8-Mar-2015"	0.5	0.53
"5-Apr-2015"	0.5	0.53
"10-May-2015"	0.5	0.54
"7-Jun-2015"	0.5	0.55
"5-Jul-2015"	0.5	0.57
"2-Aug-2015"	0.5	0.57
"6-Sep-2015"	0.5	0.57
"4-Oct-2015"	0.5	0.57
"8-Nov-2015"	0.5	0.57
"6-Dec-2015"	0.5	0.57
