iso	iso_b	location	year	intensity_level	type_of_conflict	numberoffatalitiesbyfinalyearofc	cumulative_intensity	conflict_id	side_a	side_a_id	side_a_2nd	side_b	side_b_id	side_b_2nd	incompatibility	territory_name	start_date	start_prec	start_date2	start_prec2	ep_end	ep_end_date	ep_end_prec	gwno_a	gwno_a_2nd	gwno_b	gwno_b_2nd	gwno_loc	region	version	africa
"KEN"		"Kenya"	2016	1	3		0	13646	"Government of Kenya"	91		"Al-Shabaab"	"717"		1	"Northeastern Province and Coast"	"2015-03-13"	1	"2015-07-13"	1	0			501				"501"	"4"	19.1	1
"KEN"		"Kenya"	2017	1	3		0	13646	"Government of Kenya"	91		"Al-Shabaab"	"717"		1	"Northeastern Province and Coast"	"2015-03-13"	1	"2015-07-13"	1	0			501				"501"	"4"	19.1	1
"KEN"		"Kenya"	2018	1	3		0	13646	"Government of Kenya"	91		"Al-Shabaab"	"717"		1	"Northeastern Province and Coast"	"2015-03-13"	1	"2015-07-13"	1	0			501				"501"	"4"	19.1	1
"LSO"		"Lesotho"	1998	1	4		0	411	"Government of Lesotho"	104	"Government of Botswana, Government of South Africa"	"Military faction (Lesotho)"	"550"		2		"1998-09-04"	1	"1998-09-22"	1	1	"1998-09-28"		570	"571, 560"			"570"	"4"	19.1	1
"LBR"		"Liberia"	1980	1	3		0	341	"Government of Liberia"	79		"Military faction (forces of Samuel Doe)"	"506"		2		"1980-04-12"	1	"1980-04-12"	1	1	"1980-04-14"		450				"450"	"4"	19.1	1
"LBR"		"Liberia"	1989	1	3		0	341	"Government of Liberia"	79		"NPFL"	"507"		2		"1980-04-12"	1	"1989-12-26"	1	0			450				"450"	"4"	19.1	1
"LBR"		"Liberia"	1990	1	3		0	341	"Government of Liberia"	79		"INPFL, NPFL"	"508, 507"		2		"1980-04-12"	1	"1989-12-26"	1	1	"1990-12-31"		450				"450"	"4"	19.1	1
"LBR"		"Liberia"	2000	1	3		0	341	"Government of Liberia"	79		"LURD"	"509"		2		"1980-04-12"	1	"2000-05-31"	3	0			450				"450"	"4"	19.1	1
"LBR"		"Liberia"	2001	1	3		0	341	"Government of Liberia"	79		"LURD"	"509"		2		"1980-04-12"	1	"2000-05-31"	3	0			450				"450"	"4"	19.1	1
"LBR"		"Liberia"	2002	1	3		1	341	"Government of Liberia"	79		"LURD"	"509"		2		"1980-04-12"	1	"2000-05-31"	3	0			450				"450"	"4"	19.1	1
"LBR"		"Liberia"	2003	2	3		1	341	"Government of Liberia"	79		"LURD, MODEL"	"509, 510"		2		"1980-04-12"	1	"2000-05-31"	3	1	"2003-11-21"		450				"450"	"4"	19.1	1
"LBY"		"Libya"	1904	1	1	143																									
"LBY"		"Libya"	1905	1	1	143																									
"LBY"		"Libya"	1906	1	1	143																									
"LBY"		"Libya"	1907	1	1	143																									
"LBY"		"Libya"	1908	1	1	143																									
"LBY"		"Libya"	1909	1	1	143																									
"LBY"		"Libya"	1910	1	1	143																									
"LBY"		"Libya"	1911	1	1	143																									
"LBY"		"Libya"	1911	2	2	10000																									
"LBY"		"Libya"	1912	2	2	10000																									
"LBY"		"Libya"	1913	2	1	3200																									
"LBY"		"Libya"	1914	2	1	3200																									
"LBY"		"Libya"	1915	2	1	3200																									
"LBY"		"Libya"	1916	2	1	3200																									
"LBY"		"Libya"	1917	2	1	3200																									
"LBY"		"Libya"	1920	2	1	3333																									
"LBY"		"Libya"	1921	2	1	3333																									
"LBY"		"Libya"	1922	2	1	3333																									
"LBY"		"Libya"	1923	2	1	3333																									
"LBY"		"Libya"	1924	2	1	3333																									
"LBY"		"Libya"	1925	2	1	3333																									
"LBY"		"Libya"	1926	2	1	3333																									
"LBY"		"Libya"	1927	2	1	3333																									
"LBY"		"Libya"	1928	2	1	3333																									
"LBY"		"Libya"	1929	2	1	3333																									
"LBY"		"Libya"	1930	2	1	3333																									
"LBY"		"Libya"	1931	2	1	3333																									
"LBY"		"Libya"	1932	2	1	3333																									
"LBY"		"Libya"	1940	2	2																										
"LBY"		"Libya"	1941	2	2																										
"LBY"		"Libya"	1942	2	2																										
"LBY"		"Libya"	1943	2	2																										
"LBY"		"Libya"	2011	2	3		1	11346	"Government of Libya"	111		"Forces of Muammar Gaddafi, NTC"	"1127, 1126"		2		"2011-02-28"	1	"2011-03-04"	1	1	"2011-11-23"		620				"620"	"4"	19.1	1
"LBY"		"Libya"	2013	1	3		1	11346	"Government of Libya"	111		"ASL"	"7046"		2		"2011-02-28"	1	"2013-11-29"	1	0			620				"620"	"4"	19.1	1
"LBY"		"Libya"	2014	1	3		1	11346	"Government of Libya"	111		"Forces of the House of Representatives, Zintan Military Council"	"5802, 5940"		2		"2011-02-28"	1	"2013-11-29"	1	0			620				"620"	"4"	19.1	1
"LBY"		"Libya"	2015	1	3		0	13694	"Government of Libya"	111		"IS"	"234"		1	"Islamic State"	"2015-03-14"	1	"2015-03-18"	1	0			620				"620"	"4"	19.1	1
"LBY"		"Libya"	2015	1	3		1	11346	"Government of Libya"	111		"Forces of the House of Representatives"	"5802"		2		"2011-02-28"	1	"2013-11-29"	1	1	"2015-04-19"		620				"620"	"4"	19.1	1
"LBY"		"Libya"	2016	2	4		1	13694	"Government of Libya"	111	"Government of United States of America"	"IS"	"234"		1	"Islamic State"	"2015-03-14"	1	"2015-03-18"	1	0			620	"2"			"620"	"4"	19.1	1
"LBY"		"Libya"	2017	1	3		1	11346	"Government of Libya"	111		"Forces of Khalifa al-Ghawil, Forces of the House of Representatives, PFLL"	"6814, 5802, 6893"		2		"2011-02-28"	1	"2017-05-18"	1	1	"2017-11-12"		620				"620"	"4"	19.1	1
"LBY"		"Libya"	2017	1	4		1	13694	"Government of Libya"	111	"Government of United States of America"	"IS"	"234"		1	"Islamic State"	"2015-03-14"	1	"2015-03-18"	1	0			620	"2"			"620"	"4"	19.1	1
"LBY"		"Libya"	2018	1	4		1	13694	"Government of Libya"	111	"Government of United States of America"	"IS"	"234"		1	"Islamic State"	"2015-03-14"	1	"2015-03-18"	1	0			620	"2"			"620"	"4"	19.1	1
"MDG"		"Madagascar (Malagasy)"	1894	1	2	727																									
"MDG"		"Madagascar (Malagasy)"	1895	1	2	727																									
"MDG"		"Madagascar (Malagasy)"	1896	1	2	727																									
"MDG"		"Madagascar (Malagasy)"	1897	1	2	727																									
"MDG"		"Madagascar (Malagasy)"	1898	1	2	727																									
"MDG"		"Madagascar (Malagasy)"	1899	1	2	727																									
"MDG"		"Madagascar (Malagasy)"	1900	1	2	727																									
"MDG"		"Madagascar (Malagasy)"	1901	1	2	727																									
"MDG"		"Madagascar (Malagasy)"	1902	1	2	727																									
"MDG"		"Madagascar (Malagasy)"	1903	1	2	727																									
"MDG"		"Madagascar (Malagasy)"	1904	1	2	727																									
"MDG"		"Madagascar (Malagasy)"	1905	1	2	727																									
"MDG"		"Madagascar (Malagasy)"	1947	2	1		1	219	"Government of France"	33		"MDRM"	"179"		1	"Malagasy"	"1947-03-29"	1	"1947-03-29"	1	1	"1947-12-31"		220				"580"	"4"	19.1	1
"MDG"		"Madagascar (Malagasy)"	1971	1	3		0	310	"Government of Madagascar"	106		"Monima "	"473"		2		"1971-04-30"	3	"1971-04-30"	3	1	"1971-04-30"		580				"580"	"4"	19.1	1
"MWI"		"Malawi"	1895	2	1																										
"MWI"		"Malawi"	1915	1	3																										
"MLI"		"Mali"	1890	2	4																										
"MLI"		"Mali"	1891	2	4																										
"MLI"		"Mali"	1893	1	2	333																									
"MLI"		"Mali"	1894	1	2	333																									
"MLI"		"Mali"	1895	1	2	333																									
"MLI"		"Mali"	1899	2	1																										
"MLI"		"Mali"	1915	2	3																										
"MLI"		"Mali"	1916	2	3																										
"MLI"		"Mali"	1990	1	3		0	372	"Government of Mali"	72		"MPA"	"521"		1	"Azawad"	"1990-06-28"	1	"1990-07-21"	2	1	"1990-09-04"		432				"432"	"4"	19.1	1
"MLI"		"Mali"	1994	1	3		0	372	"Government of Mali"	72		"FIAA"	"522"		1	"Azawad"	"1990-06-28"	1	"1994-10-04"	1	1	"1994-12-18"		432				"432"	"4"	19.1	1
"MLI"		"Mali"	2007	1	3		0	372	"Government of Mali"	72		"ATNMC"	"523"		1	"Azawad"	"1990-06-28"	1	"2007-08-31"	1	0			432				"432"	"4"	19.1	1
"MLI"		"Mali"	2008	1	3		0	372	"Government of Mali"	72		"ATNMC"	"523"		1	"Azawad"	"1990-06-28"	1	"2007-08-31"	1	0			432				"432"	"4"	19.1	1
"MLI"		"Mali"	2009	1	3		0	372	"Government of Mali"	72		"ATNMC"	"523"		1	"Azawad"	"1990-06-28"	1	"2007-08-31"	1	1	"2009-01-22"		432				"432"	"4"	19.1	1
"MLI"		"Mali"	2009	1	3		0	11347	"Government of Mali"	72		"AQIM"	"539"		2		"2009-06-14"	2	"2009-06-16"	1	1	"2009-07-16"		432				"432"	"4"	19.1	1
"MLI"		"Mali"	2012	1	3		0	372	"Government of Mali"	72		"CMA"	"1158"		1	"Azawad"	"1990-06-28"	1	"2012-01-24"	1	1	"2012-03-31"		432				"432"	"4"	19.1	1
"MLI"		"Mali"	2012	1	3		0	11347	"Government of Mali"	72		"Ansar Dine, Military faction (Red Berets)"	"1157, 1164"		2		"2009-06-14"	2	"2012-01-24"	1	0			432				"432"	"4"	19.1	1
"MLI"		"Mali"	2013	1	4		1	11347	"Government of Mali"	72	"Government of Bangladesh, Government of Belgium, Government of Benin, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Chad, Government of China, Government of Egypt, Government of Estonia, Government of Finland, Government of France, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Liberia, Government of Mauritania, Government of Nepal, Government of Niger, Government of Nigeria, Government of Norway, Government of Rwanda, Government of Senegal, Government of Sierra Leone, Government of Sweden, Government of Tajikistan, Government of Togo, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)"	"Ansar Dine, AQIM, MUJAO, Signed-in-Blood Battalion"	"1157, 539, 1161, 3481"		2		"2009-06-14"	2	"2012-01-24"	1	0			432	"771, 211, 434, 439, 516, 811, 483, 710, 651, 366, 375, 220, 260, 452, 438, 404, 325, 437, 663, 450, 435, 790, 436, 475, 385, 517, 433, 451, 380, 702, 461, 200, 2, 678"			"432"	"4"	19.1	1
"MLI"		"Mali"	2014	1	3		0	372	"Government of Mali"	72		"CMA"	"1158"		1	"Azawad"	"1990-06-28"	1	"2014-05-17"	1	0			432				"432"	"4"	19.1	1
"MLI"		"Mali"	2014	1	4		1	11347	"Government of Mali"	72	"Government of Bangladesh, Government of Belgium, Government of Benin, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Chad, Government of China, Government of Egypt, Government of Estonia, Government of Finland, Government of France, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Liberia, Government of Mauritania, Government of Nepal, Government of Niger, Government of Nigeria, Government of Norway, Government of Rwanda, Government of Senegal, Government of Sierra Leone, Government of Sweden, Government of Tajikistan, Government of Togo, Government of United Kingdom, Government of United States of America"	"al-Murabitun, AQIM"	"4376, 539"		2		"2009-06-14"	2	"2012-01-24"	1	0			432	"771, 211, 434, 439, 516, 811, 483, 710, 651, 366, 375, 220, 260, 452, 438, 404, 325, 437, 663, 450, 435, 790, 436, 475, 385, 517, 433, 451, 380, 702, 461, 200, 2"			"432"	"4"	19.1	1
"MLI"		"Mali"	2015	1	3		0	13611	"Government of Mali"	72		"FLM"	"6267"		1	"Macina Empire"	"2015-01-05"	1	"2015-06-27"	1	1	"2015-10-28"		432				"432"	"4"	19.1	1
"MLI"		"Mali"	2015	1	4		0	372	"Government of Mali"	72	"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Djibouti, Government of DR Congo (Zaire), Government of Egypt, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Madagascar, Government of Mauritania, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Portugal, Government of Rumania, Government of Rwanda, Government of Senegal, Government of Sierra Leone, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)"	"CMA"	"1158"		1	"Azawad"	"1990-06-28"	1	"2014-05-17"	1	1	"2015-05-18"		432	"371, 305, 771, 211, 434, 760, 346, 439, 516, 811, 471, 483, 710, 316, 390, 522, 490, 651, 92, 366, 375, 220, 420, 260, 452, 438, 404, 850, 325, 437, 663, 501, 367, 450, 580, 435, 790, 210, 436, 475, 385, 235, 360, 517, 433, 451, 380, 225, 461, 616, 640, 200, 2, 678"			"432"	"4"	19.1	1
"MLI"		"Mali"	2015	1	4		1	11347	"Government of Mali"	72	"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Djibouti, Government of DR Congo (Zaire), Government of Egypt, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Madagascar, Government of Mauritania, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Portugal, Government of Rumania, Government of Rwanda, Government of Senegal, Government of Sierra Leone, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)"	"Ansar Dine, AQIM"	"1157, 539"		2		"2009-06-14"	2	"2012-01-24"	1	0			432	"371, 305, 771, 211, 434, 760, 346, 439, 516, 811, 471, 483, 710, 316, 390, 522, 490, 651, 92, 366, 375, 220, 420, 260, 452, 438, 404, 850, 325, 437, 663, 501, 367, 450, 580, 435, 790, 210, 436, 475, 385, 235, 360, 517, 433, 451, 380, 225, 461, 616, 640, 200, 2, 678"			"432"	"4"	19.1	1
"MLI"		"Mali"	2016	1	4		1	11347	"Government of Mali"	72	"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Chad, Government of China, Government of Congo, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Ethiopia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Hungary, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Liberia, Government of Lithuania, Government of Madagascar, Government of Mauritania, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Portugal, Government of Rumania, Government of Senegal, Government of Sierra Leone, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)"	"Ansar Dine, AQIM"	"1157, 539"		2		"2009-06-14"	2	"2012-01-24"	1	0			432	"371, 305, 771, 211, 434, 760, 439, 516, 811, 471, 483, 710, 484, 316, 390, 651, 92, 366, 530, 375, 220, 420, 260, 452, 438, 404, 310, 850, 325, 437, 663, 501, 450, 368, 580, 435, 790, 210, 436, 475, 385, 235, 360, 433, 451, 380, 225, 461, 616, 640, 200, 2, 678"			"432"	"4"	19.1	1
"MLI"		"Mali"	2017	1	4		0	14113	"Government of Mali"	72	"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Ethiopia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Hungary, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Lithuania, Government of Mauritania, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Portugal, Government of Rumania, Government of Senegal, Government of Sierra Leone, Government of Sri Lanka, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)"	"IS"	"234"		1	"Islamic State"	"2017-02-04"	1	"2017-07-09"	1	0			432	"371, 305, 771, 211, 434, 760, 346, 439, 516, 811, 471, 483, 710, 316, 390, 651, 92, 366, 530, 375, 220, 420, 260, 452, 438, 404, 310, 850, 325, 437, 663, 501, 367, 450, 368, 435, 790, 210, 436, 475, 385, 235, 360, 433, 451, 780, 380, 225, 461, 616, 200, 2, 678"			"432"	"4"	19.1	1
"MLI"		"Mali"	2017	1	4		1	11347	"Government of Mali"	72	"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Ethiopia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Hungary, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Lithuania, Government of Mauritania, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Portugal, Government of Rumania, Government of Senegal, Government of Sierra Leone, Government of Sri Lanka, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)"	"AQIM, JNIM"	"539, 6716"		2		"2009-06-14"	2	"2012-01-24"	1	0			432	"371, 305, 771, 211, 434, 760, 346, 439, 516, 811, 471, 483, 710, 316, 390, 651, 92, 366, 530, 375, 220, 420, 260, 452, 438, 404, 310, 850, 325, 437, 663, 501, 367, 450, 368, 435, 790, 210, 436, 475, 385, 235, 360, 433, 451, 780, 380, 225, 461, 616, 200, 2, 678"			"432"	"4"	19.1	1
"MLI"		"Mali"	2018	1	4		0	14113	"Government of Mali"	72	"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Canada, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Ethiopia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guatemala, Government of Guinea, Government of Hungary, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Lithuania, Government of Madagascar, Government of Mauritania, Government of Mexico, Government of Nepal, Government of Netherlands, Government of New Zealand, Government of Niger, Government of Nigeria, Government of Norway, Government of Pakistan, Government of Portugal, Government of Rumania, Government of Senegal, Government of Sierra Leone, Government of Spain, Government of Sri Lanka, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America"	"IS"	"234"		1	"Islamic State"	"2017-02-04"	1	"2017-07-09"	1	0			432	"371, 305, 771, 211, 434, 760, 346, 439, 516, 811, 471, 20, 483, 710, 316, 390, 651, 92, 366, 530, 375, 220, 420, 260, 452, 90, 438, 310, 850, 325, 437, 663, 501, 367, 450, 368, 580, 435, 70, 790, 210, 920, 436, 475, 385, 770, 235, 360, 433, 451, 230, 780, 380, 225, 461, 616, 640, 200, 2"			"432"	"4"	19.1	1
"MLI"		"Mali"	2018	1	4		1	11347	"Government of Mali"	72	"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Canada, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Ethiopia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guatemala, Government of Guinea, Government of Hungary, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Lithuania, Government of Madagascar, Government of Mauritania, Government of Mexico, Government of Nepal, Government of Netherlands, Government of New Zealand, Government of Niger, Government of Nigeria, Government of Norway, Government of Pakistan, Government of Portugal, Government of Rumania, Government of Senegal, Government of Sierra Leone, Government of Spain, Government of Sri Lanka, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America"	"JNIM"	"6716"		2		"2009-06-14"	2	"2012-01-24"	1	0			432	"371, 305, 771, 211, 434, 760, 346, 439, 516, 811, 471, 20, 483, 710, 316, 390, 651, 92, 366, 530, 375, 220, 420, 260, 452, 90, 438, 310, 850, 325, 437, 663, 501, 367, 450, 368, 580, 435, 70, 790, 210, 920, 436, 475, 385, 770, 235, 360, 433, 451, 230, 780, 380, 225, 461, 616, 640, 200, 2"			"432"	"4"	19.1	1
"MRT"		"Mauritania"	1903	2	1																										
"MRT"		"Mauritania"	1908	1	1																										
"MRT"		"Mauritania"	1916	1	1																										
"MRT"		"Mauritania"	1917	1	1																										
"MRT"		"Mauritania"	1975	1	3		0	428	"Government of Mauritania"	74		"POLISARIO"	"563"		1	"Sahrawi Arab Democratic Republic (Western Sahara)"	"1975-12-10"	1	"1975-12-19"	2	0			435				"435"	"4"	19.1	1
"MRT"		"Mauritania"	1976	1	3		0	428	"Government of Mauritania"	74		"POLISARIO"	"563"		1	"Sahrawi Arab Democratic Republic (Western Sahara)"	"1975-12-10"	1	"1975-12-19"	2	0			435				"435"	"4"	19.1	1
"MRT"		"Mauritania"	1977	1	3		1	428	"Government of Mauritania"	74		"POLISARIO"	"563"		1	"Sahrawi Arab Democratic Republic (Western Sahara)"	"1975-12-10"	1	"1975-12-19"	2	0			435				"435"	"4"	19.1	1
"MRT"		"Mauritania"	1978	1	3		1	428	"Government of Mauritania"	74		"POLISARIO"	"563"		1	"Sahrawi Arab Democratic Republic (Western Sahara)"	"1975-12-10"	1	"1975-12-19"	2	1	"1978-12-31"		435				"435"	"4"	19.1	1
"MRT"		"Mauritania"	2010	1	4		0	442	"Government of Mauritania"	74	"Government of France"	"AQIM"	"539"		2		"2008-09-15"	1	"2010-09-18"	2	0			435	"220"			"435"	"4"	19.1	1
"MRT"		"Mauritania"	2011	1	3		0	442	"Government of Mauritania"	74		"AQIM"	"539"		2		"2008-09-15"	1	"2010-09-18"	2	1	"2011-10-20"		435				"435"	"4"	19.1	1
"MRT"	"MAR"	"Mauritania, Morocco"	1957	1	1		0	257	"Government of Spain"	35	"Government of France"	"NLA"	"565"		1	"Morocco/Spanish territories"	"1957-11-23"	2	"1957-11-23"	2	0			230	"220"			"435, 600"	"4"	19.1	1
"MRT"	"MAR"	"Mauritania, Morocco"	1957	1	1		0	256	"Government of France"	33	"Government of Spain"	"NLA"	"565"		1	"Morocco/Mauritania"	"1957-01-12"	2	"1957-01-12"	2	0			220	"230"			"435, 600"	"4"	19.1	1
"MRT"	"MAR"	"Mauritania, Morocco"	1958	1	1		0	257	"Government of Spain"	35	"Government of France"	"NLA"	"565"		1	"Morocco/Spanish territories"	"1957-11-23"	2	"1957-11-23"	2	1	"1958-06-30"		230	"220"			"435, 600"	"4"	19.1	1
"MRT"	"MAR"	"Mauritania, Morocco"	1958	1	1		0	256	"Government of France"	33	"Government of Spain"	"NLA"	"565"		1	"Morocco/Mauritania"	"1957-01-12"	2	"1957-01-12"	2	1	"1958-06-30"		220	"230"			"435, 600"	"4"	19.1	1
"MDG"		"Madagascar"	1942	1	2																										
"MAR"		"Morocco"	1892	2	1	833																									
"MAR"		"Morocco"	1893	2	1	1100																									
"MAR"		"Morocco"	1894	2	1	833																									
"MAR"		"Morocco"	1902	1	1																										
"MAR"		"Morocco"	1903	1	1																										
"MAR"		"Morocco"	1904	1	1																										
"MAR"		"Morocco"	1905	1	1																										
"MAR"		"Morocco"	1906	1	1																										
"MAR"		"Morocco"	1907	2	1	6000																									
"MAR"		"Morocco"	1908	2	1	1200																									
"MAR"		"Morocco"	1909	2	1	5000																									
"MAR"		"Morocco"	1910	2	1	5000																									
"MAR"		"Morocco"	1911	2	1	1650																									
"MAR"		"Morocco"	1912	1	1	2100																									
"MAR"		"Morocco"	1914	2	1	250																									
"MAR"		"Morocco"	1915	2	1	250																									
"MAR"		"Morocco"	1916	2	1	750																									
"MAR"		"Morocco"	1917	2	1	750																									
"MAR"		"Morocco"	1919	2	1	5875																									
"MAR"		"Morocco"	1920	2	1	5875																									
"MAR"		"Morocco"	1921	2	1	5875																									
"MAR"		"Morocco"	1922	2	1	5875																									
"MAR"		"Morocco"	1923	2	1	5875																									
"MAR"		"Morocco"	1924	2	1	5875																									
"MAR"		"Morocco"	1925	2	1	5875																									
"MAR"		"Morocco"	1926	2	1	5875																									
"MAR"		"Morocco"	1927	2	1	5875																									
"MAR"		"Morocco"	1953	1	1	250	0	244	"Government of France"	33		"Istiqlal"	"401"		1	"Morocco"	"1953-11-07"	1	"1953-11-07"	1	0			220				"600"	"4"	19.1	1
"MAR"		"Morocco"	1954	1	1		0	244	"Government of France"	33		"Istiqlal"	"401"		1	"Morocco"	"1953-11-07"	1	"1953-11-07"	1	0			220				"600"	"4"	19.1	1
"MAR"		"Morocco"	1955	1	1		0	244	"Government of France"	33		"Istiqlal"	"401"		1	"Morocco"	"1953-11-07"	1	"1953-11-07"	1	0			220				"600"	"4"	19.1	1
"MAR"		"Morocco"	1956	1	1		0	244	"Government of France"	33		"Istiqlal"	"401"		1	"Morocco"	"1953-11-07"	1	"1953-11-07"	1	1	"1956-03-02"		220				"600"	"4"	19.1	1
"MAR"		"Morocco"	1971	1	3		0	311	"Government of Morocco"	108		"Military faction (forces of Mohamed Madbouh)"	"474"		2		"1971-07-10"	1	"1971-07-10"	1	1	"1971-07-11"		600				"600"	"4"	19.1	1
"MAR"		"Morocco"	1975	1	3		0	331	"Government of Morocco"	108		"POLISARIO"	"563"		1	"Sahrawi Arab Democratic Republic (Western Sahara)"	"1975-09-01"	1	"1975-11-04"	1	0			600				"600"	"4"	19.1	1
"MAR"		"Morocco"	1976	1	4		0	331	"Government of Morocco"	108		"POLISARIO"	"563"	"Government of Algeria"	1	"Sahrawi Arab Democratic Republic (Western Sahara)"	"1975-09-01"	1	"1975-11-04"	1	0			600			"615"	"600"	"4"	19.1	1
"MAR"		"Morocco"	1977	1	3		0	331	"Government of Morocco"	108		"POLISARIO"	"563"		1	"Sahrawi Arab Democratic Republic (Western Sahara)"	"1975-09-01"	1	"1975-11-04"	1	0			600				"600"	"4"	19.1	1
