country_id	year	e_polity2_ipo	e_miurbaniz_ipo	e_mipopula_ipo_ln	upu_totalpo_ipo_ln_stock_1_5yr	e_migdpgro_5yr	e_migdppcln_5yr	e_miraille_ipo_stock_1	Telephone_Mainlines_C98_ipo	Maddison_gdp_1990_estimate_ln	trend
3.0	1875.0	-5.0								8.95094119556381	1.0
3.0	1880.0	-9.0								9.12055200224568	2.0
3.0	1885.0	-9.0			26.67501					9.2649568762385	3.0
3.0	1890.0	-9.0			59.470207					9.41631779831727	4.0
3.0	1895.0	-9.0			91.80338		6.951532			9.59584606941276	5.0
3.0	1900.0	-9.0	0.2187813	16.4267	123.5956		7.10932	13285.0		9.85882928768524	6.0
3.0	1905.0	-9.0	0.23524746	16.481878	155.1939	4.4845304	7.293483	89296.77		10.05072768364	7.0
3.0	1910.0	-9.0	0.2500358	16.53417	186.33626	0.8003632	7.41268	176466.73		10.1401420563902	8.0
3.0	1915.0	0.0	0.26739594	16.506584	216.25737	0.7407522	7.4567556	267259.44		10.1760459484637	9.0
3.0	1920.0	-1.0	0.2857552	16.478214	244.57596	0.73905635	7.4935613	355570.66		10.2254240261506	10.0
3.0	1925.0	-3.0	0.30763194	16.55273	271.31207	0.9453815	7.528565	439565.88		10.2917618737554	11.0
3.0	1930.0	-6.0	0.32657737	16.622078	297.04684	-3.148158	7.503932	532206.0		10.2436094314297	12.0
3.0	1935.0	-6.0	0.3519022	16.711617	321.8678	0.96030736	7.343739	619567.9		10.3757776223514	13.0
3.0	1940.0	-6.0	0.37323126	16.79379	345.9699	2.2397761	7.5029435	702427.4		10.6235232512292	14.0
3.0	1945.0	-6.0	0.4044394	16.980873	369.5606	2.9068778	7.632337	780844.5		10.8667878964079	15.0
3.0	1950.0	-6.0	0.42655	17.13841	392.26733	2.0846517	7.727159	856070.7	209000.0	11.2328713751182	16.0
3.0	1955.0	-6.0	0.47331205	17.306715	414.07626	3.0619686	7.844362	928483.06	257000.0	11.568631505261	17.0
3.0	1960.0	-6.0	0.50753	17.450731	435.10675	2.8600478	8.006087	997586.94	338450.0	11.8455095035418	18.0
3.0	1965.0	-6.0	0.55531347	17.620176	455.28073	3.27706	8.130903	1064434.1	494946.0	12.1925127702931	19.0
3.0	1970.0	-6.0	0.59021	17.765024	474.6891	3.134982	8.308569	1130413.0	858796.0	12.4943771691394	20.0
3.0	1975.0	-6.0	0.6319385	17.916353	493.5215	3.625932	8.474193	1196219.9	1644499.0	12.7879674500452	21.0
3.0	1980.0	-3.0	0.66339004	18.047764	511.9501	4.174328	8.642855	1261037.2	2699732.0	13.1286957957891	22.0
3.0	1985.0	-3.0	0.6912139	18.14806	529.63495	-0.31000578	8.753126	1325221.6	3704432.0	13.1437518852269	23.0
3.0	1990.0	0.0	0.71419	18.239206	546.4393	-0.30529597	8.679373	1389346.6	5354500.0	13.2756223704591	24.0
3.0	1995.0	4.0	0.73216087	18.331491	562.96234	-0.19831137	8.744915	1450952.6	8801030.0	13.3719168908128	25.0
3.0	2000.0	8.0	0.74722	18.415976	579.4852	3.9293108	8.813803			13.5787023900626	26.0
3.0	2005.0	8.0	0.76307994	18.472605	595.8155	0.66159046	8.891577			13.7293815437641	27.0
3.0	2010.0									13.9369755478324	28.0
4.0	1875.0										1.0
4.0	1880.0										2.0
4.0	1885.0				15.620852						3.0
4.0	1890.0				26.140232						4.0
4.0	1895.0				36.144062						5.0
4.0	1900.0		0.26019576	11.48555	46.1611			0.0			6.0
4.0	1905.0		0.27731392	11.539618	56.15275			60.0			7.0
4.0	1910.0		0.29272026	11.590911	65.25375			611.2118			8.0
4.0	1915.0		0.31267846	11.686221	73.80774			1416.3204			9.0
4.0	1920.0		0.32931027	11.773232	81.94847			2194.7786			10.0
4.0	1925.0		0.35176328	11.868543	89.99132			2935.085			11.0
4.0	1930.0		0.3704741	11.955554	98.07337			3639.1086			12.0
4.0	1935.0		0.39532748	12.03175	103.19074			4291.6646			13.0
4.0	1940.0		0.41678333	12.102549	106.91477			4845.228			14.0
4.0	1945.0		0.44511664	12.194329	110.68772			5301.916			15.0
4.0	1950.0		0.46888125	12.278389	117.39547			5708.6045			16.0
4.0	1955.0		0.47101676	12.439164	127.00069			6095.362			17.0
4.0	1960.0		0.4726	12.577636	137.60417			6463.1636		7.56082378040848	18.0
4.0	1965.0		0.4652248	12.710322	147.77234			6680.116		7.57758274016045	19.0
4.0	1970.0		0.45947993	12.827447	157.38043			6774.2095		7.56812668842663	20.0
4.0	1975.0	5.0	0.5043385	12.818614	166.4551			6857.0757	10494.0	7.41222501389003	21.0
4.0	1980.0	-1.0	0.55000013	12.809703	175.02164			6812.1562	15203.0	7.4538414225125	22.0
4.0	1985.0	-6.0	0.61993337	12.864218	183.10414			6607.3286	27643.0	7.43659901543285	23.0
4.0	1990.0	2.0	0.6828197	12.915915	190.7255			6289.859	36673.0	7.57081665719958	24.0
4.0	1995.0	5.0	0.70304817	12.98757	197.90959				53158.0	7.6270863709834	25.0
4.0	2000.0	5.0	0.7206601	13.054431	204.78963					7.79335343257654	26.0
4.0	2005.0	5.0	0.7388401	13.1218815	211.88565					8.09860019146153	27.0
4.0	2010.0									8.4055500378714	28.0
5.0	1875.0	-4.0								8.84159722913697	1.0
5.0	1880.0	-4.0			29.776031	0.7243468	7.3062034			8.90105322416293	2.0
5.0	1885.0	-4.0			65.25451	1.4199622	7.343699			8.97350541924594	3.0
5.0	1890.0	-4.0			99.563065	0.68386704	7.3723			9.05985049033193	4.0
5.0	1895.0	-4.0			132.9249	2.3748941	7.4678583			9.20128772648729	5.0
5.0	1900.0	-4.0	0.53379196	15.344823	165.2873	2.5610108	7.6026745	11303.0		9.36588418896455	6.0
5.0	1905.0	-4.0	0.54661995	15.384751	196.88628	1.3623651	7.6912193	70643.59		9.4688136692711	7.0
5.0	1910.0	1.0	0.5584816	15.423147	227.66548	2.785564	7.8231287	133033.55		9.60544691498525	8.0
5.0	1915.0	8.0	0.5712676	15.459543	257.31018	3.6232283	7.94706	196524.62		9.75055470595049	9.0
5.0	1920.0	10.0	0.5831712	15.494661	285.6935	-0.047493983	7.993481	259417.28		9.77506275585426	10.0
5.0	1925.0	10.0	0.59576863	15.515338	312.57596	2.862732	8.06006	321542.7		9.98415094983572	11.0
5.0	1930.0	10.0	0.6078608	15.535595	338.0081	4.247145	8.265698	385347.8		10.1120605762106	12.0
5.0	1935.0	10.0	0.6204419	15.554924	362.37494	1.2500365	8.337838	447457.28		10.2494185109929	13.0
5.0	1940.0	10.0	0.6325504	15.573886	385.66635	1.6887245	8.492106	507039.28		10.380561029467	14.0
5.0	1945.0	10.0	0.6460616	15.673136	407.94815	1.1941078	8.495975	563400.06		10.5643797457973	15.0
5.0	1950.0	10.0	0.65724	15.763419	429.24973	5.5923166	8.730357	616830.75		10.7525355503147	16.0
5.0	1955.0	10.0	0.6921577	15.796099	449.61877	2.3450608	8.882886	667114.44		10.9222076854534	17.0
5.0	1960.0	10.0	0.7249	15.827744	468.84067	2.817646	9.009976	712305.1	2165972.0	11.2084762818234	18.0
5.0	1965.0	10.0	0.769169	15.8646755	486.7715	4.4847775	9.205426	746236.7	2927000.0	11.4349428697344	19.0
5.0	1970.0	10.0	0.81034	15.900292	503.22363	3.302466	9.365693	771912.1	3603000.0	11.6254821742353	20.0
5.0	1975.0	10.0	0.820773	15.916794	517.72253	2.2143264	9.5068655	793425.75	4209000.0	11.7248992722392	21.0
5.0	1980.0	10.0	0.83087003	15.933026	530.8428	1.0562062	9.576783	813542.7	4820000.0	11.7771546491497	22.0
5.0	1985.0	10.0	0.83093596	15.947859	542.7928	1.6313279	9.646615	832912.0	5242497.0	11.9227332595829	23.0
5.0	1990.0	10.0	0.83100003	15.962474	553.8416	1.6987146	9.750283	848621.6	5848700.0	11.9912759337708	24.0
5.0	1995.0	10.0	0.8357101	15.979924	563.8929	0.077384636	9.746386	862928.75	6013000.0	12.0719469314085	25.0
5.0	2000.0	10.0	0.84026	15.997076	572.91986	3.421498	9.864197	882116.1		12.2505118236909	26.0
5.0	2005.0	10.0	0.84319	16.02009	581.7483	2.516374	10.00972			12.4245919250569	27.0
5.0	2010.0									12.5768240340878	28.0
6.0	1875.0	10.0								8.99972606493035	1.0
6.0	1880.0	10.0			31.182644	-0.7565374	8.098028			9.06223922010722	2.0
6.0	1885.0	10.0			68.68408	5.570757	8.238909			9.29227889122106	3.0
6.0	1890.0	10.0			104.64497	1.6854324	8.445669			9.37148435923934	4.0
6.0	1895.0	10.0			139.25458	0.5538813	8.473199			9.54643296625198	5.0
6.0	1900.0	10.0	0.2620595	15.014119	172.51025	3.603159	8.613316	3544.0		9.67265804381586	6.0
6.0	1905.0	10.0	0.27752048	15.078082	204.42621	1.4123551	8.680974	22491.686		9.84775417130204	7.0
6.0	1910.0	10.0	0.29117727	15.138199	235.1036	1.803567	8.802853	42475.89		9.91451594485578	8.0
6.0	1915.0	10.0	0.30762267	15.154963	264.56058	-0.71230775	8.838492	63755.76		9.94708219117634	9.0
6.0	1920.0	10.0	0.3235303	15.171449	292.68103	0.007455909	8.78862	85468.3		9.88124982057878	10.0
6.0	1925.0	10.0	0.34192508	15.195146	319.34534	2.8841531	8.799755	106239.9		10.1424039610939	11.0
6.0	1930.0	10.0	0.3594781	15.218293	344.53772	2.935298	9.009134	126210.61		10.2096602110258	12.0
6.0	1935.0	10.0	0.37988317	15.240268	368.3185	-1.8839023	8.990232	145192.56		10.210246649638	13.0
6.0	1940.0	10.0	0.39942008	15.26177	390.91992	1.2432461	8.989967	163661.8		10.3378046168053	14.0
6.0	1945.0	10.0	0.42271575	15.3128805	412.38794	-1.6653789	8.950175	181211.08		10.5138862560376	15.0
6.0	1950.0	10.0	0.44380012	15.361505	432.8026	4.2523093	9.1074	196789.05		10.7044329050117	16.0
6.0	1955.0	10.0	0.47910053	15.427032	452.2611	3.729289	9.215451	212262.03		10.9330505981767	17.0
6.0	1960.0	10.0	0.51018995	15.488529	470.79865	2.8240166	9.371333	226913.3	1090975.0	11.1796662506548	18.0
6.0	1965.0	10.0	0.5442876	15.565528	488.45956	3.0959637	9.529644	240800.06	1466000.0	11.4029791830027	19.0
6.0	1970.0	10.0	0.57368004	15.637019	505.2576	3.120728	9.6543865	253706.69	1945000.0	11.5830293194036	20.0
6.0	1975.0	10.0	0.5722443	15.648111	521.20807	0.4391693	9.786594	265770.2	2470000.0	11.625171085724	21.0
6.0	1980.0	10.0	0.57083994	15.6590805	536.195	1.7567755	9.789838	277214.44	2839000.0	11.8017999233066	22.0
6.0	1985.0	10.0	0.65378314	15.6899	550.3523	0.86183304	9.848841	288154.28	3277026.0	11.925427947337	23.0
6.0	1990.0	10.0	0.73184	15.719799	563.7547	1.8767924	9.925143	298641.0	3942701.0	12.0272215928416	24.0
6.0	1995.0	10.0	0.7325533	15.754167	576.4304	-0.7786667	9.940552		4318496.0	12.0964311671838	25.0
6.0	2000.0	10.0	0.73322	15.787392	588.3309	1.746398	9.9773655			12.1950927777668	26.0
6.0	2005.0	10.0	0.73289996	15.822516	598.8747	0.844007	10.036775			12.375684592942	27.0
6.0	2010.0									12.6618682141591	28.0
7.0	1875.0									6.67247842730277	1.0
7.0	1880.0									6.71949867109758	2.0
7.0	1885.0									6.78906910516738	3.0
7.0	1890.0									6.83079072112892	4.0
7.0	1895.0									6.86230269323232	5.0
7.0	1900.0							0.0		6.88934058229404	6.0
7.0	1905.0							951.01624		7.12197652809331	7.0
7.0	1910.0							2227.6755		7.41391176939128	8.0
7.0	1915.0							3863.2002		7.65061926476824	9.0
7.0	1920.0							5796.3706		8.0065526082546	10.0
7.0	1925.0		0.12365979	14.969462	15.009851		6.7581706	8421.075		8.40179828185233	11.0
7.0	1930.0		0.12874866	15.056474	40.69046		6.807154	11902.631		8.37954722507804	12.0
7.0	1935.0		0.1354369	15.151784	66.30053		6.8561373	15264.585		8.59401352239964	13.0
7.0	1940.0		0.14101045	15.238795	90.78706		6.905121	18461.77		8.57922490677623	14.0
7.0	1945.0		0.14833567	15.3341055	114.31813		6.954104	21502.262		8.48823362065402	15.0
7.0	1950.0		0.15444002	15.421117	137.27672		7.0030875	24563.033		8.73446383431148	16.0
7.0	1955.0		0.19947661	15.587882	160.56061	1.6444315	7.077243	27606.855		8.97228756033884	17.0
7.0	1960.0	-8.0	0.23251998	15.730772	184.30487	2.9443738	7.1475377	30914.69		9.25348265261412	18.0
7.0	1965.0	-9.0	0.2647128	15.865016	207.75526	0.2125845	7.249165	34060.41	17300.0	9.35160488111871	19.0
7.0	1970.0	3.0	0.28971994	15.983353	230.48523	0.50983596	7.209076	37053.945	23400.0	9.51624964285149	20.0
7.0	1975.0	-7.0	0.3019647	16.106304	252.4273	-2.353879	7.241167	39823.49	31259.0	9.48522863791694	21.0
7.0	1980.0	6.0	0.31166998	16.21578	273.67737	-1.3857237	7.087347	42405.16	37694.0	9.45365889563152	22.0
7.0	1985.0	-7.0	0.3420384	16.380217	294.02432	-3.141415	6.916111	44860.31	38240.0	9.53489061046817	23.0
7.0	1990.0	-7.0	0.36441	16.521393	313.44666	1.6591818	6.936726	47195.13	44243.0	9.75175921959426	24.0
7.0	1995.0	-1.0	0.40694255	16.66323	331.96524	2.0343902	7.031966	49415.516	59978.0	9.96258346380619	25.0
7.0	2000.0	2.0	0.43954003	16.787426	349.57504	2.8507438	7.1567745			10.1804887214257	26.0
7.0	2005.0	8.0	0.47763002	16.902689	365.67023	2.911052	7.288985			10.408924003558	27.0
7.0	2010.0									10.7776954046658	28.0
8.0	1875.0									8.06374524922804	1.0
8.0	1880.0									8.22849962686588	2.0
8.0	1885.0									8.17309312413106	3.0
8.0	1890.0									8.41278287121349	4.0
8.0	1895.0									8.59988599084242	5.0
8.0	1900.0		0.153	15.232733	26.910124	-4.7597704	7.1424074	6627.0		8.69285828482639	6.0
8.0	1905.0		0.16846895	15.39038	59.55245	13.539416	7.246474	43593.707		9.02139614512312	7.0
8.0	1910.0	4.0	0.18	15.5265255	91.00051	-6.7781897	7.333019	95618.54		8.98846202700145	8.0
8.0	1915.0	4.0	0.1949329	15.638731	123.95133	-17.288998	7.052199	156693.48		9.0490054093317	9.0
8.0	1920.0	4.0	0.207	15.739607	156.7659	-7.3362093	7.0671167	224248.19		9.13262128052956	10.0
8.0	1925.0	4.0	0.2291808	15.8550625	188.01219	2.6165783	7.146729	296779.97		9.29550356032492	11.0
8.0	1930.0	4.0	0.24699998	15.958557	218.14041	0.840489	7.2808104	380619.8		9.43910395349691	12.0
8.0	1935.0	4.0	0.27002114	16.059755	247.00392	4.6099105	7.28861	465775.2		9.77242154036334	13.0
8.0	1940.0	4.0	0.289	16.151646	274.55405	4.2922983	7.610479	547596.5		10.0537626260019	14.0
8.0	1945.0	4.0	0.36492148	16.301432	300.9032	1.2204918	7.71443	624264.9		10.2411114272667	15.0
8.0	1950.0	4.0	0.42229998	16.431677	326.046	2.1988811	7.7778425	692368.9		10.5944247071449	16.0
8.0	1955.0	4.0	0.44686696	16.558916	349.9641	2.2312112	7.898866	757848.7		10.8445370045416	17.0
8.0	1960.0	4.0	0.46619004	16.671778	372.748	1.4569031	7.9955325	820670.75	650013.0	11.0838472348437	18.0
8.0	1965.0	4.0	0.4729014	16.8087	394.29202	3.1992908	8.1064205	884546.0	755000.0	11.3915500179611	19.0
8.0	1970.0	4.0	0.47809002	16.929111	414.4948	2.5963871	8.251723	945886.06	916000.0	11.6321047079485	20.0
8.0	1975.0	4.0	0.48156253	17.065443	433.3025	1.1027732	8.342194	1004768.44	1156000.0	11.804971038721	21.0
8.0	1980.0	4.0	0.48424998	17.185398	450.52133	0.57325554	8.352985	1064790.6	1632000.0	11.9682625481223	22.0
8.0	1985.0	4.0	0.5044145	17.309296	466.23587	-1.7648579	8.347194	1125237.2	2297773.0	12.0251330566551	23.0
8.0	1990.0	5.0	0.52037	17.41952	481.03973	-0.8628873	8.271857	1177922.9	3315022.0	12.1073065942468	24.0
8.0	1995.0	9.0	0.54705656	17.524403	495.16214	-0.96958274	8.190922	1223088.1	3919084.0	12.2061791585469	25.0
8.0	2000.0	9.0	0.56890994	17.619322	508.94794	1.4695045	8.245547			12.3461434808414	26.0
8.0	2005.0	9.0	0.59282994	17.68824	522.48157	2.7570157	8.343022			12.5905286765965	27.0
8.0	2010.0									12.8192458655778	28.0
9.0	1875.0	1.0								10.2589442331242	1.0
9.0	1880.0	1.0				1.3346168	6.703722			10.3397628596979	2.0
9.0	1885.0	1.0			57.14463	-0.047826793	6.734873			10.4553252153084	3.0
9.0	1890.0	1.0			95.32268	3.418962	6.8476386			10.5839166280637	4.0
9.0	1895.0	1.0			130.88683	2.2687833	6.9488797			10.7336121357202	5.0
9.0	1900.0	1.0	0.20875737	17.617144	165.09338	1.3817246	7.0339727	4724.0		10.8713634510008	6.0
9.0	1905.0	1.0	0.21796702	17.677738	198.19714	-0.303416	7.0683665	31167.477		11.0000907697375	7.0
9.0	1910.0	1.0	0.22615384	17.734869	231.44896	2.5360122	7.177	61241.79		11.1332664619348	8.0
9.0	1915.0	1.0	0.23607266	17.788912	264.00397	1.9412953	7.226997	97173.32		11.31899329127	9.0
9.0	1920.0	1.0	0.245	17.840183	295.2712	3.7363777	7.4359665	140025.67		11.5254381211278	10.0
9.0	1925.0	1.0	0.2620868	17.91329	325.2343	2.2183294	7.519751	191762.44		11.6380529855827	11.0
9.0	1930.0	1.0	0.27692306	17.981417	353.92383	-0.24827504	7.5604053	255177.5		11.7574375445668	12.0
9.0	1935.0	1.0	0.28918818	18.046463	381.80255	2.8352761	7.6132393	327752.7		11.9621099584355	13.0
9.0	1940.0	1.0	0.3	18.107534	409.00864	6.366644	7.834724	403152.9		12.1550573920266	14.0
9.0	1945.0	2.125	0.32577056	18.171822	435.52213	-11.393915	7.7885237	477525.8		11.8153813797792	15.0
9.0	1950.0	7.75	0.34851998	18.232225	461.0667	7.396902	7.4249053	548725.06		12.0185394248889	16.0
9.0	1955.0	10.0	0.3921144	18.292917	485.63333	7.629892	7.8030124	617056.9	2180000.0	12.3993902055441	17.0
9.0	1960.0	10.0	0.43086004	18.350136	509.2011	7.575579	8.120854	682986.25	3632938.0	12.9532178576755	18.0
9.0	1965.0	10.0	0.4843321	18.408792	531.9323	8.304646	8.548065	745967.3	7399000.0	13.4094752506997	19.0
9.0	1970.0	10.0	0.53204	18.4642	554.21454	10.363782	8.982583	804174.3	1.6403E7	13.8774588051808	20.0
9.0	1975.0	10.0	0.5656252	18.521622	575.85767	3.2092257	9.298991	857365.4	3.2377E7	14.1224484828702	21.0
9.0	1980.0	10.0	0.59566003	18.575924	596.6983	3.4349182	9.438632	910147.44	3.9934E7	14.3556084607735	22.0
9.0	1985.0	10.0	0.61376506	18.602942	616.69385	2.68964	9.577637	963843.56	4.529976E7	14.5079825910876	23.0
9.0	1990.0	10.0	0.63093	18.629248	635.8361	4.1579657	9.748752	1016569.75	5.4527952E7	14.7441063845356	24.0
9.0	1995.0	10.0	0.6416943	18.643412	654.1424	1.1326132	9.879288	1065384.1	6.110584E7	14.8667141753681	25.0
9.0	2000.0	10.0	0.65216	18.65738	671.6351	0.6207258	9.919968			14.8869220916807	26.0
9.0	2005.0	10.0	0.65962	18.663223	688.2957	1.0498003	9.949456			14.9592700948804	27.0
9.0	2010.0									15.0050998849471	28.0
10.0	1875.0									8.02528183626816	1.0
10.0	1880.0									8.18842669786064	2.0
10.0	1885.0									8.35866852943307	3.0
10.0	1890.0									8.49617910714858	4.0
10.0	1895.0									8.62902854307089	5.0
10.0	1900.0									8.78338025907003	6.0
10.0	1905.0									8.82096301297785	7.0
10.0	1910.0									8.93749299204764	8.0
10.0	1915.0									9.14929361054635	9.0
10.0	1920.0									9.21329128272439	10.0
10.0	1925.0									9.32055318141807	11.0
10.0	1930.0									9.41216624256748	12.0
10.0	1935.0							9833.061		9.38959433863648	13.0
10.0	1940.0							25594.97		9.19513662759415	14.0
10.0	1945.0							39012.023		8.96899009045447	15.0
10.0	1950.0	8.0	0.16157997	16.657946	17.215828		6.084893	49171.53		8.79427449137897	16.0
10.0	1955.0	8.0	0.17849173	16.766045	45.90765	3.6297345	6.102294	60910.81		8.93865969994847	17.0
10.0	1960.0	8.0	0.19226	16.86359	74.39073	4.008094	6.254378	72572.805	11476.0	9.08840934364289	18.0
10.0	1965.0	-7.0	0.21230216	16.982618	102.62626	1.8497396	6.401618	84034.3	17600.0	9.25466058887118	19.0
10.0	1970.0	-7.0	0.2283	17.088974	131.13617	0.85973454	6.4112296	95099.055	20700.0	9.42805182655561	20.0
10.0	1975.0	-6.0	0.23510024	17.216105	158.94661	0.69326913	6.471143	105929.96	25400.0	9.60190363405541	21.0
10.0	1980.0	-8.0	0.24045001	17.32888	185.47784	4.542635	6.624606	116532.88	31800.0	9.87515705530365	22.0
10.0	1985.0	-8.0	0.24499525	17.431896	210.74059	2.680334	6.810522	126886.484	47000.0	10.0256776762368	23.0
10.0	1990.0	-7.0	0.24872999	17.525282	234.79755	-3.4695816	6.70727	135677.05	70086.0	9.99291602828219	24.0
10.0	1995.0	-7.0	0.26553428	17.59348	257.8278	4.1405444	6.7619333		146670.0	10.2745363500847	25.0
10.0	2000.0	-7.0	0.28026	17.657322	280.02975	6.9084167	7.028213			10.7318219262615	26.0
10.0	2005.0	-8.0	0.30647	17.693882	301.43674	11.4352045	7.511666			11.2943702772662	27.0
10.0	2010.0									11.4524929882007	28.0
11.0	1875.0	-10.0								11.5195218243398	1.0
11.0	1880.0	-10.0			32.317886					11.5383618451491	2.0
11.0	1885.0	-10.0			71.909874					11.5302632120491	3.0
11.0	1890.0	-10.0			110.35634	0.3673499	6.7953815			11.5800762909546	4.0
11.0	1895.0	-10.0			147.875	4.1260276	6.8597407			11.831293874419	5.0
11.0	1900.0	-10.0	0.14483783	18.085535	184.9906	3.0179017	7.061056	44389.0		12.0386232867778	6.0
11.0	1905.0	-8.0	0.16491434	18.200844	220.76494	0.6720642	7.150494	281881.53		12.113878342946	7.0
11.0	1910.0	-6.0	0.18104729	18.30422	256.64832	2.280224	7.1049457	552478.2		12.2766923529582	8.0
11.0	1915.0	-6.0	0.20272303	18.26288	291.6357	0.77979875	7.2062593	819794.1		12.1002729243175	9.0
11.0	1920.0	-1.0	0.22630912	18.219757	326.04385	-15.090384	6.6622033	1126564.5		11.5497384735556	10.0
11.0	1925.0	-7.0	0.25612462	18.275244	360.08603	14.889576	6.6089277	1429203.1		12.0126359978962	11.0
11.0	1930.0	-8.0	0.2828864	18.327812	393.6893	5.4573555	7.2076707	1735891.9		12.4028610457099	12.0
11.0	1935.0	-9.0	0.322012	18.440386	427.57874	5.327885	7.3588796	2056016.0		12.7281898800666	13.0
11.0	1940.0	-9.0	0.353608	18.54156	459.61777	2.9405088	7.6656585	2394320.5		12.8333031615419	14.0
11.0	1945.0	-9.0	0.3957284	18.495562	490.4692	2.3815277	7.6134305	2721744.2		12.8429198034531	15.0
11.0	1950.0	-9.0	0.44201	18.447346	520.249	10.110911	7.7653522	3155260.8		13.1718899093275	16.0
11.0	1955.0	-7.0	0.49371403	18.527777	548.9732	3.1506586	8.016345	3585580.2		13.4340545654939	17.0
11.0	1960.0	-7.0	0.538	18.602217	576.66284	3.643459	8.217187	4012707.5		13.5794989149371	18.0
11.0	1965.0	-7.0	0.58353597	18.645014	603.3421	3.3854496	8.355263	4447011.5		13.8144999346267	19.0
11.0	1970.0	-7.0	0.62541	18.686054	629.0376	3.788437	8.5462	4885079.0	7200000.0	14.101777472424	20.0
11.0	1975.0	-7.0	0.6627167	18.71725	653.8028	1.9722693	8.688013	5316480.0	1.2182E7	14.2865861497873	21.0
11.0	1980.0	-7.0	0.69780004	18.747501	677.9628	0.9520217	8.772584	5743705.0	2.0148E7	14.3722782688158	22.0
11.0	1985.0	-7.0	0.716463	18.780872	700.91223	0.8644244	8.796901	6166724.5		14.4940144263612	23.0
11.0	1990.0	0.0	0.73394	18.813164	722.5955	3.0560517	8.875542	6582531.0		14.1981641406486	24.0
11.0	1995.0	3.0	0.7337211	18.80844	741.29016	-9.09719	8.661511	7013970.0		13.6231942748713	25.0
11.0	2000.0	6.0	0.7335	18.803694	757.41797	2.0066104	8.46753	7417009.0		13.714249575629	26.0
11.0	2005.0	6.0	0.7293001	18.779541	772.3492	6.6840253	8.752722			14.1167268655061	27.0
11.0	2010.0									14.436610709249	28.0
12.0	1875.0									5.79505415432439	1.0
12.0	1880.0									5.87722805425909	2.0
12.0	1885.0									5.98365593174748	3.0
12.0	1890.0									6.0851938518465	4.0
12.0	1895.0									6.20929551313506	5.0
12.0	1900.0									6.32147716423229	6.0
12.0	1905.0									6.41840269203484	7.0
12.0	1910.0									6.52810519442087	8.0
12.0	1915.0	0.0	0.094930716	13.713478						6.6270638177316	9.0
12.0	1920.0	0.0	0.10510352	13.745088			6.739549			6.71214291955371	10.0
12.0	1925.0	-9.0	0.11851285	13.765961			6.781213			6.77290324203027	11.0
12.0	1930.0	-9.0	0.13137941	13.7864065			6.821952			6.83850231229688	12.0
12.0	1935.0	-9.0	0.14853422	13.832028			6.8460445			6.89648595196688	13.0
12.0	1940.0	0.0	0.16422427	13.875659			6.8645887			7.0153904414637	14.0
12.0	1945.0	-5.0	0.18613172	13.94522	21.844276		6.8831325			7.0705340001766	15.0
12.0	1950.0	-9.0	0.20528032	14.010256	41.60799		6.9016767			7.16937523549544	16.0
12.0	1955.0	-9.0	0.26328874	14.161073	63.36657	3.3693302	6.9984894			7.46528236843499	17.0
12.0	1960.0	-9.0	0.30705002	14.292095	85.861336	4.2196817	7.1861835			7.80538461194961	18.0
12.0	1965.0	-9.0	0.31295025	14.443096	108.56247	2.9250634	7.355034			8.11647325834239	19.0
12.0	1970.0	-9.0	0.31739995	14.574258	131.18091	3.6414974	7.5320773			8.44582862863961	20.0
12.0	1975.0	-9.0	0.32863662	14.692415	153.54051	2.7228732	7.703936			8.64562945208374	21.0
12.0	1980.0	-9.0	0.33761987	14.798076	175.52776	0.4983288	7.7496715			8.79142389228524	22.0
12.0	1985.0	-9.0	0.3523324	14.907565	197.06744	0.5525966	7.777474			8.90159708909946	23.0
12.0	1990.0	1.0	0.36428005	15.006241	218.10951	0.70905423	7.8084044			8.81259249300981	24.0
12.0	1995.0	5.0	0.3899177	14.971926	238.57896	-0.46075898	7.5874863			9.00334822014203	25.0
12.0	2000.0	5.0	0.41741014	14.936392	257.62726	5.5203805	7.842246			9.2410011123977	26.0
12.0	2005.0	9.0	0.44809985	14.950319	275.69785	6.810557	8.197838			9.49779093997005	27.0
12.0	2010.0									9.72349489588425	28.0
13.0	1875.0									8.48152275393458	1.0
13.0	1880.0				12.949221					8.566013534186	2.0
13.0	1885.0				36.61461					8.68275356796346	3.0
13.0	1890.0				59.799					8.78853226960631	4.0
13.0	1895.0				83.26245					8.89832351596129	5.0
13.0	1900.0		0.20259513	16.194553	110.37267			2476.0		9.00866828820591	6.0
13.0	1905.0		0.21288802	16.263805	138.70802			16478.318		9.09268498368417	7.0
13.0	1910.0		0.22188991	16.32857	167.13708			31162.4		9.1949201639663	8.0
13.0	1915.0		0.23309559	16.391	195.77936			46315.95		9.27560913637048	9.0
13.0	1920.0		0.2430223	16.449762	224.35342		6.805486	60675.98		9.32127821469154	10.0
13.0	1925.0	4.0	0.25523674	16.506832	252.60399		6.8067126	74417.484		9.36275130635576	11.0
13.0	1930.0	-6.0	0.26616728	16.56082	280.36032		6.807939	88296.84		9.38370528379583	12.0
13.0	1935.0	1.0	0.27971098	16.631851	307.7091		6.8091655	102145.28		9.41076330680513	13.0
13.0	1940.0	1.0	0.29151654	16.698172	331.13467		6.8103914	115953.516		9.44136288216842	14.0
13.0	1945.0	1.0	0.30668586	16.795513	350.84055		6.811618	130269.32		9.46752245017118	15.0
