STU_ID	weights_notvc	weights_tvc
124902.0	1.0	1.0
124915.0	1.0	1.0
124916.0	1.0	1.0
124932.0	1.0	1.0
124944.0	1.0	1.0
124947.0	1.0	1.0
124958.0	1.0	1.0
124964.0	0.9314586994727593	0.23295165394402034
124966.0	1.0	1.0
124968.0	1.0	1.0
124972.0	1.0	1.0
124974.0	1.8629173989455186	1.3977099236641222
124983.0	1.0	1.0
124985.0	1.0	1.0
124990.0	1.0	1.0
124998.0	0.23286467486818982	1.1647582697201018
175585.0	1.0	1.0
180607.0	1.0	1.0
180608.0	1.0	1.0
180610.0	1.0	1.0
180611.0	1.0	1.0
180625.0	1.0	1.0
180665.0	1.0	1.0
180667.0	1.0	1.0
180672.0	2.5615114235500878	2.7954198473282443
180673.0	1.0	
180675.0	1.0	1.0
180676.0	1.0	1.0
180681.0	1.0	1.0
180682.0	1.0	1.0
180686.0	1.0	1.0
180690.0	1.0	1.0
184617.0	0.6985940246045694	0.23295165394402034
184619.0	1.0	1.0
184674.0	1.0	1.0
184690.0	1.0	1.0
211432.0	1.0	1.0
211450.0	1.0	1.0
211462.0	0.23286467486818982	
211486.0	1.0	1.0
211499.0	1.0	1.0
232150.0	1.0	1.0
266610.0	1.0	1.0
266616.0	1.0	1.0
266618.0	1.0	1.0
266619.0	1.0	1.0
266637.0	1.0	1.0
266641.0	1.0	1.0
266646.0	1.0	1.0
266647.0	1.0	
266652.0	1.0	1.0
266658.0	1.0	1.0
266670.0	1.0	1.0
266678.0	0.9314586994727593	0.4659033078880407
266693.0	1.0	1.0
266699.0	0.23286467486818982	
275902.0	1.0	1.0
275931.0	1.0	1.0
275938.0	1.0	1.0
275954.0	1.0	1.0
275959.0	1.0	1.0
275972.0	1.0	1.0
286100.0	1.0	1.0
286101.0	1.0	1.0
286103.0	1.0	1.0
286108.0	1.0	
286124.0	1.0	1.0
286132.0	1.0	1.0
286141.0	1.0	1.0
286171.0	1.0	1.0
286189.0	1.0	1.0
288885.0	1.0	1.0
298819.0	1.0	1.0
298845.0	1.0	1.0
298850.0	1.0	1.0
298878.0	0.23286467486818982	0.23295165394402034
298893.0	1.0	1.0
298898.0	1.0	1.0
604402.0	0.9314586994727593	0.6988549618320611
604414.0	1.0	1.0
604417.0	1.0	1.0
604418.0	1.0	1.0
604419.0	0.46572934973637964	0.6988549618320611
604423.0	1.6300527240773286	0.6988549618320611
604425.0	1.0	1.0
604426.0	1.0	1.0
604434.0	1.1643233743409491	0.6988549618320611
604445.0	0.9314586994727593	1.1647582697201018
604453.0	1.6300527240773286	2.3295165394402035
604454.0	0.23286467486818982	
604457.0	1.0	1.0
604467.0	1.0	1.0
604469.0	1.0	1.0
604470.0	2.0957820738137083	1.3977099236641222
604474.0	1.0	1.0
604476.0	1.0	1.0
604479.0	1.0	1.0
604486.0	1.0	1.0
604495.0	1.6300527240773286	1.3977099236641222
604497.0	1.0	1.0
605301.0	1.0	1.0
605302.0	1.0	1.0
605304.0	1.0	1.0
605312.0	1.0	1.0
605318.0	0.46572934973637964	
605324.0	1.0	1.0
605325.0	1.0	1.0
605327.0	1.0	1.0
605328.0	1.0	1.0
605333.0	1.0	1.0
605334.0	1.0	
605342.0	1.0	1.0
605343.0	1.0	1.0
605344.0	1.0	1.0
605353.0	1.0	1.0
605355.0	1.0	1.0
605356.0	1.0	1.0
605357.0	1.0	1.0
605360.0	1.0	1.0
605364.0	1.0	1.0
605367.0	1.0	1.0
605368.0	2.0957820738137083	2.7954198473282443
605369.0	1.0	1.0
605376.0	1.0	1.0
605377.0	1.0	1.0
605384.0	1.0	1.0
605387.0	1.0	1.0
605388.0	1.0	1.0
605395.0	1.0	1.0
605398.0	1.0	1.0
632704.0	1.0	1.0
632790.0	1.0	1.0
637521.0	1.0	1.0
637529.0	1.0	1.0
642003.0	1.0	1.0
642005.0	1.0	1.0
642010.0	1.0	1.0
644230.0	1.0	1.0
644234.0	1.0	1.0
644268.0	1.0	1.0
644279.0	1.0	1.0
646120.0	1.0	1.0
651810.0	1.0	1.0
651833.0	1.0	1.0
651885.0	2.5615114235500878	3.7272264631043255
651891.0	1.0	1.0
664103.0	1.0	1.0
664105.0	1.0	1.0
664115.0	1.0	1.0
664130.0	1.0	1.0
664133.0	1.0	1.0
664136.0	1.0	1.0
664147.0	1.0	1.0
664158.0	1.0	1.0
664162.0	1.0	1.0
664170.0	17.464850615114237	14.210050890585242
664178.0	1.0	1.0
664182.0	1.0	1.0
664186.0	1.0	1.0
664196.0	1.0	1.0
665696.0	1.0	1.0
673838.0	1.0	1.0
673841.0	1.0	1.0
673894.0	1.0	1.0
700005.0	1.0	1.0
700021.0	0.23286467486818982	
700032.0	0.9314586994727593	0.23295165394402034
700033.0	1.0	1.0
700035.0	1.0	1.0
700050.0	1.0	1.0
700055.0	1.0	1.0
700074.0	0.23286467486818982	
700077.0	1.0	1.0
700085.0	1.0	1.0
700097.0	1.0	1.0
701118.0	1.0	1.0
701120.0	1.0	1.0
701131.0	0.23286467486818982	0.23295165394402034
701148.0	1.0	
701163.0	1.0	1.0
701173.0	0.23286467486818982	0.4659033078880407
701178.0	1.0	1.0
701189.0	1.0	1.0
701203.0	1.0	1.0
701208.0	1.0	1.0
701211.0	1.0	1.0
701220.0	0.23286467486818982	
701223.0	0.23286467486818982	0.9318066157760814
701237.0	1.0	1.0
701238.0	1.0	1.0
701239.0	1.0	1.0
701247.0	1.0	1.0
701250.0	1.0	1.0
701264.0	1.0	1.0
701283.0	1.0	1.0
701610.0	1.0	1.0
701611.0	3.492970123022847	3.4942748091603053
701612.0	1.0	1.0
701618.0	1.0	1.0
701643.0	1.0	1.0
701670.0	1.0	1.0
701677.0	1.0	1.0
701681.0	1.0	1.0
701693.0	1.0	1.0
702804.0	1.0	1.0
702805.0	1.0	1.0
702817.0	1.0	1.0
702819.0	1.0	1.0
702828.0	1.0	1.0
702848.0	1.0	1.0
702849.0	1.0	1.0
702863.0	1.0	1.0
702866.0	1.0	1.0
702871.0	1.0	1.0
702876.0	1.0	1.0
702908.0	1.0	1.0
702927.0	1.0	1.0
702935.0	0.46572934973637964	0.23295165394402034
702936.0	0.46572934973637964	1.1647582697201018
702948.0	1.0	
702949.0	0.6985940246045694	1.3977099236641222
702962.0	0.23286467486818982	0.6988549618320611
702977.0	1.0	1.0
702986.0	0.46572934973637964	
702993.0	0.23286467486818982	
702996.0	1.0	1.0
704218.0	1.0	1.0
704227.0	1.0	1.0
704230.0	1.0	1.0
704232.0	0.46572934973637964	1.3977099236641222
704242.0	1.0	1.0
704247.0	1.0	1.0
704260.0	1.0	1.0
704262.0	1.0	1.0
704265.0	1.0	1.0
704269.0	0.46572934973637964	
704271.0	1.0	1.0
704288.0	1.0	1.0
704291.0	1.0	1.0
704296.0	1.0	1.0
704802.0	1.0	1.0
704815.0	1.0	1.0
704817.0	1.0	1.0
704827.0	1.0	1.0
704829.0	1.0	1.0
704831.0	1.0	1.0
704850.0	1.0	1.0
704858.0	2.5615114235500878	1.8636132315521627
704866.0	1.0	1.0
704868.0	1.0	1.0
704895.0	1.0	1.0
704896.0	1.0	1.0
708902.0	1.0	1.0
708906.0	1.0	1.0
708920.0	1.0	1.0
708921.0	1.0	1.0
708923.0	1.0	1.0
708925.0	1.0	1.0
708928.0	1.6300527240773286	1.1647582697201018
708934.0	1.0	1.0
708937.0	1.0	1.0
708946.0	1.0	1.0
708947.0	1.0	1.0
708952.0	1.0	1.0
708953.0	1.0	1.0
708959.0	1.0	1.0
708966.0	1.0	1.0
708990.0	1.0	1.0
708991.0	1.0	1.0
708997.0	1.0	1.0
709041.0	1.0	1.0
709049.0	0.23286467486818982	
709051.0	0.23286467486818982	0.9318066157760814
709053.0	1.0	1.0
709414.0	1.0	1.0
709421.0	1.0	1.0
709427.0	2.7943760984182777	3.261323155216285
709430.0	1.0	1.0
709442.0	1.0	1.0
709458.0	1.0	1.0
709469.0	1.0	1.0
709478.0	1.0	1.0
709486.0	1.0	1.0
709499.0	1.0	1.0
709607.0	1.0	1.0
709609.0	1.0	1.0
709619.0	1.0	1.0
709647.0	1.0	1.0
709658.0	1.6300527240773286	0.23295165394402034
709673.0	1.0	1.0
709691.0	0.23286467486818982	0.23295165394402034
710330.0	0.23286467486818982	
710337.0	1.0	1.0
710357.0	1.0	1.0
710361.0	0.46572934973637964	0.4659033078880407
710388.0	1.0	1.0
710401.0	0.23286467486818982	0.23295165394402034
710405.0	1.0	1.0
710406.0	0.23286467486818982	0.23295165394402034
710414.0	1.0	1.0
710427.0	1.0	1.0
710436.0	0.23286467486818982	0.9318066157760814
710442.0	1.0	1.0
710449.0	1.0	
710452.0	1.0	1.0
710456.0	1.0	1.0
710460.0	1.0	1.0
710469.0	1.0	1.0
710478.0	0.6985940246045694	0.4659033078880407
710482.0	1.0	1.0
710561.0	1.0	1.0
710599.0	1.0	1.0
710600.0	1.0	1.0
710611.0	1.0	1.0
710613.0	1.0	1.0
710615.0	1.0	1.0
710616.0	3.260105448154657	1.3977099236641222
710635.0	0.46572934973637964	
710660.0	1.0	1.0
710664.0	1.0	1.0
710669.0	1.0	1.0
710676.0	1.0	1.0
710678.0	1.0	1.0
710683.0	1.0	1.0
710687.0	1.0	1.0
710707.0	1.0	1.0
710720.0	1.0	1.0
710722.0	0.23286467486818982	0.4659033078880407
710728.0	1.0	1.0
710732.0	1.0	1.0
710748.0	0.46572934973637964	
710753.0	0.23286467486818982	0.6988549618320611
710769.0	1.0	1.0
710782.0	0.23286467486818982	
710784.0	1.0	1.0
710794.0	1.8629173989455186	1.8636132315521627
710813.0	1.0	1.0
710845.0	1.0	1.0
710854.0	0.46572934973637964	0.23295165394402034
710870.0	0.6985940246045694	0.6988549618320611
710875.0	0.23286467486818982	0.23295165394402034
710882.0	0.9314586994727593	0.6988549618320611
710897.0	0.46572934973637964	0.23295165394402034
710911.0	1.0	1.0
710915.0	1.0	1.0
710917.0	0.23286467486818982	0.4659033078880407
710922.0	1.0	
710924.0	1.0	1.0
710925.0	0.23286467486818982	0.9318066157760814
710926.0	1.0	1.0
710933.0	1.0	1.0
710941.0	1.0	1.0
710947.0	0.23286467486818982	
710950.0	1.0	1.0
710953.0	1.0	1.0
710957.0	1.0	1.0
710960.0	0.46572934973637964	0.4659033078880407
710963.0	1.0	1.0
710964.0	1.0	1.0
710969.0	1.0	1.0
710973.0	1.3971880492091389	0.9318066157760814
710976.0	1.0	1.0
710983.0	1.0	1.0
710985.0	1.0	1.0
711005.0	1.0	1.0
711007.0	0.46572934973637964	0.23295165394402034
711011.0	0.6985940246045694	0.6988549618320611
711030.0	1.0	1.0
711035.0	1.0	1.0
711042.0	0.46572934973637964	1.1647582697201018
711063.0	1.0	1.0
711067.0	1.0	1.0
711069.0	1.0	1.0
711071.0	1.1643233743409491	1.1647582697201018
711079.0	0.23286467486818982	
711089.0	0.46572934973637964	0.4659033078880407
711091.0	1.0	1.0
711096.0	0.23286467486818982	1.1647582697201018
711701.0	1.0	1.0
