STU_ID	weights_notvc	weights_tvc	weights_all_pscore
125107.0	1.0	1.0	1.0
125112.0	1.0	1.0	1.0
125113.0	1.0	1.0	1.0
125118.0	1.0	1.0	1.0
125119.0	1.0	1.0	1.0
125120.0	1.0	1.0	1.0
125121.0	1.0		1.0
125123.0	1.0	1.0	1.0
125124.0	1.0	1.0	1.0
125125.0	0.7984874359599903	0.7392594503934976	4.884828050459116
125129.0	1.0	1.0	1.0
125130.0	1.0	1.0	1.0
125131.0	1.0	1.0	1.0
125132.0	1.0	1.0	0.9999999999999999
125203.0	0.13308123932666505	0.24641981679783254	2.0161593082666203
125207.0	0.13308123932666505	0.7392594503934976	4.288805904717702
125212.0	0.2661624786533301	0.6160495419945814	4.288805904717702
125213.0	1.0	1.0	1.0
125218.0	1.0	1.0	1.0
125220.0	1.0	1.0	1.0
126102.0	1.0	1.0	1.0
126103.0	1.0	1.0	1.0
126105.0	1.0	1.0	1.0
126109.0	0.5323249573066602	0.9856792671913301	4.288805904717702
126114.0	1.0	1.0	1.0
126116.0	1.0	1.0	1.0
126117.0	1.0	1.0	1.0
126118.0	1.0	1.0	1.0
126120.0	1.0	1.0	1.0
126123.0	1.0	1.0	1.0
126124.0	1.0	1.0	0.9999999999999999
126203.0	1.0	1.0	1.0
126204.0	0.6654061966333252	0.24641981679783254	4.547639897583732
126205.0	1.0	1.0	0.9999999999999999
126206.0	1.0	1.0	1.0
126207.0	1.0	1.0	1.0
126208.0	1.0	1.0	1.0
126210.0	1.0	1.0	1.0
126212.0	1.0	1.0	1.0
126214.0	1.0	1.0	1.0
126220.0	1.0	1.0	1.0
126221.0	1.0	1.0	1.0
126222.0	1.0	1.0	1.0
126227.0	1.0	1.0	1.0
126228.0	1.0	1.0	1.0
126230.0	1.0	1.0	1.0
127102.0	0.7984874359599903	1.355308992388079	4.884828050459116
