scenario_id,scenario_number,true_lag_order,rho_D,carryover,N,T,replication,seed,estimator_id,estimator,selection_criterion,selected_lag,selection_correct,control_spec,beta_true,beta_hat,se,ci_lower,ci_upper,coverage_cet,residual_acf1,aic,bic,nobs,n_clusters,condition_number,delta_z_lag_minus_none,delta_z_contemporaneous_minus_none,status,error_stage,error_message
"L1_RD20_CO25",2,1,0.2,0.25,100,30,1,14272027,"adl_1","ADL(1), fixed lag","fixed",1,TRUE,"no_Z",1,1.05882194705855,0.0175368274021816,1.02445039694718,1.09319349716992,FALSE,0.00775561294724826,59.5245382639828,77.5436409669335,3000,100,7.70960834360442,-0.0353278919535636,-0.0506384183763915,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,1,14272027,"adl_1","ADL(1), fixed lag","fixed",1,TRUE,"Z_lag",1,1.02349405510499,0.0169179766473928,0.990335430184808,1.05665268002517,TRUE,0.0107092536644806,-124.866116081405,-100.840645810804,3000,100,7.63511563042251,-0.0353278919535636,-0.0506384183763915,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,1,14272027,"adl_1","ADL(1), fixed lag","fixed",1,TRUE,"Z_contemporaneous",1,1.00818352868216,0.0179012422675958,0.973097738559145,1.04326931880517,TRUE,-0.0208074972593123,-96.8947977421359,-72.869327471535,3000,100,7.35553454587997,-0.0353278919535636,-0.0506384183763915,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,1,14272027,"adl_2","ADL(2), fixed lag","fixed",2,FALSE,"no_Z",1,1.05841288666951,0.0175552660616722,1.02400519744961,1.0928205758894,FALSE,0.00129280795002051,62.8337034982093,92.8655413364605,3000,100,20.113394562122,-0.035907519761933,-0.0511779928353038,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,1,14272027,"adl_2","ADL(2), fixed lag","fixed",2,FALSE,"Z_lag",1,1.02250536690757,0.0169790916564029,0.989226958770819,1.05578377504433,TRUE,-0.00138786471792451,-123.556265795831,-87.5180603899291,3000,100,19.0528000932274,-0.035907519761933,-0.0511779928353038,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,1,14272027,"adl_2","ADL(2), fixed lag","fixed",2,FALSE,"Z_contemporaneous",1,1.0072348938342,0.017901287950226,0.972149014174878,1.04232077349353,TRUE,-0.0325996583986625,-94.4965167526422,-58.4583113467407,3000,100,19.1835999379038,-0.035907519761933,-0.0511779928353038,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,1,14272027,"adl_oracle","ADL, true lag order","oracle",1,TRUE,"no_Z",1,1.05882194705855,0.0175368274021816,1.02445039694718,1.09319349716992,FALSE,0.00775561294724826,59.5245382639828,77.5436409669335,3000,100,7.70960834360442,-0.0353278919535636,-0.0506384183763915,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,1,14272027,"adl_oracle","ADL, true lag order","oracle",1,TRUE,"Z_lag",1,1.02349405510499,0.0169179766473928,0.990335430184808,1.05665268002517,TRUE,0.0107092536644806,-124.866116081405,-100.840645810804,3000,100,7.63511563042251,-0.0353278919535636,-0.0506384183763915,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,1,14272027,"adl_oracle","ADL, true lag order","oracle",1,TRUE,"Z_contemporaneous",1,1.00818352868216,0.0179012422675958,0.973097738559145,1.04326931880517,TRUE,-0.0208074972593123,-96.8947977421359,-72.869327471535,3000,100,7.35553454587997,-0.0353278919535636,-0.0506384183763915,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,1,14272027,"adl_aic","ADL, AIC-selected lag","AIC",3,FALSE,"no_Z",1,1.06075585658966,0.0176216162135476,1.02621812346172,1.0952935897176,FALSE,0.000697281848782744,60.6619817968124,102.706554770364,3000,100,29.1313748550097,-0.0362940433745698,-0.0510842877022333,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,1,14272027,"adl_aic","ADL, AIC-selected lag","AIC",3,FALSE,"Z_lag",1,1.02446181321509,0.0170178548137296,0.991107430686045,1.05781619574413,TRUE,-0.00201145462538646,-126.802186036353,-78.7512454951509,3000,100,27.7152345725179,-0.0362940433745698,-0.0510842877022333,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,1,14272027,"adl_aic","ADL, AIC-selected lag","AIC",3,FALSE,"Z_contemporaneous",1,1.00967156888742,0.0179636327281976,0.974463495708651,1.0448796420662,TRUE,-0.0331482363011258,-96.8571300076841,-48.8061894664822,3000,100,27.5451222936227,-0.0362940433745698,-0.0510842877022333,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,1,14272027,"adl_bic","ADL, BIC-selected lag","BIC",1,TRUE,"no_Z",1,1.05882194705855,0.0175368274021816,1.02445039694718,1.09319349716992,FALSE,0.00775561294724826,59.5245382639828,77.5436409669335,3000,100,7.70960834360442,-0.0353278919535636,-0.0506384183763915,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,1,14272027,"adl_bic","ADL, BIC-selected lag","BIC",1,TRUE,"Z_lag",1,1.02349405510499,0.0169179766473928,0.990335430184808,1.05665268002517,TRUE,0.0107092536644806,-124.866116081405,-100.840645810804,3000,100,7.63511563042251,-0.0353278919535636,-0.0506384183763915,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,1,14272027,"adl_bic","ADL, BIC-selected lag","BIC",1,TRUE,"Z_contemporaneous",1,1.00818352868216,0.0179012422675958,0.973097738559145,1.04326931880517,TRUE,-0.0208074972593123,-96.8947977421359,-72.869327471535,3000,100,7.35553454587997,-0.0353278919535636,-0.0506384183763915,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,2,14272028,"adl_1","ADL(1), fixed lag","fixed",1,TRUE,"no_Z",1,1.02452521999379,0.0178267650406182,0.989585402553316,1.05946503743425,TRUE,-0.0284085748720577,-166.121525234995,-148.102422532044,3000,100,7.73978546695849,-0.0313704029912242,-0.0421711494731386,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,2,14272028,"adl_1","ADL(1), fixed lag","fixed",1,TRUE,"Z_lag",1,0.993154817002561,0.0172538978086086,0.959337798704754,1.02697183530037,TRUE,-0.0234677973696273,-262.242666131274,-238.217195860673,3000,100,7.51686811114422,-0.0313704029912242,-0.0421711494731386,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,2,14272028,"adl_1","ADL(1), fixed lag","fixed",1,TRUE,"Z_contemporaneous",1,0.982354070520647,0.0176739539186429,0.947713757375686,1.01699438366561,TRUE,-0.0433524163456402,-249.421111292054,-225.395641021453,3000,100,7.57629677987175,-0.0313704029912242,-0.0421711494731386,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,2,14272028,"adl_2","ADL(2), fixed lag","fixed",2,FALSE,"no_Z",1,1.02700617881712,0.017783159940143,0.99215182580312,1.06186053183111,TRUE,0.00124103846878653,-174.834749881629,-144.802912043378,3000,100,22.6319168803652,-0.0313322941012666,-0.0420889287255029,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,2,14272028,"adl_2","ADL(2), fixed lag","fixed",2,FALSE,"Z_lag",1,0.995673884715849,0.0171667344218612,0.962027703516837,1.02932006591486,TRUE,-0.00129804671732185,-271.268885601536,-235.230680195635,3000,100,21.6124447350254,-0.0313322941012666,-0.0420889287255029,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,2,14272028,"adl_2","ADL(2), fixed lag","fixed",2,FALSE,"Z_contemporaneous",1,0.984917250091613,0.0176092496011727,0.950403755078538,1.01943074510469,TRUE,-0.0169181816025789,-258.143426858397,-222.105221452495,3000,100,21.4365656586009,-0.0313322941012666,-0.0420889287255029,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,2,14272028,"adl_oracle","ADL, true lag order","oracle",1,TRUE,"no_Z",1,1.02452521999379,0.0178267650406182,0.989585402553316,1.05946503743425,TRUE,-0.0284085748720577,-166.121525234995,-148.102422532044,3000,100,7.73978546695849,-0.0313704029912242,-0.0421711494731386,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,2,14272028,"adl_oracle","ADL, true lag order","oracle",1,TRUE,"Z_lag",1,0.993154817002561,0.0172538978086086,0.959337798704754,1.02697183530037,TRUE,-0.0234677973696273,-262.242666131274,-238.217195860673,3000,100,7.51686811114422,-0.0313704029912242,-0.0421711494731386,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,2,14272028,"adl_oracle","ADL, true lag order","oracle",1,TRUE,"Z_contemporaneous",1,0.982354070520647,0.0176739539186429,0.947713757375686,1.01699438366561,TRUE,-0.0433524163456402,-249.421111292054,-225.395641021453,3000,100,7.57629677987175,-0.0313704029912242,-0.0421711494731386,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,2,14272028,"adl_aic","ADL, AIC-selected lag","AIC",2,FALSE,"no_Z",1,1.02700617881712,0.017783159940143,0.99215182580312,1.06186053183111,TRUE,0.00124103846878653,-174.834749881629,-144.802912043378,3000,100,22.6319168803652,-0.0313322941012666,-0.0420889287255029,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,2,14272028,"adl_aic","ADL, AIC-selected lag","AIC",2,FALSE,"Z_lag",1,0.995673884715849,0.0171667344218612,0.962027703516837,1.02932006591486,TRUE,-0.00129804671732185,-271.268885601536,-235.230680195635,3000,100,21.6124447350254,-0.0313322941012666,-0.0420889287255029,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,2,14272028,"adl_aic","ADL, AIC-selected lag","AIC",2,FALSE,"Z_contemporaneous",1,0.984917250091613,0.0176092496011727,0.950403755078538,1.01943074510469,TRUE,-0.0169181816025789,-258.143426858397,-222.105221452495,3000,100,21.4365656586009,-0.0313322941012666,-0.0420889287255029,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,2,14272028,"adl_bic","ADL, BIC-selected lag","BIC",1,TRUE,"no_Z",1,1.02452521999379,0.0178267650406182,0.989585402553316,1.05946503743425,TRUE,-0.0284085748720577,-166.121525234995,-148.102422532044,3000,100,7.73978546695849,-0.0313704029912242,-0.0421711494731386,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,2,14272028,"adl_bic","ADL, BIC-selected lag","BIC",1,TRUE,"Z_lag",1,0.993154817002561,0.0172538978086086,0.959337798704754,1.02697183530037,TRUE,-0.0234677973696273,-262.242666131274,-238.217195860673,3000,100,7.51686811114422,-0.0313704029912242,-0.0421711494731386,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,2,14272028,"adl_bic","ADL, BIC-selected lag","BIC",1,TRUE,"Z_contemporaneous",1,0.982354070520647,0.0176739539186429,0.947713757375686,1.01699438366561,TRUE,-0.0433524163456402,-249.421111292054,-225.395641021453,3000,100,7.57629677987175,-0.0313704029912242,-0.0421711494731386,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,3,14272029,"adl_1","ADL(1), fixed lag","fixed",1,TRUE,"no_Z",1,1.05610314829831,0.0213393451518417,1.01427880034704,1.09792749624959,FALSE,0.0090986510953474,72.3060952793973,90.3251979823481,3000,100,9.46219858781361,-0.0413643606418865,-0.0634458388430535,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,3,14272029,"adl_1","ADL(1), fixed lag","fixed",1,TRUE,"Z_lag",1,1.01473878765643,0.0207186121943497,0.97413105394585,1.05534652136701,TRUE,0.0115031346841555,-95.6017216633777,-71.5762513927767,3000,100,9.31796586951272,-0.0413643606418865,-0.0634458388430535,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,3,14272029,"adl_1","ADL(1), fixed lag","fixed",1,TRUE,"Z_contemporaneous",1,0.992657309455261,0.0218320472680543,0.949867283101099,1.03544733580942,TRUE,-0.0265511402201664,-99.8970838134268,-75.8716135428258,3000,100,9.19494095446385,-0.0413643606418865,-0.0634458388430535,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,3,14272029,"adl_2","ADL(2), fixed lag","fixed",2,FALSE,"no_Z",1,1.05635272700024,0.0214040459486906,1.01440156781736,1.09830388618311,FALSE,-0.00683561938622393,69.2873904615571,99.3192282998083,3000,100,25.0834181147665,-0.0416982413296163,-0.063055527236476,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,3,14272029,"adl_2","ADL(2), fixed lag","fixed",2,FALSE,"Z_lag",1,1.01465448567062,0.0208146709904792,0.973858480179229,1.05545049116201,TRUE,-0.00847836553190379,-101.077794611673,-65.039589205772,3000,100,23.7601414345443,-0.0416982413296163,-0.063055527236476,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,3,14272029,"adl_2","ADL(2), fixed lag","fixed",2,FALSE,"Z_contemporaneous",1,0.993297199763759,0.0219445336361544,0.950286704179369,1.03630769534815,TRUE,-0.038063489474301,-101.224172425991,-65.1859670200891,3000,100,23.842609818369,-0.0416982413296163,-0.063055527236476,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,3,14272029,"adl_oracle","ADL, true lag order","oracle",1,TRUE,"no_Z",1,1.05610314829831,0.0213393451518417,1.01427880034704,1.09792749624959,FALSE,0.0090986510953474,72.3060952793973,90.3251979823481,3000,100,9.46219858781361,-0.0413643606418865,-0.0634458388430535,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,3,14272029,"adl_oracle","ADL, true lag order","oracle",1,TRUE,"Z_lag",1,1.01473878765643,0.0207186121943497,0.97413105394585,1.05534652136701,TRUE,0.0115031346841555,-95.6017216633777,-71.5762513927767,3000,100,9.31796586951272,-0.0413643606418865,-0.0634458388430535,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,3,14272029,"adl_oracle","ADL, true lag order","oracle",1,TRUE,"Z_contemporaneous",1,0.992657309455261,0.0218320472680543,0.949867283101099,1.03544733580942,TRUE,-0.0265511402201664,-99.8970838134268,-75.8716135428258,3000,100,9.19494095446385,-0.0413643606418865,-0.0634458388430535,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,3,14272029,"adl_aic","ADL, AIC-selected lag","AIC",3,FALSE,"no_Z",1,1.05537699219891,0.0214207167430337,1.01339315885953,1.09736082553829,FALSE,-0.0064777169520429,67.8338417247838,109.878414698336,3000,100,34.1588367664516,-0.0415887808904496,-0.0631309172044432,"ok",NA,NA
"L1_RD20_CO25",2,1,0.2,0.25,100,30,3,14272029,"adl_aic","ADL, AIC-selected lag","AIC",3,FALSE,"Z_lag",1,1.01378821130846,0.0208810764327464,0.972862053541852,1.05471436907507,TRUE,-0.00840483363442272,-102.164786133959,-54.1138455927571,3000,100,33.294692599038,-0.0415887808904496,-0.0631309172044432,"ok",NA,NA
