mean_beta_short,mean_beta_long,mean_ivb,mean_ivb_formula,mean_theta,mean_pi,mean_abs_ivb_over_beta,mean_abs_ivb_over_se,mean_se_short,mean_se_long,bias_short,bias_long,rmse_short,rmse_long,coverage_short,coverage_long,mechanism,gamma_D,gamma_Y_btw,gamma_Y_wth,R2_within,N,TT,beta
0.998122696477912,0.998236042572503,0.000113346094590979,0.000113346094590976,-0.000303675084249771,0.299336388743638,0.00309754646165775,0.0740907462679859,0.0416430403972516,0.0418325357790854,-0.00187730352208759,-0.00176395742749669,0.0416222625792879,0.0413946644625219,0.958,0.956,B,0.3,0,0,0.1,200,30,1
1.00177576827638,1.00199881986863,0.00022305159225227,0.000223051592252268,-0.000735714419969398,0.300777405980711,0.00318711893930606,0.167366235242037,0.0186299811313481,0.0190480971203091,0.00177576827638126,0.00199881986863359,0.0186557306005372,0.0188995522571466,0.95,0.944,B,0.3,0,0,0.5,200,30,1
0.999706653524524,0.999971300810166,0.000264647285642775,0.000264647285642773,-0.000882920388782286,0.299274347739849,0.00305913638030367,0.21192674597496,0.013885090158314,0.0144350976429993,-0.000293346475476297,-2.86991898335032e-05,0.0140894457961681,0.0149431219338715,0.946,0.938,B,0.3,0,0,0.9,200,30,1
1.00204774153026,0.906049023600892,-0.0959987179293681,-0.0959987179293681,0.192276257769641,0.499191706685693,0.0959987179293681,2.32583494357491,0.0415952698950935,0.0412773273874568,0.00204774153026066,-0.0939509763991076,0.0411232403320588,0.102467375035157,0.956,0.388,B,0.3,0,0.2,0.1,200,30,1
0.999998264104388,0.903551868911647,-0.0964463951927406,-0.0964463951927406,0.193026509373953,0.499654306871475,0.0964463951927406,4.99213545313728,0.0186173303618805,0.0193196081868843,-1.73589561247578e-06,-0.096448131088353,0.0182365182171801,0.0982793847405493,0.96,0,B,0.3,0,0.2,0.5,200,30,1
0.999659444453109,0.903373303499576,-0.096286140953533,-0.096286140953533,0.192445141649203,0.500296300326944,0.096286140953533,6.41344865656452,0.0138804147364811,0.0150135811980084,-0.000340555546891386,-0.0966266965004243,0.0146690446046178,0.097830787584472,0.934,0,B,0.3,0,0.2,0.9,200,30,1
1.00014915175283,0.680755976949311,-0.319393174803521,-0.319393174803521,0.399726184907353,0.798957040969797,0.319393174803521,8.36606693972114,0.0416293512327181,0.0381775822019852,0.000149151752832255,-0.319244023050689,0.0413217739307453,0.321580074386342,0.952,0,B,0.3,0,0.5,0.1,200,30,1
1.00062472518621,0.680451256843871,-0.320173468342342,-0.320173468342342,0.400330498107802,0.799857838713509,0.320173468342342,17.1442530433349,0.0186293529034973,0.0186762153684258,0.000624725186213038,-0.319548743156129,0.0188445097073707,0.320112009951605,0.936,0,B,0.3,0,0.5,0.5,200,30,1
0.999707691791959,0.679165058427962,-0.320542633363997,-0.320542633363997,0.400325132721233,0.800716612324244,0.320542633363997,21.3621982424757,0.0138788848830818,0.0150061406697596,-0.000292308208041048,-0.320834941572039,0.0140666345842648,0.321189072978832,0.952,0,B,0.3,0,0.5,0.9,200,30,1
0.999290132447666,0.99928934081001,-7.9163765559259e-07,-7.91637655592158e-07,5.5598814626053e-05,0.298643696338288,0.00323944734538836,0.0775358893098247,0.041611232894159,0.0418005958896744,-0.000709867552334487,-0.000710659189990026,0.0424050372114195,0.0424532765839793,0.946,0.952,B,0.3,0.3,0,0.1,200,30,1
