prob_switch,delta_D,delta_Y,rho_Z,twfe_s_bias,twfe_s_mcse,twfe_s_sd,twfe_s_rmse,twfe_l_bias,twfe_l_mcse,twfe_l_sd,twfe_l_rmse,adl_Ylag_bias,adl_Ylag_mcse,adl_Ylag_sd,adl_Ylag_rmse,adl_full_bias,adl_full_mcse,adl_full_sd,adl_full_rmse,adl_Dlag_bias,adl_Dlag_mcse,adl_Dlag_sd,adl_Dlag_rmse,adl_DYlag_bias,adl_DYlag_mcse,adl_DYlag_sd,adl_DYlag_rmse,adl_DZlag_bias,adl_DZlag_mcse,adl_DZlag_sd,adl_DZlag_rmse,adl_all_bias,adl_all_mcse,adl_all_sd,adl_all_rmse,adl_all_nofe_bias,adl_all_nofe_mcse,adl_all_nofe_sd,adl_all_nofe_rmse,mean_theta,mean_pi,mean_ivb,mean_ivb_formula,mean_se_short,mean_se_long,mean_se_adl_all,mean_abs_ivb_over_beta,mean_abs_ivb_over_se,n_sims,n_explosive,n_collinear,n_discarded
0.1,0.1,0,0.5,0.862782897087799,0.0146203096627321,0.32692006257966,0.922527669704096,0.824415841875006,0.0135362182475245,0.302679041597379,0.878118928934081,0.082385299206662,0.00837672643594673,0.187309297396964,0.204455229502532,0.084814213570912,0.00790746619075975,0.176816319323201,0.195946251765882,-0.00785229282905731,0.0183472566272474,0.410257130191586,0.409921882253148,0.00840544139954536,0.0161779075572403,0.361749010316968,0.361484817409385,-0.0112298955782931,0.0181668298671143,0.406222665185411,0.405971588362557,0.00487056120424989,0.0160311554482458,0.358467533401437,0.358142006645896,0.00825283300763102,0.017207020552793,0.384760676462811,0.384464310240193,0.253654692408193,0.150394086809579,-0.0383670552127934,-0.0383670552127934,0.180149438105732,0.174831297968631,0.345163704479963,0.0679265650771988,0.395819055577279,500,0,0,0
0.1,0.1,0,0.7,0.872914118922544,0.0142157302695049,0.317873392324144,0.928881297892732,0.805702527570866,0.0124899562312932,0.279283911691688,0.852642989332131,0.0454994388184917,0.00812479382194817,0.181675912890464,0.187110459308752,0.070713115641563,0.007577922644301,0.16944750160892,0.183454014983698,-0.032202571870966,0.0187079503312103,0.41832248660276,0.419142840839523,-0.0274996045944546,0.0162216914553901,0.362728048042798,0.363407102044135,-0.0249203817515362,0.0173970792910616,0.389010519047676,0.389419505146475,-0.0225238623992999,0.0154138219449085,0.344663536618934,0.345054621683443,-0.0363672470119967,0.017282780984974,0.386454731226427,0.387777180122743,0.290258164248535,0.229625101310558,-0.0672115913516784,-0.0672115913516784,0.18302462176438,0.173868351028076,0.342529777881355,0.114443903187421,0.663646953049591,500,0,0,0
0.1,0.1,0.1,0.5,0.97074959238262,0.0137636066373822,0.307763600567539,1.01827489808875,0.819945411461183,0.0120018253741195,0.268368973906129,0.86266351500418,0.101007857509859,0.00766198428958592,0.171327177140496,0.19873822707876,0.0849463110858202,0.00719358469523415,0.160853443804457,0.18176346852455,-0.0170853859235167,0.0182360294656904,0.40777001524973,0.407720177300863,0.00548156179874937,0.0157124393546949,0.351340824894408,0.351032109652039,-0.0133467265516444,0.0172158740201855,0.384958646012075,0.384805025864808,0.00606119272644623,0.0153969991154121,0.344287366715656,0.343996310089959,0.0115136240151266,0.0169746078356637,0.379563770119446,0.379358777167571,0.311897431034859,0.482690862029855,-0.150804180921437,-0.150804180921437,0.183915356275655,0.175620444055982,0.347205438096263,0.156398831756852,0.911661114914022,500,0,0,0
0.1,0.1,0.1,0.7,1.08116878626514,0.0162722996512257,0.363859681703868,1.14063799017381,0.820737624328023,0.0133925090857989,0.299465607051298,0.873561983201304,0.122118694981902,0.00861508383561987,0.192639130883057,0.227922334890566,0.0975133300828006,0.00795650845486574,0.177912937686316,0.202727790184819,-0.0189034569509705,0.0204315809147612,0.456864038131934,0.456798249256975,0.0180136092460224,0.0163400228948712,0.365374019468348,0.365452688965782,-0.0209588094682406,0.0186812423664098,0.417725278354414,0.417833329276455,0.0108286239436255,0.0158812412986802,0.35511535110926,0.354925284904836,0.0248951272971196,0.0165128582012273,0.36923873440759,0.369708447109455,0.332983036130503,0.783340248968826,-0.260431161937122,-0.260431161937122,0.186372327126621,0.173671310619876,0.344569191247086,0.265447454204134,1.56266292771224,500,0,0,0
0.1,0.1,0.3,0.5,1.24555491242715,0.015590711882265,0.348270122463733,1.29323472261431,0.753094345586518,0.0115478270504506,0.25795891627151,0.795965164770902,0.160304525952068,0.00794750095556119,0.177533723410186,0.239066102191764,0.11340758479382,0.0073695252551976,0.164622724254614,0.199768895795344,-0.0197773962510317,0.0192614586711825,0.430268394471049,0.430291799704599,0.0102647518540315,0.0158488077869598,0.354035548251486,0.353829549144905,0.00756488870562344,0.017668452349812,0.394683328771753,0.394360220284757,0.0178444156907711,0.0155597300335612,0.347578040387962,0.347687808432455,0.0175658670361831,0.0167706840849334,0.374628704844733,0.374665144273788,0.397082978801739,1.23847349871205,-0.492460566840634,-0.492460566840634,0.189211515392354,0.173296754074363,0.347207263127824,0.492460566840634,2.93994261354154,499,0,1,1
0.1,0.1,0.3,0.7,1.50052340439924,0.0187987688686406,0.420353250835872,1.55817648195806,0.757954026166899,0.0115804117659871,0.258945879161855,0.800882743090927,0.219886902842703,0.00863218619773049,0.193021551325608,0.292460347191458,0.149001913366396,0.00754295454417726,0.168665591119713,0.224928334478682,-0.104849513435939,0.0215760042952679,0.482454122870464,0.49324423684531,-0.0379027481756098,0.0162465111523011,0.363283033337536,0.36489345226458,-0.0276199462235553,0.0179937588782422,0.402352680224898,0.402897958985874,-0.0151394844022608,0.0156835481673547,0.350694798305974,0.350670888246681,-0.0165319964248802,0.0157961435162095,0.35321250684587,0.353246180089964,0.384698576000814,1.92682755059887,-0.742569378232345,-0.742569378232345,0.196256438497158,0.173151234395239,0.346336273107248,0.742569378232345,4.38588842334938,500,0,0,0
0.1,0.3,0,0.5,0.995700152943165,0.0133269612623743,0.297701764099449,1.03916674649571,0.869447889460782,0.0126637637398952,0.282887053641347,0.914223357114458,0.159312580890765,0.00781000303662537,0.174462252560881,0.236128312261069,0.0938231576610791,0.00765491490675347,0.170997846163595,0.194895999404438,0.00778804983165271,0.019456378565461,0.434622575085996,0.434256704988742,0.0159536043922073,0.0161179597380024,0.360047947406754,0.360040627289205,0.00737183758481175,0.0186523600667261,0.416662162300995,0.416309729584427,0.0148946036679158,0.0156740330730679,0.350131376878791,0.35009735071932,0.0124961863509798,0.0163964738822516,0.366269482116527,0.366115615410563,0.254779113991075,0.495598056018506,-0.126252263482383,-0.126252263482383,0.180553659950686,0.175379850688925,0.343975972318869,0.128408705853122,0.757360363265775,499,0,1,1
0.1,0.3,0,0.7,1.05721514817066,0.0143273325184221,0.32036889447435,1.10459713271905,0.847312245554076,0.0125283639328339,0.280142734006733,0.892334596986928,0.15644033056449,0.00785015186294253,0.175534731992361,0.234998711227287,0.0867952824559832,0.00731269586918487,0.163516850622793,0.184980285363969,-0.0747200709581984,0.0185335078256579,0.414421833596954,0.420695916611436,-0.0291391470365334,0.0148722724785515,0.332554122419405,0.333496851168765,-0.0661931569826263,0.0174088419550325,0.38927354021003,0.394477319196885,-0.0272817286782726,0.0146116061364535,0.326725445815632,0.327536731725178,-0.0120309280646002,0.0154330598370568,0.345093708964808,0.344958304525705,0.291051467702584,0.718622803191554,-0.209902902616585,-0.209902902616585,0.186330594279003,0.177321010766209,0.348209954674358,0.217073462371236,1.25567768685559,500,0,0,0
0.1,0.3,0.1,0.5,1.09820209408111,0.0149132250982254,0.33346985083388,1.14761821899815,0.840012882952198,0.0131732381331576,0.294562559495329,0.890064722803454,0.17223654084719,0.00837748594316262,0.187326280494605,0.254335170781041,0.0920786727756522,0.00800526114524545,0.179003080984066,0.2011380142487,-0.00959270664497203,0.020235174039608,0.452472246891025,0.452121324379835,0.021329205876512,0.0168627218008792,0.377061922324337,0.377288055607003,-0.00238507536438271,0.0193911917099349,0.433600228281448,0.433172977266918,0.0231161126028843,0.0165826694021098,0.370799760315234,0.371149339198124,0.02819614389202,0.0172168502969162,0.384980476223421,0.385627501184038,0.311189032605339,0.829367930083142,-0.258189211128914,-0.258189211128914,0.183197151939487,0.175435388474484,0.347020356862496,0.259049349208605,1.52256247513628,500,0,0,0
0.1,0.3,0.1,0.7,1.23618730877345,0.0150815311556992,0.337233288689243,1.28127198548579,0.825710485462963,0.0122768274617444,0.274518207524968,0.870061682625823,0.195574414901148,0.00756811649555867,0.169228229457067,0.25851551021517,0.0952825603899368,0.00713680804104032,0.159583879221333,0.185727883724486,-0.0210016219848571,0.0196733111431864,0.43990861058669,0.439970015595347,0.00163440986541463,0.0159418710338872,0.356471073203067,0.356118174310289,-0.00885643033716799,0.0179058388244853,0.400386728057042,0.400084177765795,0.00618676173672261,0.015213950671864,0.340194279086165,0.339910222336276,0.00583368489487435,0.0162835188813577,0.364110551316171,0.363793035216535,0.33532926463508,1.22190911584612,-0.410476823310487,-0.410476823310487,0.18559196798235,0.173350660702401,0.341202800242632,0.411941532025139,2.44167693986026,500,0,0,0
