min_bias_TWFE short,min_bias_TWFE + lagged Z,min_bias_ADL + FE,min_bias_ADL + FE + lagged Z,max_bias_TWFE short,max_bias_TWFE + lagged Z,max_bias_ADL + FE,max_bias_ADL + FE + lagged Z
0.36907488480457984,0.23663349927812738,0.04053961662718259,0.008101617860929763,0.7156504159111302,0.2711827740274744,0.05394905126792057,0.009990882896658644
