mean_beta_short,mean_beta_long,mean_ivb,mean_ivb_formula,mean_theta,mean_pi,mean_abs_ivb_over_beta,mean_abs_ivb_over_se,mean_se_short,mean_se_long,bias_short,bias_long,rmse_short,rmse_long,coverage_short,coverage_long,mechanism,gamma_D_btw,gamma_D_wth,gamma_Y,R2_within,N,TT,beta
0.999344300541935,0.99934356917465,-7.31367285613751e-07,-7.31367285611012e-07,-0.000902193916814064,-0.00152553662418152,0.000362031928405227,0.00868694027932387,0.0416685973355668,0.0416719092011608,-0.000655699458064429,-0.000656430825350052,0.0415115240591561,0.0414949671838295,0.958,0.956,A,0,0,0,0.1,200,30,1
1.0013552530092,1.00136377163341,8.51862421381047e-06,8.51862421380983e-06,0.000147171550072311,0.00120676504719594,0.000169621496897767,0.00911165027744012,0.0186240455604104,0.0186255860875658,0.00135525300920047,0.00136377163341428,0.0166706307629815,0.0166514313187148,0.966,0.966,A,0,0,0,0.5,200,30,1
1.00029824824783,1.00031398614666,1.57378988246704e-05,1.57378988246699e-05,-0.00083924105913788,0.000657577469885316,0.000113487350585279,0.00816912392456468,0.0138754557366303,0.013876577623457,0.000298248247834643,0.000313986146659229,0.0132058470267819,0.0131927350447051,0.974,0.972,A,0,0,0,0.9,200,30,1
0.998280309529573,0.915868943340398,-0.0824113661891751,-0.0824113661891751,0.275407143809721,0.299319868407746,0.0824113661891751,2.0557837779775,0.0416766993184673,0.0400843478635455,-0.00171969047042686,-0.084131056659602,0.0409043379997243,0.092993176466384,0.96,0.446,A,0,0,0.3,0.1,200,30,1
0.999661763510929,0.916707844873401,-0.0829539186375282,-0.0829539186375282,0.275625755818138,0.300998580909314,0.0829539186375282,4.55876820317975,0.0186152329361133,0.0181971135337603,-0.000338236489070831,-0.0832921551265989,0.0186681608161112,0.0852771502725639,0.952,0.002,A,0,0,0.3,0.5,200,30,1
0.999856369471154,0.917193387940416,-0.0826629815307372,-0.0826629815307372,0.275267879821453,0.300280546593175,0.0826629815307372,5.99919599305018,0.013875898099713,0.0137791202038312,-0.000143630528846361,-0.0828066120595835,0.0135998444423656,0.083901913088799,0.952,0,A,0,0,0.3,0.9,200,30,1
1.00062521517874,0.735998292566498,-0.264626922612241,-0.264626922612241,0.441341455375914,0.59964422290075,0.264626922612241,7.31366562274999,0.0416623761621418,0.0361848952343885,0.000625215178738259,-0.264001707433502,0.0373304765594295,0.266158484831489,0.978,0,A,0,0,0.6,0.1,200,30,1
0.99984520459246,0.736329522880659,-0.263515681711802,-0.263515681711802,0.440759350005329,0.597875179544638,0.263515681711802,15.5165247948769,0.0186146870157604,0.016983314728717,-0.000154795407539488,-0.263670477119341,0.018523201947273,0.264177747802674,0.946,0,A,0,0,0.6,0.5,200,30,1
1.00000662726747,0.735582629060975,-0.264423998206494,-0.264423998206494,0.440890783745587,0.599748558899656,0.264423998206494,19.9671595522732,0.0138766233437896,0.0132436359125574,6.6272674690282e-06,-0.264417370939025,0.0140728751329027,0.26477196829126,0.948,0,A,0,0,0.6,0.9,200,30,1
1.00495187829086,1.00470976180553,-0.000242116485324883,-0.000242116485324884,0.00123320451191921,0.200542530772621,0.00210095378368514,0.0502980965502941,0.0416540137045396,0.0417414680953676,0.00495187829085864,0.00470976180553362,0.0419512673056421,0.0421653240777849,0.948,0.95,A,0,0.2,0,0.1,200,30,1
