nl_type,nl_strength,nl_Y,rho_Z,TT,twfe_s_bias,twfe_s_mcse,twfe_s_sd,twfe_s_rmse,twfe_l_bias,twfe_l_mcse,twfe_l_sd,twfe_l_rmse,adl_Ylag_bias,adl_Ylag_mcse,adl_Ylag_sd,adl_Ylag_rmse,adl_full_bias,adl_full_mcse,adl_full_sd,adl_full_rmse,adl_Dlag_bias,adl_Dlag_mcse,adl_Dlag_sd,adl_Dlag_rmse,adl_DYlag_bias,adl_DYlag_mcse,adl_DYlag_sd,adl_DYlag_rmse,adl_DZlag_bias,adl_DZlag_mcse,adl_DZlag_sd,adl_DZlag_rmse,adl_all_bias,adl_all_mcse,adl_all_sd,adl_all_rmse,adl_all_nofe_bias,adl_all_nofe_mcse,adl_all_nofe_sd,adl_all_nofe_rmse,n_sims,n_discarded
Dlog,2,FALSE,0.5,10,0.307510864357575,0.00289175645498222,0.0646616400771405,0.314222368936417,0.0332375799412847,0.00214878746532603,0.0480483484166848,0.058384614568851,0.0601686402182677,0.0016120722441597,0.0360470312258174,0.0701217152456356,0.00286611967858885,0.00162282186446158,0.0362874000430903,0.0363642199571982,-0.0235267650903838,0.00231561081953574,0.0517786320191591,0.0568258159283792,0.0115088447199418,0.00175100995304422,0.0391537728428558,0.0407726059844355,-0.0717528236847308,0.00208420735307363,0.0466042932067755,0.0855341097559597,-0.0201064775812705,0.00169715181064114,0.0379494681673044,0.0429133108794814,-0.0827152836810089,0.00163131103527014,0.0364772236730959,0.0903866407475853,500,0
Dlog,2,FALSE,0.5,30,0.742066134785213,0.00361312142989424,0.0807918512820475,0.746442507486128,0.111694241559172,0.0012308229874644,0.0275220386823977,0.115028480323299,0.0707664934047372,0.000801643621411168,0.0179252963120448,0.072997056133666,0.00542515730583615,0.00081731318792009,0.0182756784709638,0.0190463842899372,0.105848095371007,0.00183140203562931,0.0409513944579863,0.113478993511167,0.0406746223025922,0.000898752226845645,0.0200967107415617,0.0453596177951632,-0.0305638496329443,0.00107297218086933,0.0239923873439002,0.0388411159152779,-0.00295291718704072,0.000857633676591741,0.019177272006522,0.0193843221703115,-0.0804493309907286,0.000956739807921613,0.0213933524729282,0.0832397443282155,500,0
invlogit,0.5,FALSE,0.5,30,0.442430475864509,0.00157543877411611,0.0352278819331256,0.443827948232036,0.244763459443991,0.00123553365717326,0.0276273724592832,0.246314628563909,0.0443748901274512,0.000817735465098623,0.0182851208757293,0.047987579934526,0.00962927568350169,0.000790195334813224,0.0176693048414557,0.0201072841304341,0.0497368014782356,0.00110218815649176,0.0246456764191075,0.0554972428928542,0.0345477875181881,0.000859912089641446,0.0192282188711217,0.039528908087066,-0.0255829826579317,0.00100185059614417,0.0224020603627705,0.0339902575094136,-0.00185179192551777,0.000828429553603366,0.0185242479642693,0.0185981343271809,-0.0871595508991843,0.000924411550737826,0.0206704706663578,0.0895723234810905,500,0
invlogit,0.5,FALSE,0.7,30,0.520713924715112,0.00186447850539973,0.0416910068066102,0.522376928243071,0.234059217705237,0.00125670239268644,0.0281007197753351,0.235736693248581,0.045791804613355,0.000826144510075755,0.0184731528376765,0.0493706818948282,0.00831644891042549,0.000821109862978499,0.0183605747061546,0.0201395085494388,0.0911569843258004,0.00124210519294461,0.0277743164662965,0.0952862299665269,0.0432170973983321,0.000899188364206825,0.020106463069433,0.0476568864382165,-0.0257502536911812,0.00107308452083361,0.0239948993418674,0.0351806658435807,-0.00294103951438385,0.000886408256445381,0.0198206911722894,0.0200180866312278,-0.0903622096297632,0.00102542458221628,0.0229291907163492,0.0932203047651431,500,0
invlogit,1,FALSE,0.5,30,0.453935843052713,0.00152696239179228,0.0341439170713321,0.455215580869993,0.239129696064484,0.0012414284238645,0.0277591834496145,0.240732304980345,0.0459053987903382,0.000807026380322112,0.0180456584603584,0.0493183549582643,0.0102200990012711,0.000801809519710473,0.0179290059107907,0.0206217549699111,0.0511397934553268,0.00114164149691473,0.0255278799303595,0.0571458465952239,0.0345177965792813,0.000873328088467794,0.0195282097247394,0.0396492944929912,-0.0254758963545624,0.00107679107564754,0.0240777804271302,0.0350371420972787,-0.00165122206517643,0.000864797544892623,0.0193374609715483,0.0193885547770077,-0.0887935657956063,0.000972394370204847,0.0217433991271614,0.0914118547098268,500,0
invlogit,1,FALSE,0.7,30,0.538100057715916,0.00189708861937376,0.0424201911226095,0.539766195480526,0.230246308829735,0.00126714994216921,0.0283343340837529,0.231979722279149,0.0473323209321828,0.000851881100831748,0.0190486405020714,0.0510144450954271,0.00925776717660742,0.000829192081209026,0.0185412985998791,0.0207074490789814,0.0946901721705165,0.00127635542848326,0.0285401750153945,0.0988895404601091,0.0436956145791143,0.000903551876347591,0.020204034167107,0.04813204051439,-0.0253130687346692,0.00106368486631444,0.0237847166771687,0.0347179027402931,-0.00245627166164808,0.000873809672424231,0.019538978269374,0.0196733677580445,-0.0897745937535261,0.000956465461399999,0.021387217898211,0.0922820456365015,500,0
invlogit,2,FALSE,0.5,30,0.478254958265462,0.00165523875372072,0.0370122637231157,0.479682158263237,0.226299181279538,0.00127945872188025,0.0286095667652923,0.228096886746983,0.0481013005152482,0.00076662390551313,0.0171422316590374,0.0510588239709632,0.00980481920161869,0.000783629678162535,0.0175224922955771,0.0200638515831954,0.0543573886894087,0.00113326247317463,0.02534051926368,0.0599631831864461,0.0350135745565825,0.000829927835948567,0.0185577505760029,0.0396188304907858,-0.0263820260384032,0.00106288939127968,0.0237669293146473,0.035492935819404,-0.00161599325555661,0.000833034782896788,0.01862722402179,0.0186786231294075,-0.0867631939837908,0.000914408909176942,0.0204468048015107,0.0891352203856973,500,0
invlogit,2,FALSE,0.7,30,0.556689195917294,0.0019627714601669,0.0438889040922971,0.558413148378207,0.215438290054551,0.00122218580999921,0.0273289055229388,0.217161304473326,0.0472350487521696,0.000805348580673451,0.0180081417196881,0.0505449741564858,0.00772344359032595,0.00078099753849057,0.0174636358632492,0.0190793134389575,0.0988113083093465,0.00126070658647157,0.0281902562703214,0.102746171788996,0.0431437795311662,0.000860786785828444,0.0192477776724595,0.0472347510173565,-0.0277508756267316,0.00103932638899714,0.0232400445660699,0.0361819094319299,-0.00374075941441077,0.000834806057229387,0.0186668309199349,0.0190196465907428,-0.0903792540496926,0.000960760726394081,0.0214832629432924,0.0928925028626968,500,0
log2,0,FALSE,0.5,10,0.197990055313002,0.00251366528839456,0.0562072645753184,0.205798445282523,0.108498253993981,0.00226646232079146,0.0506796381773164,0.119729528496835,0.0394819723441804,0.00163577580812637,0.0365770590292021,0.0537962045586666,0.0101970939797247,0.00161020897768458,0.0360053673208317,0.0373868215898,-0.0303325601214142,0.00200742326114879,0.04488734871543,0.0541378659541584,0.00786061835047813,0.00170251250976892,0.0380693370438708,0.0388351026130457,-0.0712394989714885,0.00192466425722873,0.0430368011302759,0.083207740822189,-0.0219225457741983,0.00168009410922994,0.0375680463683511,0.0434641623057494,-0.0911446421603751,0.0016556900257623,0.0370223544727289,0.0983628955235957,500,0
log2,0,FALSE,0.5,30,0.431365985887079,0.00152564234997326,0.0341144000389273,0.432710155283843,0.251546265828179,0.00125394899778363,0.0280391519936192,0.253101057896906,0.0432673428879311,0.000828648207683025,0.0185291372181261,0.0470606547848396,0.00988092211270541,0.000817406122189746,0.0182777565444077,0.0207615233864328,0.0474517899555584,0.00112066115693106,0.0250587452664141,0.0536503234182685,0.0342299454999631,0.00087178065732569,0.0194936081124969,0.039381847654212,-0.0257818516310163,0.00105697365764266,0.0236346494891558,0.0349597387960214,-0.00192733711645698,0.000860088218169694,0.0192321572247411,0.0193093435448903,-0.0860226289322871,0.000918839394002992,0.020545873453954,0.0884374430802693,500,0
