principal_cells_per_estimator,fe_adl_phase_cells,hpj_fe_adl_phase_cells,max_abs_bias,max_abs_mean_shift,min_coverage,replications_per_cell
54,0,6,0.0454296317922152,0.0381323662151438,0.7,500
