model_id,panel,spec_label,published_estimate,benchmark_gap,coef_name,estimate,std_error,statistic,p_value,conf_low,conf_high,n_obs,base_estimate,safe_dyn_estimate,full_estimate,delta_vs_base,delta_vs_safe_dyn,delta_vs_full
m1,Full sample,Base com prior voting x tempo,NA,NA,PostPeriod:treatment_level_at_t2,0.1374186113088107,0.014270536159226714,9.629533871434939,7.397676748998903e-22,0.1094488743966498,0.1653883482209716,19813,0.1374186113088107,0.11138738327395749,0.1067009606002075,0,0.026031228034853207,0.03071765070860319
m2,Full sample,Base + time-varying controls,NA,NA,PostPeriod:treatment_level_at_t2,0.1299668733804116,0.015725377755192213,8.264785457220515,1.583894954264522e-16,0.09914569933694754,0.16078804742387565,18298,0.1374186113088107,0.11138738327395749,0.1067009606002075,-0.007451737928399094,0.018579490106454113,0.023265912780204095
m_safe_full,Full sample,Base + covari<c3><a1>veis pr<c3><a9>-tratamento x tempo,NA,NA,PostPeriod:treatment_level_at_t2,0.11138738327395749,0.015151381660586336,7.351632066909927,2.1066347899416588e-13,0.0816912209031876,0.1410835456447274,19599,0.1374186113088107,0.11138738327395749,0.1067009606002075,-0.026031228034853207,0,0.004686422673749982
m3,Full sample,Base + TVC + covari<c3><a1>veis pr<c3><a9>-tratamento x tempo,NA,NA,PostPeriod:treatment_level_at_t2,0.1067009606002075,0.016356700880611873,6.523379095761518,7.222554546344457e-11,0.07464241596831366,0.13875950523210134,18118,0.1374186113088107,0.11138738327395749,0.1067009606002075,-0.03071765070860319,-0.004686422673749982,0
m4,Restricted control group,Base com prior voting x tempo,NA,NA,PostPeriod:restr_treatment_level_at_t2,0.0959219893446357,0.02816077130173018,3.4062273478547196,6.614432738027717e-4,0.04072789181637542,0.15111608687289596,17842,0.0959219893446357,0.07777010185574587,0.08944293651190029,0,0.018151887488889823,0.0064790528327354074
m5,Restricted control group,Base + time-varying controls,NA,NA,PostPeriod:restr_treatment_level_at_t2,0.10608438670172243,0.031027919768075476,3.418997712211191,6.314010898243328e-4,0.04527078144109613,0.16689799196234872,16593,0.0959219893446357,0.07777010185574587,0.08944293651190029,0.010162397357086739,0.02831428484597656,0.016641450189822146
m_safe_restricted,Restricted control group,Base + covari<c3><a1>veis pr<c3><a9>-tratamento x tempo,NA,NA,PostPeriod:restr_treatment_level_at_t2,0.07777010185574587,0.02845801156466788,2.732801681488581,0.006291706783861737,0.021993424117372484,0.13354677959411926,17687,0.0959219893446357,0.07777010185574587,0.08944293651190029,-0.018151887488889823,0,-0.011672834656154416
m6,Restricted control group,Base + TVC + covari<c3><a1>veis pr<c3><a9>-tratamento x tempo,NA,NA,PostPeriod:restr_treatment_level_at_t2,0.08944293651190029,0.031096610639343613,2.8762921319385386,0.004033612817958364,0.028494699617521754,0.15039117340627883,16454,0.0959219893446357,0.07777010185574587,0.08944293651190029,-0.0064790528327354074,0.011672834656154416,0
